coord_x,coord_y,coord_x.1,coord_y.1,skeleton_length,dipole,density_200,density_500,density_800,density_1000,density_1200,density_1500,density_2000,grad_200,grad_500,grad_800,grad_1000,grad_1200,grad_1500,grad_2000,lap_200,lap_500,lap_800,lap_1000,lap_1200,lap_1500,lap_2000,count_200,count_500,count_800,count_1000,count_1200,count_1500,count_2000
2100.0,1900.0,1159.0,974.0,23.0,0.0098669096194735,0.0,0.0,9.947183943243459e-07,1.5915494309189535e-06,1.1052426603603843e-06,1.1317684842090337e-06,1.1936620731892152e-06,0.0,17.2463206339,39.0748065704,60.3526396495,96.8713653195,156.9719431163,273.0701661579,0.0,-20.0,-43.99999557692308,-67.99999146744595,-107.99999146744595,-175.99998956053903,-303.9999874217171,0.0,0.0,2.0,5.0,5.0,8.0,15.0
2100.0,3900.0,1135.0,2014.0,27.0,0.0137760157900353,0.0,0.0,4.973591971621729e-07,3.183098861837907e-07,6.631455962162305e-07,7.07355302630646e-07,6.366197723675814e-07,0.0,17.2463206339,39.0748075672,60.352644482,96.8713683697,156.971946831,273.0701708577,0.0,-20.0,-43.999996875,-67.999996875,-107.99999501293104,-175.99999386555726,-303.9999928743242,0.0,0.0,1.0,1.0,3.0,5.0,8.0
2100.0,6500.0,1114.0,3365.0,49.0,0.0454328584210796,0.0,2.5464790894703256e-06,2.9841551829730376e-06,2.228169203286535e-06,1.547339724504538e-06,1.2732395447351628e-06,9.54929658551372e-07,0.0,17.2463033905,39.0747852052,60.3526210151,96.8713466852,156.9719252764,273.0701494219,0.0,-19.999982499999998,-43.99997365384615,-67.99997209134615,-107.99997209134617,-175.99997110037285,-303.99997027337537,0.0,2.0,6.0,7.0,7.0,9.0,12.0
2100.0,7300.0,1084.0,3746.0,89.0,0.0446425770135257,0.0,0.0,0.0,6.366197723675814e-07,8.841941282883074e-07,1.1317684842090337e-06,7.957747154594768e-07,0.0,17.2463206339,39.0748106922,60.3526451133,96.8713691909,156.9719467479,273.0701709189,0.0,-20.0,-44.0,-67.9999970486111,-107.99999522500369,-175.99999314219446,-303.99999232654454,0.0,0.0,0.0,2.0,4.0,8.0,10.0
2500.0,4300.0,1343.0,2257.0,44.0,0.1485233954442891,0.0,0.0,4.973591971621729e-07,3.183098861837907e-07,4.420970641441537e-07,2.829421210522584e-07,1.1140846016432675e-06,0.0,17.2463206339,39.0748075672,60.352644482,96.8713693597,156.9719487831,273.0701701538,0.0,-20.0,-43.999996875,-67.999996875,-107.99999601293104,-175.99999601293104,-303.99999200338726,0.0,0.0,1.0,1.0,2.0,2.0,14.0
2500.0,6300.0,1375.0,3297.0,154.0,0.1293440827545937,0.0,2.5464790894703256e-06,1.9894367886486917e-06,1.5915494309189535e-06,1.547339724504538e-06,9.902974236829044e-07,1.1140846016432675e-06,0.0,17.2463111471,39.0747973554,60.3526330844,96.871357162,156.9719365855,273.0701595878,0.0,-19.99999,-43.9999852991453,-67.9999840491453,-107.99998222553788,-175.99998222553785,-303.9999800323483,0.0,2.0,4.0,5.0,7.0,7.0,14.0
2700.0,1700.0,1468.0,891.0,90.0,0.0708964355434111,0.0,0.0,9.947183943243459e-07,6.366197723675814e-07,8.841941282883074e-07,1.2732395447351628e-06,1.1936620731892152e-06,0.0,17.2463206339,39.0748064919,60.3526434068,96.8713675711,156.9719440904,273.070167249,0.0,-20.0,-43.99999472222222,-67.99999472222223,-107.99999312485915,-175.9999901150353,-303.99998811917476,0.0,0.0,2.0,2.0,4.0,9.0,15.0
2700.0,6700.0,1414.0,3480.0,46.0,0.0156498151385452,0.0,1.2732395447351628e-06,9.947183943243459e-07,1.2732395447351628e-06,1.1052426603603843e-06,1.1317684842090337e-06,7.957747154594768e-07,0.0,17.2463158905,39.0748037127,60.3526380528,96.8713629416,156.9719408196,273.0701652103,0.0,-19.999995,-43.9999925,-67.99998986111112,-107.99998907986111,-175.99998744285134,-303.9999868752493,0.0,1.0,2.0,4.0,5.0,8.0,10.0
3300.0,100.0,1843.0,68.0,59.0,0.0550787062151066,0.0,0.0,0.0,0.0,4.420970641441537e-07,5.658842421045168e-07,6.366197723675814e-07,0.0,17.2463206339,39.0748106922,60.352647607,96.8713717714,156.9719501447,273.0701738226,0.0,-20.0,-44.0,-68.0,-107.99999840263692,-175.99999708319245,-303.99999552844224,0.0,0.0,0.0,0.0,2.0,4.0,8.0
3300.0,1700.0,1794.0,877.0,99.0,0.1323965939683734,0.0,0.0,1.4920775914865188e-06,1.2732395447351628e-06,8.841941282883074e-07,8.488263631567752e-07,1.1140846016432675e-06,0.0,17.2463206339,39.0748037173,60.3526392432,96.8713649133,156.9719432371,273.0701657534,0.0,-20.0,-43.999992174145305,-67.99999078525641,-107.99999078525641,-175.99998943390506,-303.9999866554925,0.0,0.0,3.0,4.0,4.0,6.0,14.0
3700.0,1100.0,1927.0,544.0,174.0,0.40687108849107,0.0,2.5464790894703256e-06,1.4920775914865188e-06,9.54929658551372e-07,1.326291192432461e-06,9.902974236829044e-07,1.2732395447351628e-06,0.0,17.2462852786,39.0747734511,60.3526103659,96.871333749,156.9719126454,273.0701350643,0.0,-19.99995,-43.999948076923076,-67.99994807692308,-107.99994569831,-175.99994514275443,-303.9999422770345,0.0,2.0,3.0,3.0,6.0,7.0,16.0
3700.0,1300.0,1972.0,697.0,78.0,0.0200793879690954,0.0,2.5464790894703256e-06,1.4920775914865188e-06,9.54929658551372e-07,1.1052426603603843e-06,1.1317684842090337e-06,1.1936620731892152e-06,0.0,17.2462904562,39.0747773895,60.3526143044,96.8713381921,156.9719160261,273.0701390365,0.0,-19.9999625,-43.999959375,-67.999959375,-107.99995751293105,-175.9999557821618,-303.99995360187665,0.0,2.0,3.0,3.0,5.0,8.0,15.0
3900.0,1100.0,2190.0,599.0,201.0,0.3832405460355815,0.0,2.5464790894703256e-06,9.947183943243459e-07,9.54929658551372e-07,1.326291192432461e-06,1.2732395447351628e-06,1.1140846016432675e-06,0.0,17.2462904562,39.0747805145,60.3526160405,96.8713392939,156.9719172903,273.0701407927,0.0,-19.999962500000002,-43.999962499999995,-67.9999611111111,-107.99995864052288,-175.99995708496732,-303.9999553896018,0.0,2.0,2.0,3.0,6.0,9.0,14.0
3900.0,4900.0,2056.0,2530.0,31.0,0.0879098644352503,0.0,0.0,1.4920775914865188e-06,9.54929658551372e-07,1.1052426603603843e-06,1.1317684842090337e-06,1.1140846016432675e-06,0.0,17.2463206339,39.0748046846,60.3526415995,96.8713656848,156.9719437369,273.0701667894,0.0,-20.0,-43.999993653846154,-67.99999365384616,-107.99999192970822,-175.99999033301012,-303.99998837474163,0.0,0.0,3.0,3.0,5.0,8.0,14.0
4100.0,4300.0,2153.0,2229.0,43.0,0.0543351185957746,0.0,2.5464790894703256e-06,1.9894367886486917e-06,1.5915494309189535e-06,1.326291192432461e-06,1.2732395447351628e-06,1.0345071300973197e-06,0.0,17.2462982128,39.0747837989,60.3526194528,96.8713444095,156.9719222647,273.0701460156,0.0,-19.99997,-43.999965,-67.99996352941176,-107.99996279411765,-175.99996103698777,-303.99995961940004,0.0,2.0,4.0,5.0,6.0,9.0,13.0
4100.0,6300.0,2142.0,3281.0,8.0,0.0579164411234866,0.0,1.2732395447351628e-06,9.947183943243459e-07,1.2732395447351628e-06,8.841941282883074e-07,8.488263631567752e-07,7.957747154594768e-07,0.0,17.2463158905,39.0748039846,60.3526383774,96.8713640474,156.9719426585,273.070166458,0.0,-19.999995,-43.99999222222222,-67.99998928104576,-107.99998928104574,-175.99998830934766,-303.99998701282374,0.0,1.0,2.0,4.0,4.0,6.0,10.0
4300.0,3500.0,2213.0,1765.0,130.0,0.2918195576145913,0.0,3.819718634205488e-06,1.9894367886486917e-06,2.228169203286535e-06,1.547339724504538e-06,1.2732395447351628e-06,1.2732395447351628e-06,0.0,17.2462937934,39.0747816156,60.3526150597,96.8713407298,156.9719192498,273.0701421347,0.0,-19.99996375,-43.99996125,-67.99995665441176,-107.99995665441176,-175.9999554882692,-303.99995315354477,0.0,3.0,4.0,7.0,7.0,9.0,16.0
4300.0,3700.0,2274.0,1982.0,159.0,0.373417639347363,0.0,2.5464790894703256e-06,2.486795985810865e-06,2.228169203286535e-06,1.547339724504538e-06,1.2732395447351628e-06,1.1936620731892152e-06,0.0,17.2462852786,39.0747680116,60.3526024044,96.8713280744,156.971906389,273.0701297179,0.0,-19.99995,-43.99994159722222,-67.99993865604576,-107.99993865604576,-175.9999373553701,-303.9999354428735,0.0,2.0,5.0,7.0,7.0,9.0,15.0
4300.0,3900.0,2284.0,2095.0,104.0,0.106764009908422,0.0,5.092958178940651e-06,2.486795985810865e-06,1.909859317102744e-06,1.7683882565766148e-06,1.2732395447351628e-06,1.1140846016432675e-06,0.0,17.246289374,39.0747775465,60.3526132755,96.8713373531,156.9719162176,273.0701398167,0.0,-19.9999575,-43.99995557692308,-67.99995432692307,-107.99995250331565,-175.99995187831564,-303.99995029304614,0.0,4.0,5.0,6.0,8.0,9.0,14.0
4300.0,4300.0,2245.0,2238.0,49.0,0.0861544081212708,0.0,2.5464790894703256e-06,1.9894367886486917e-06,1.5915494309189535e-06,1.547339724504538e-06,1.414710605261292e-06,1.0345071300973197e-06,0.0,17.2462985368,39.0747847452,60.3526205552,96.8713446516,156.9719227125,273.0701468639,0.0,-19.99996875,-43.9999640491453,-67.9999624866453,-107.99996084332633,-175.99995916811267,-303.99995815634566,0.0,2.0,4.0,5.0,7.0,10.0,13.0
4300.0,5500.0,2261.0,2873.0,74.0,0.0274931928346702,0.0,1.2732395447351628e-06,9.947183943243459e-07,1.2732395447351628e-06,1.1052426603603843e-06,9.902974236829044e-07,7.957747154594768e-07,0.0,17.2463162145,39.074804387,60.352638855,96.8713638117,156.9719421943,273.0701664016,0.0,-19.99999375,-43.99999182692308,-67.99998910633485,-107.99998837104073,-175.9999870009206,-303.9999860439217,0.0,1.0,2.0,4.0,5.0,7.0,10.0
4300.0,5900.0,2250.0,3061.0,28.0,0.0009096459055114,0.0,2.5464790894703256e-06,1.4920775914865188e-06,1.2732395447351628e-06,1.1052426603603843e-06,7.07355302630646e-07,7.957747154594768e-07,0.0,17.2463114711,39.0747984043,60.3526339303,96.871358808,156.9719382314,273.070161756,0.0,-19.99998875,-43.999985624999994,-67.99998423611112,-107.99998337404215,-175.99998337404216,-303.99998169806645,0.0,2.0,3.0,4.0,5.0,5.0,10.0
4500.0,1900.0,2387.0,1003.0,60.0,0.0540541967270559,0.0,2.5464790894703256e-06,9.947183943243459e-07,6.366197723675814e-07,1.326291192432461e-06,1.8391237868396796e-06,1.6711269024649012e-06,0.0,17.2463111471,39.0748012053,60.3526381202,96.871360322,156.9719360067,273.0701586719,0.0,-19.999989999999997,-43.99999,-67.99999,-107.99998621875,-175.99998209233092,-303.99997943501364,0.0,2.0,2.0,2.0,6.0,13.0,21.0
4500.0,2900.0,2341.0,1516.0,114.0,0.1237748270292734,0.0,1.2732395447351628e-06,9.947183943243459e-07,1.5915494309189535e-06,1.7683882565766148e-06,1.8391237868396796e-06,1.5119719593730057e-06,0.0,17.2463158905,39.0748037127,60.3526367918,96.8713602413,156.971937263,273.0701603571,0.0,-19.999995,-43.9999925,-67.99998839052287,-107.99998569369029,-175.99998299122296,-303.9999809973094,0.0,1.0,2.0,5.0,8.0,13.0,19.0
4700.0,3300.0,2538.0,1710.0,167.0,0.0374630245584343,0.0,3.819718634205488e-06,2.486795985810865e-06,1.909859317102744e-06,1.7683882565766148e-06,1.6976527263135503e-06,1.3528170162811104e-06,0.0,17.2463064036,39.0747914512,60.352627105,96.8713512694,156.9719285871,273.0701519017,0.0,-19.999985,-43.99997995192308,-67.99997848133485,-107.99997688397175,-175.9999744228643,-303.99997265351965,0.0,3.0,5.0,6.0,8.0,12.0,17.0
4700.0,6300.0,2366.0,3263.0,159.0,0.4197357183813375,0.0,1.2732395447351628e-06,1.4920775914865188e-06,1.2732395447351628e-06,8.841941282883074e-07,7.07355302630646e-07,9.54929658551372e-07,0.0,17.2463081339,39.074793103,60.352628832,96.871354502,156.9719333194,273.0701560263,0.0,-19.9999875,-43.999981597222224,-67.99998034722222,-107.99998034722222,-175.9999797374661,-303.9999772542872,0.0,1.0,3.0,4.0,4.0,5.0,12.0
4900.0,1700.0,2609.0,895.0,99.0,0.0503757983306988,0.0,2.5464790894703256e-06,9.947183943243459e-07,1.5915494309189535e-06,1.7683882565766148e-06,1.9805948473658087e-06,1.5915494309189535e-06,0.0,17.2463114711,39.0748015293,60.3526346836,96.8713578691,156.9719342726,273.070157652,0.0,-19.99998875,-43.99998875,-67.99998486111112,-107.99998234456699,-175.99997889209965,-303.999976962308,0.0,2.0,2.0,5.0,8.0,14.0,20.0
4900.0,2100.0,2590.0,1119.0,69.0,0.0716537711517908,0.0,2.5464790894703256e-06,9.947183943243459e-07,1.5915494309189535e-06,1.326291192432461e-06,1.9805948473658087e-06,1.8302818455567964e-06,0.0,17.2463114711,39.0748015293,60.3526349676,96.8713599243,156.9719352224,273.0701572587,0.0,-19.99998875,-43.99998875,-67.9999846875,-107.99998395220587,-175.99997936520543,-303.99997621572237,0.0,2.0,2.0,5.0,6.0,14.0,23.0
4900.0,6500.0,2641.0,3370.0,145.0,0.4239473046263582,0.0,1.2732395447351628e-06,4.973591971621729e-07,9.54929658551372e-07,1.1052426603603843e-06,1.2732395447351628e-06,9.54929658551372e-07,0.0,17.2463081339,39.0747981922,60.3526324571,96.8713564239,156.9719341197,273.0701581065,0.0,-19.9999875,-43.9999875,-67.99998464052288,-107.99998290522876,-175.9999807750645,-303.99997980343073,0.0,1.0,1.0,3.0,5.0,9.0,12.0
4900.0,7900.0,2497.0,4136.0,98.0,0.003765440558153,0.0,1.2732395447351628e-06,4.973591971621729e-07,6.366197723675814e-07,8.841941282883074e-07,7.07355302630646e-07,6.366197723675814e-07,0.0,17.2463029562,39.0747930145,60.3526287435,96.8713528322,156.9719318949,273.070155982,0.0,-19.999975,-43.999975,-67.99997375,-107.99997200721154,-175.99997149700746,-303.99997054479,0.0,1.0,1.0,2.0,4.0,5.0,8.0
5100.0,3500.0,2743.0,1831.0,229.0,0.3174259978863115,0.0,2.5464790894703256e-06,9.947183943243459e-07,2.228169203286535e-06,1.9894367886486917e-06,1.8391237868396796e-06,1.3528170162811104e-06,0.0,17.2463114711,39.0748015293,60.3526323987,96.8713565742,156.9719340792,273.0701577782,0.0,-19.99998875,-43.99998875,-67.99998151552288,-107.99997999897876,-175.99997791752455,-303.99997654502863,0.0,2.0,2.0,7.0,9.0,13.0,17.0
5100.0,7900.0,2673.0,4092.0,23.0,0.0083291903999763,0.0,1.2732395447351628e-06,9.947183943243459e-07,9.54929658551372e-07,8.841941282883074e-07,7.07355302630646e-07,6.366197723675814e-07,0.0,17.2463029562,39.0747911288,60.3526267826,96.8713514627,156.9719304861,273.0701545462,0.0,-19.999975,-43.99997307692308,-67.99997160633484,-107.99997060633484,-175.99997010633484,-303.99996916367127,0.0,1.0,2.0,3.0,4.0,5.0,8.0
5300.0,300.0,2800.0,182.0,8.0,0.0234766753800745,0.0,0.0,9.947183943243459e-07,9.54929658551372e-07,6.631455962162305e-07,5.658842421045168e-07,9.54929658551372e-07,0.0,17.2463206339,39.0748064919,60.3526421457,96.8713678158,156.9719468269,273.0701693309,0.0,-20.0,-43.999994722222226,-67.99999325163398,-107.99999325163398,-175.99999277993587,-303.9999901787331,0.0,0.0,2.0,3.0,3.0,4.0,12.0
5300.0,900.0,2751.0,476.0,118.0,0.2318335298847278,0.0,2.5464790894703256e-06,1.4920775914865188e-06,1.2732395447351628e-06,1.1052426603603843e-06,1.414710605261292e-06,1.1936620731892152e-06,0.0,17.2462904562,39.0747785503,60.3526142793,96.8713391681,156.9719160551,273.0701395184,0.0,-19.999962500000002,-43.99995972222222,-67.99995847222222,-107.99995769097222,-175.99995485951803,-303.99995314933074,0.0,2.0,3.0,4.0,5.0,10.0,15.0
5500.0,900.0,2928.0,470.0,109.0,0.3420347622561347,0.0,2.5464790894703256e-06,1.4920775914865188e-06,9.54929658551372e-07,1.1052426603603843e-06,1.2732395447351628e-06,1.1936620731892152e-06,0.0,17.2462852786,39.0747731008,60.3526100156,96.8713337058,156.9719109933,273.0701342187,0.0,-19.99995,-43.9999475,-67.99994749999999,-107.9999455,-175.99994314376877,-303.99994109061083,0.0,2.0,3.0,3.0,5.0,9.0,15.0
5500.0,1100.0,2920.0,634.0,157.0,0.1184815736367084,0.0,2.5464790894703256e-06,9.947183943243459e-07,1.5915494309189535e-06,1.547339724504538e-06,1.414710605261292e-06,1.1936620731892152e-06,0.0,17.2462904562,39.0747805145,60.3526133906,96.8713375472,156.9719154148,273.0701389091,0.0,-19.9999625,-43.999962499999995,-67.99995825163398,-107.9999565548014,-175.99995476936962,-303.99995296654305,0.0,2.0,2.0,5.0,7.0,10.0,15.0
5500.0,3500.0,2876.0,1841.0,60.0,0.0649263736576153,0.0,2.5464790894703256e-06,9.947183943243459e-07,9.54929658551372e-07,1.547339724504538e-06,1.6976527263135503e-06,1.5915494309189535e-06,0.0,17.2463117951,39.0748018533,60.3526375072,96.8713601581,156.9719371102,273.0701596643,0.0,-19.999987500000003,-43.9999875,-67.99998602941176,-107.9999827352161,-175.99997975932678,-303.9999771473787,0.0,2.0,2.0,3.0,7.0,12.0,20.0
5700.0,2100.0,2964.0,1094.0,137.0,0.1745904847379878,0.0,1.2732395447351628e-06,1.4920775914865188e-06,1.5915494309189535e-06,1.326291192432461e-06,1.8391237868396796e-06,1.7507043740108488e-06,0.0,17.2463162145,39.0748000228,60.3526346469,96.8713595169,156.9719354042,273.0701573747,0.0,-19.99999375,-43.9999875,-67.9999846875,-107.99998372596154,-175.99997965908486,-303.9999764704607,0.0,1.0,3.0,5.0,6.0,13.0,22.0
