400_density,400_grad,800_density,800_grad,seeds,cx,cy
17684.051241825215,165.1532016184255,20044.236311371482,72.69093474083014,7,1875,3675
8892.83535797225,20.839314554941257,7625.0682527852005,31.193656603317066,7,2075,1275
20140.528153784922,199.63723304533264,21384.777627072082,49.086528311804166,7,2075,3875
18396.47138668068,229.53458734592323,20300.537235886986,67.0813731718684,7,2275,3275
23282.49612149862,177.77222069848804,22144.596386807665,26.95581654172449,7,2275,3875
11895.575202409975,64.67521875327297,15942.762038548462,14.989674132223639,7,2275,5475
8457.685995511856,29.5423293597591,12122.517244550185,51.58428249561322,7,2275,7275
6331.5005533386075,64.16152374109154,8621.423292668405,27.274686037607108,7,2475,1675
24047.89897572209,166.92520172784359,21598.98018936538,46.87555245057572,7,2475,3475
26235.03030094884,48.80408079986028,22290.200566617194,19.994987522401395,7,2475,3675
11107.373718947343,86.48844933839408,15517.85965192577,23.29148859000299,7,2475,5475
10792.6009255183,76.98750944359888,15973.43966919777,20.818237261320007,7,2475,5875
21769.611700873018,220.03804620468185,20846.800847587412,61.37073050855487,7,2675,3475
22414.67490448558,190.65035610735586,21528.648765621576,41.84342201812438,7,2675,3875
12639.372516030564,219.2945249762781,19486.495618552726,64.50992747690245,7,2675,4275
7374.642620740138,37.14543950883661,12442.914522080788,41.08487315705243,7,2675,7275
18933.000731415785,235.9861092455222,20341.334425037792,59.68668302372454,7,2875,3675
7674.191425506655,30.725743096155057,14893.556879408401,10.685223013325865,7,3075,6275
9291.16723745526,136.2144109378398,10938.993954709165,58.59480808606073,7,3275,8475
6975.333346433853,54.22712044686435,13517.675933381377,26.839075769836207,7,3475,5875
8779.42769174634,62.34703612873771,14727.461004866285,24.888269203709616,7,3475,7075
5662.476730234805,46.10411277588824,6823.381752199925,29.819690670578606,7,3675,1475
8204.882550277383,44.53762398431633,14957.264789128876,34.634610581742486,7,3675,4075
10274.027055048347,25.63594400501435,15347.866732160102,13.727446130785951,7,3675,6875
15022.48421759132,47.583480571286636,12370.383923346582,47.90813110105785,7,3675,8675
13631.497671683728,118.10470093431394,11256.055905686504,57.10567477439289,7,3675,8875
13347.86089837273,117.25805524329444,13776.818396515022,33.98323754482171,7,3875,8475
5445.380814575751,25.137806335110827,10019.660264604807,32.10325584105234,7,4075,2275
9599.73859253654,29.617017733046442,13531.51652809662,20.406395025230182,7,4075,4275
8821.308127668804,49.18000272557241,12546.541055752705,23.051019823176837,7,4075,4675
10320.986212663092,26.15481084667335,14719.528042894146,29.192916083958615,7,4075,6475
11842.467496596928,132.95669620450198,11701.668246570674,58.71704616803406,7,4075,8875
5965.858986215371,44.30837954668026,7243.638268025735,41.67587985080047,7,4275,1475
7704.074617871123,28.98316784983268,13384.199697425856,10.83587841919619,7,4275,3475
7546.932552948929,72.05648209184943,12781.82027892873,35.82677521092023,7,4275,6075
8477.574465676362,39.15945066501651,12979.17829732357,16.379180646596325,7,4475,3075
6242.479146158703,47.566837219405606,11343.068354289479,14.296026882322412,7,4475,5075
9950.430566417555,62.208449310879274,15354.70428419296,31.096683291537108,7,4475,6875
12915.903185278683,102.35892084600798,16380.177162570493,4.628223991348584,7,4475,7475
14583.524756293657,36.221629082246686,16140.516001145636,15.359760046468038,7,4675,7475
6641.761549226516,55.72073579924795,12923.040608575824,56.64998216521072,7,4675,8475
13494.048976464645,85.48411431891245,15583.735929163686,24.484354713280794,7,4875,7675
7872.020680425009,86.63343106571826,10021.182020058284,44.728358512851386,7,5075,2075
9399.398556337404,69.97432765583333,12859.5329742322,17.98091511485584,7,5075,3075
6558.856559610727,38.109417071918415,12913.745809452448,6.054289752271153,7,5075,4075
12074.920301238299,110.66865712102913,14975.490450717341,29.9935700114091,7,5075,7475
11016.189821278225,55.44915430751501,11227.100395426889,35.38970059190397,7,5275,2475
11184.352132112686,53.23120217583738,11755.544339634085,31.4723544421289,7,5275,2675
5353.133771181451,33.0480229698092,12173.090565175347,29.157521763698913,7,5475,5275
9105.156844920051,46.568169879464755,12673.204222928069,15.179712412036894,7,5675,4075
9805.586011034362,14.7178346373182,13083.202543807995,17.492761358738562,7,5875,4275
6133.304453323931,62.67986944930667,11368.938139216474,6.944549410182615,7,5875,6475
7502.882287141837,46.81200596424616,12502.817080205821,12.914275015798786,7,5875,7675
7554.245636977266,36.035014646724136,11958.106203605737,24.348333075635633,7,5875,8075
4678.142035003436,28.05534293171572,7685.453518694907,54.14200843968727,7,5875,8875
10063.488924275634,65.85895618586679,12846.38913735726,24.948180967971094,7,6075,5875
9356.659734207682,12.188535314267662,14000.462805716883,12.988216179401572,7,6275,4675
10988.417733477661,40.228976335924614,14135.382143170553,12.348017247870239,7,6475,5275
11541.000174309065,27.997621537768033,13898.640553732464,16.301723547258444,7,6475,5475
8930.127162147845,93.58224276557962,12452.726437585097,22.750981665529974,7,6475,6075
8301.349625464281,82.64926443769541,8260.727837709597,57.19736833094729,7,6675,1075
6896.285054492396,54.29217767249021,12840.137443970309,18.18476677197176,7,6675,4275
9951.96597075833,33.218181746028655,10227.774808564973,53.96459169176672,7,6875,1275
7294.831505562597,96.62562294907627,12496.467438834323,52.17407312009929,7,6875,2275
7294.720450322496,76.9605157969922,13251.43622179676,27.13614221750235,7,6875,7475
8933.79868237602,65.01645110955863,13200.847248275135,26.946280022577657,7,6875,8075
6892.949479471748,67.33565461363695,12555.606787546609,29.599379958694144,7,7075,3475
6762.4755229924895,70.26311876163092,8615.408311802177,63.52303552196897,7,7075,8875
8995.946278100831,54.99778415780144,11324.709902140858,52.843673576631126,7,7275,1275
5722.064868667151,37.352520860290106,11345.959832395074,37.12213872260116,7,7275,5275
9209.73757946318,49.23281070784635,11501.49751451163,56.43120622100162,7,7275,8475
12698.804678154753,59.215282703109956,15119.333238602803,21.73014426682351,7,7475,2075
12143.072567722498,75.8145069956096,15521.420722605864,21.33321644214038,7,7475,2475
11392.079956013356,47.83407579954254,14622.193309004206,6.045894066895433,7,7475,7675
13070.178307535387,42.52640082071709,15601.757313072003,14.358161642681129,7,7675,2275
10007.451898824793,17.92509737713059,14493.221574852509,24.628408429425313,7,7675,3275
9164.789656977346,45.967316168901945,13200.27025997068,27.50781591703365,7,7675,3675
8977.86471008112,61.171487439065636,12205.57225318703,32.0919793595987,7,7675,6675
11693.138481766027,33.22052506676853,14058.755625928108,30.99967059631388,7,7675,7875
6763.937425023545,40.18452117071839,9546.578120472732,41.23579850499095,7,7875,4675
8564.24759012253,66.68179620150626,11164.174082308718,36.758773739542264,7,7875,6475
5159.232254520713,41.463238702371626,7827.808727450089,67.97340191254378,7,8075,1075
8191.672020789466,88.9275974122435,12778.088735384099,63.54217306212879,7,8075,1875
7136.391684050627,42.85222447894159,9737.34777189628,49.568035113602505,7,8075,4275
9353.216825860603,20.491310767808933,13074.117651909504,35.11053039938533,7,8075,7075
9347.521905981148,78.51157084882222,12627.55381451972,53.068837748739156,7,8075,7875
10661.86422688544,49.53444960581853,13233.686513714514,55.53456691782262,7,8275,3075
11022.888943658485,37.341353214443146,12129.137554142395,66.26992124378911,7,8475,2875
8971.65119580992,93.89857966525182,10415.795351603485,74.0143579960756,7,8675,2675
4203.665288439075,14.828656632076255,5917.617021470359,43.607475395479014,7,8675,5875
7949.181630013425,54.845143129838654,10019.828381168887,59.371414471308306,7,8675,7275
6841.091953037683,67.20022947076683,8083.9304237862625,63.49772449698686,7,8875,7675
8083.516131562809,67.38363046176475,9631.133530243693,62.76386184670788,8,1075,2075
5644.034359590409,55.60314509835577,7374.920205460969,49.35235245096017,8,1075,7075
8125.439566517996,78.14011155754795,9397.235051268775,63.48084012336892,8,1275,1675
7670.68115368343,59.48550984809397,10698.622748358466,62.477637463146344,8,1275,2675
5288.709375117759,41.65234283506974,7893.6661418451295,55.06568032707243,8,1275,5875
6755.6282784482655,60.18515890184671,8681.917513774884,54.653747253968156,8,1475,4675
8438.904058397276,47.74241886070142,9952.984942657718,48.82544355431606,8,1475,7675
6944.7365158804505,68.86356479584778,11658.7176493424,52.06381038527492,8,1675,3075
7147.768605917686,55.41135678418771,9744.398713020062,50.53269293984062,8,1675,4275
8379.673989446757,49.87954489661427,10923.102498460472,39.221566397963635,8,1675,7475
10941.01315902109,32.787338731324965,12705.825720220688,46.76669067008421,8,1875,1875
7485.517734361189,43.96838398102825,11888.087179243012,47.70242225584107,8,1875,6075
9803.583293444788,108.56524000483387,11748.827437745953,73.52004694319706,8,1875,8675
8881.863112185109,91.86514742777146,11541.026505696746,58.680116171579705,8,2075,1675
11219.734340342851,25.163987178536708,14545.879848133372,8.870675593853854,8,2075,2475
9295.490584065463,81.24146661640538,14058.304257331016,53.12153818317037,8,2075,8275
10811.68711775442,35.538885407920546,14608.673854680761,4.466807015285584,8,2275,2475
7382.606982391379,24.22053894739057,13481.20055887893,39.590024066180455,8,2275,4675
12841.61826777364,83.3940734037936,13598.526117814226,72.13227588773927,8,2275,8875
8151.920105171966,62.607610896407095,14757.684839155627,27.304052771495396,8,2475,5475
11247.968903193583,36.97690162286755,14670.5090106301,23.880200162921184,8,2475,6075
13794.071904126311,67.30350627400269,14644.299166995308,67.51467206101105,8,2475,8875
8290.36776815813,50.218350065184126,14300.394896119833,25.65563345904828,8,2675,4075
11398.086695133034,35.032491595327265,14825.663127193526,15.774780837272635,8,2675,6275
6319.21687769476,58.59424492867877,13645.476705510007,11.087664718597493,8,2675,7075
9690.252209463633,20.270790393848188,13707.74620387088,16.666006929268534,8,2875,2875
7388.426366817329,18.788175455665147,13773.18264917692,7.036717193579764,8,2875,3475
14679.663451133945,101.66509696303761,15692.393783068976,64.96344544940783,8,2875,8875
8607.475568031077,62.592570335686695,13183.033383480428,22.8319328344926,8,3075,2675
11177.214287645915,38.410973732831856,15683.026992019635,10.644960620315906,8,3075,4475
8306.22283693532,54.8065074139172,15279.940249276911,14.360012882528027,8,3075,5675
16670.7746651446,53.55628963425079,17041.755598480537,42.9061970898378,8,3075,8675
6636.643510526626,48.33305486420633,11578.018758162265,23.444126513283948,8,3275,1675
11821.48055847982,35.03659963369882,15766.344788842169,9.233523142362955,8,3275,4675
9995.204905953644,65.09662690140566,13996.226184660944,20.758378025739553,8,3275,6475
9518.243737738769,72.17934320668695,13776.926772088882,16.562606599430392,8,3275,6675
10424.159888541062,137.7043928735953,16433.146887584247,36.699269800386446,8,3275,7875
16273.373517630831,77.25020742426368,17670.479134464582,14.033927180544323,8,3275,8275
15967.810587726774,110.8602346379158,16729.440291007766,49.838916885656204,8,3275,8675
7159.957004283981,76.57315403880204,9634.471040177737,52.8582699250719,8,3475,1075
15504.532452103962,85.47996518627679,17260.296830487554,22.113405744268366,8,3475,8275
9636.222273781634,54.462326754637786,14593.094985373004,26.8816519354411,8,3675,4275
10481.545046348927,58.215413856922204,14188.082782978563,38.977352290756464,8,3675,5075
5881.761377358351,45.54771243026333,11500.368001241957,18.930153903932165,8,3875,2075
9230.65592512789,86.00015093361965,13204.891964320508,44.31060176452514,8,3875,5075
11765.384615247007,57.96104669283426,11562.228860175414,21.15744257689301,8,4075,1275
8040.2759360997425,16.851298569864877,12591.812588393417,29.55746012739844,8,4075,3875
10178.491123508933,41.66902331568183,15075.4917447977,34.71976169033885,8,4075,8275
12453.2864760801,52.0680482533643,10665.730495687381,37.375945393240436,8,4275,1075
6030.535069676454,36.877239278100845,10633.740997158886,25.1206946634361,8,4275,3275
7834.723632939615,80.96087990660791,12443.233704483075,64.31527432519971,8,4275,8675
12012.8683332328,67.52129475734196,10175.609102172595,41.33134295789396,8,4475,1075
8324.131576351712,110.88841075687077,11866.863181957096,26.12839109160941,8,4475,6275
6707.95431755321,36.11117847149357,14100.188003486655,9.917766298311559,8,4475,7675
6020.055748283129,39.96577593805111,11304.71709727751,11.231063716119257,8,4675,4075
7874.53616636227,105.57776569422121,9086.678335984076,41.4936174569033,8,4875,1275
4677.243697851289,15.096866136545321,8821.586096244086,8.772781824205676,8,4875,2675
12953.27974652205,94.11699997864852,12314.685872852615,29.401344275384396,8,4875,6475
14313.427568612544,36.84228381101742,12915.60182017358,22.18813951744287,8,4875,6675
7768.22229275175,16.4921744751505,12673.519266484367,31.21159272020928,8,4875,8275
