density200,grad200,density400,grad400,density600,grad600,density800,grad800,seeds,cx,cy,dipole
8656.933029799984,112.21882545560884,7597.341243790794,70.00796776178731,7041.79775443433,44.19752025641556,7265.1717553230255,42.11488834943263,3.0,100.0,1700.0,0.009338995086129
8656.933029799984,112.21882545560904,7611.521379238218,67.57984898257003,7140.335793817857,37.31678815400778,7536.277454599298,38.26842594443899,3.0,100.0,2100.0,0.0309792804252122
7391.419335517941,80.10774429573544,4215.056702249054,13.497683746288734,4638.139568468651,35.61309545961378,6278.532302884213,46.01026683715168,3.0,100.0,3300.0,0.0550787062151066
7590.690017957961,75.73990344500339,6942.516611012008,95.25534966940609,7384.879493346098,74.44879525356365,8365.924465505526,67.54857463828412,3.0,300.0,5300.0,0.0234766753800745
7582.769375980072,76.4609202352104,5505.440376953872,46.367691253793154,5126.985999641094,42.22902042431933,5316.481194583512,40.38219347260727,3.0,500.0,7900.0,0.0
7563.280454795872,74.6160038519902,7232.874520101251,43.7581833993418,8506.088442521788,11.744979083331256,9879.146879970323,24.519404499849507,3.0,700.0,1900.0,0.0173278522156909
15163.875887687896,313.5801622299857,12394.230986371793,62.78068023076456,12026.789738484944,43.78951612048425,13111.85867305702,53.73758324827534,3.0,900.0,5300.0,0.2318335298847278
16835.058735209725,258.860067552365,12592.364870293975,51.01171929323274,11980.569626183398,45.60846210758076,12981.644707480727,55.12411767306054,3.0,900.0,5500.0,0.3420347622561347
7607.054821260145,74.73905004312624,7155.822889793662,25.69820138048862,7847.978743896837,37.05754548513642,8210.676568431414,40.85255669736235,3.0,900.0,7500.0,0.0688327068076952
16778.03450077408,263.4787873224128,12036.61467306644,63.483800689427866,11034.385460218133,35.35627187397511,11892.738426101643,29.57469834936904,3.0,1100.0,3700.0,0.40687108849107
15044.886027497634,319.9557631421197,11337.436250315102,88.12247179680699,10940.8776690764,39.314841075213565,12168.505492830123,32.467662608699484,3.0,1100.0,3900.0,0.3832405460355815
15049.463753232909,319.715739532661,12234.544297009365,59.08471990841834,12821.685000948684,30.16627248616098,14211.852818056945,45.20776304018848,3.0,1100.0,5500.0,0.1184815736367084
8580.683136751268,112.28657114783206,6597.693323099682,59.53491154357851,6059.992799709625,47.8671609091863,6561.869010349595,48.170230773405066,3.0,1300.0,500.0,0.0182612163759984
8701.016180003162,101.97811356667243,7904.712343020474,14.222582541620753,8053.100894374519,32.98556850918001,8805.702699223639,42.42760626546821,3.0,1300.0,900.0,0.090740943015209
7533.072745884273,75.83973095169719,7008.255384246219,18.391343391054196,9315.319034707498,11.684377056306042,10965.993320388105,20.221938638579104,3.0,1300.0,1500.0,0.1426360956538981
15234.27703402583,302.5949668950248,12407.679804120906,35.9560748703831,11541.342878180789,11.21282568711928,12379.084652282983,19.17421672836193,3.0,1300.0,3700.0,0.0200793879690954
8165.731119920466,89.65120257542829,7734.707647911061,55.07978124276567,9631.912744365074,32.4662970242654,11905.026537397049,38.963934977539466,3.0,1300.0,6700.0,0.0650219503671752
8917.951686735894,63.68926684476758,9321.378261704896,22.32188883382737,10049.163522564437,11.054434928074992,11413.5279149055,31.959275138567097,3.0,1500.0,7100.0,0.0068754930743843
7588.0022718185555,73.88749236676966,6743.126601028453,15.445962316077516,8452.893428418294,7.807392446458115,10796.237065848532,12.015539426834149,3.0,1700.0,2700.0,0.0708964355434111
7724.422786346405,71.18830400983983,8097.502922260895,68.59622854829162,9484.527159866162,47.30482915662643,11249.505195886002,25.496090103640853,3.0,1700.0,3300.0,0.1323965939683734
9337.664110354044,139.2921539220285,10121.062997012994,44.500590571220144,12919.038311028373,23.85394012219863,15820.70675357408,21.77753090956078,3.0,1700.0,4900.0,0.0503757983306988
7609.085343640894,74.75441113654797,8127.905299682535,38.42075685607239,11883.976259529842,32.61127844210562,14957.575884261609,29.700350511336943,3.0,1700.0,6100.0,0.1805990186999867
8149.928956636249,91.10904410754658,7220.234153154508,72.15852146684989,8443.746111542998,47.91401126630857,9870.68974443347,44.37885408373192,3.0,1700.0,7500.0,0.0344847687411101
7492.359812922149,76.14221246033821,7309.660825357384,25.92686551397048,9606.35194251248,22.799295087278622,11381.277740172744,14.054178452399816,3.0,1900.0,2100.0,0.0098669096194735
8898.730896340285,125.93449754358278,9063.059035901671,73.26070781023738,11426.150722802136,35.94105769936296,14701.495036039863,30.55411330923172,3.0,1900.0,4500.0,0.0540541967270559
9339.875228971225,139.0931287384779,10020.474466109956,52.37181225134616,12666.04084048308,26.301887477145037,16130.142632368194,22.21521129281837,3.0,2100.0,4900.0,0.0716537711517908
8968.307329775109,109.24109890948644,10606.285553962512,35.52538613959493,13281.931140711886,14.904749607260133,16397.701881405894,15.600341832929386,3.0,2100.0,5700.0,0.1745904847379878
8165.048648818816,92.56650929271424,7608.11000203135,79.6986787295305,9002.191898968975,46.38001217699919,10299.078469187323,31.976543802857435,3.0,2300.0,1300.0,0.0220724640624125
11132.179082441386,125.25243442537185,10152.005069223404,21.61936627691689,9914.455755107288,22.685093315297333,10673.216438328753,19.890694991985715,3.0,2500.0,1700.0,0.053168616223232
9771.314314296627,130.51170594473078,10071.002171383923,61.11275467564468,12754.654304362492,18.0238695570839,16357.16024688282,19.44878513884576,3.0,2500.0,5700.0,0.0017038794197236
8776.274818211328,121.68903245628827,9020.873156077378,78.38198979098098,11629.658576225956,32.72694557507024,15174.50335337643,27.32075162454909,3.0,2500.0,6100.0,0.1371202952048964
10381.283753670794,176.58602856785302,8511.413388115006,80.8254892830978,8859.148782532167,43.59064199178519,9976.437840557026,26.73887631013299,3.0,2700.0,1900.0,0.1085284591888843
12077.7327806408,199.6338787483323,8492.720920089145,41.173039788243074,9484.057144152091,10.710482370858236,11528.954115710743,33.10141323157981,3.0,2700.0,7100.0,0.2296194498755927
8226.583988760382,94.32161808640704,9107.518466115333,102.54592160209748,12698.30818936807,76.59707546654445,15932.761290264612,52.04442146589398,3.0,2900.0,4500.0,0.1237748270292734
12081.974421638735,199.045154352516,8752.774632377248,26.781330551547764,9463.043481497543,10.082221405354844,11245.462713105717,33.5036858604219,3.0,2900.0,7100.0,0.0229186849693694
7398.417776993351,79.57223392174181,5228.280483769122,48.21824266743201,5989.626765518358,54.41387208905772,7050.375963571671,51.55224803106096,3.0,2900.0,7900.0,0.0630192739843438
9884.936315536654,58.51941127732003,14298.5079738188,91.54948619794855,16557.014520700683,52.37209359800101,17964.195172343552,23.23634217492477,3.0,3300.0,4700.0,0.0374630245584343
7395.660976515871,79.79065375201117,4517.581260931764,24.11541675517379,4041.625493794952,27.053218408777266,4503.695955539457,32.76824143613418,3.0,3500.0,300.0,0.0089384374793117
7395.663410624602,79.79028201270901,4844.499833495971,13.207655460168876,5970.5357489361,17.95956316866463,7467.277751923649,25.59860289378925,3.0,3500.0,1100.0,0.024736048344764
14105.99773703908,247.92368583182196,15212.65781383967,114.87579930325931,15967.426426638229,82.01974393562281,16608.854721986863,54.55138329243864,3.0,3500.0,4300.0,0.2918195576145913
10537.347414282907,79.56604354650214,13547.009844839611,51.17192667753421,16010.742627111687,47.3872153605619,17704.22794265043,29.972578473166926,3.0,3500.0,5100.0,0.3174259978863115
9963.984724586133,69.46780522961375,11336.47238613095,54.66915026457357,13436.633427836636,55.50547281694752,15957.045498874037,48.94646952486639,3.0,3500.0,5500.0,0.0649263736576153
8604.96858203134,110.93881635549238,8512.843490321233,61.54485825197266,10958.89168514021,50.23356054777688,13926.634253965403,50.15264655173126,3.0,3500.0,5900.0,0.0226013200838996
17154.66694866581,129.7693343449476,16485.910459171213,68.99157750801749,16661.2487047251,61.71214113053789,16795.99935017824,46.237468856997566,3.0,3700.0,4300.0,0.373417639347363
7396.863882134827,79.67241034210394,5336.940468070051,35.13295689548762,6727.567507457355,40.68966900822221,8357.415530800696,38.99230770647879,3.0,3700.0,7300.0,0.0339515110711559
7582.838430318149,76.45337394059297,5794.130260733874,36.92874042677631,6298.968782851251,14.477349079390502,7705.680993037685,11.379462241708293,3.0,3900.0,2100.0,0.0137760157900353
15231.443591266854,164.151593992423,16475.50669334849,47.31223161179495,16527.557200001116,51.73628357605021,16575.537141946115,41.90550294073165,3.0,3900.0,4300.0,0.106764009908422
8800.371310836177,122.52012186736113,10956.441538801097,122.55305954813876,14161.658260106808,94.4232543608924,16101.021723294643,61.44443789802713,3.0,3900.0,5100.0,0.0
7413.468414837841,78.93531815716551,5487.0218749008045,28.38638988852301,7191.070513868986,37.87722553820882,9874.179091653874,40.3273868981915,3.0,3900.0,6500.0,0.0345083275334339
7582.769375980072,76.46092023521028,5565.857426758411,44.84151376415494,5558.781190370969,25.443392787994547,7333.318953744976,10.099121230080202,3.0,4300.0,2500.0,0.1485233954442891
12983.818075756966,222.20858724256937,12683.523794593046,97.77367335144456,13357.467196751202,71.20574618040423,14289.844318312904,51.17474045339878,3.0,4300.0,4100.0,0.0543351185957746
13408.929758375429,209.8829318886776,13168.023123825333,103.93895342828318,14141.77095210094,67.4507422805463,15034.509239378864,45.83894532057526,3.0,4300.0,4300.0,0.0861544081212708
7467.738282904736,77.64807706678236,5534.915085130041,29.4168417931167,6731.048779507899,26.06918103153457,8509.26114974695,27.13459506509149,3.0,4700.0,1500.0,0.0813348449030612
7506.39189492765,75.8168184901894,7017.218685138085,60.6157141372977,8918.774272338102,54.24014625334809,11093.418947700622,40.35638355829701,3.0,4900.0,3900.0,0.0879098644352503
7391.419335517941,80.10774429573544,4281.847921369956,12.897228189155738,4492.4234828202725,23.321943296849025,5446.866219002233,26.065648950472816,3.0,4900.0,7700.0,0.0503905569199507
7491.677341820499,76.22958637553744,6953.867877113724,54.26802354459465,8663.453562847613,65.149410915767,10065.715916529536,53.40598044436376,3.0,5300.0,1300.0,0.041019987365335
10359.23224024216,174.23762870613527,7220.620068765027,40.94779297480106,6389.275966488295,10.432215763707614,7083.950548543829,2.6730485168523863,3.0,5300.0,6700.0,0.0059912930139959
8603.414687172819,110.72357365179693,8182.753393421345,57.14655334928339,9393.580231001864,22.08408126299694,10796.564453017378,4.2763200129867815,3.0,5500.0,4300.0,0.0274931928346702
10359.23224024216,174.23762870613544,7239.71515532612,40.24431465259728,6267.672039780034,16.117755892835763,7046.510216796035,6.48910415588599,3.0,5500.0,6500.0,0.0740381288603715
15835.848585706986,197.8072864170101,14795.28723559545,90.84886759048862,14356.220334296251,47.5142812085293,14063.651103763055,28.66688612869204,3.0,5900.0,1700.0,0.425881067275991
14115.467039025338,264.2980859060182,14573.587015297326,120.63747105518858,14429.41287807382,56.032766023541726,14202.220757187146,27.285376625923657,3.0,5900.0,1900.0,0.2108352220628842
9527.57772016607,64.61669372972275,10570.98521340339,39.484804678187686,10383.887206422707,18.872212592193577,10759.374252100928,6.874882404423706,3.0,5900.0,4300.0,0.0009096459055114
7391.419335517941,80.10774429573544,4143.011323501894,12.753924949440307,3899.876574053106,19.815621122104066,4895.094960629912,25.459333172584277,3.0,5900.0,7900.0,0.0844618984369492
11889.134808701168,255.5794808497003,13200.186813378725,132.46958586347756,13674.059377802772,66.35114317053382,13658.319205338794,40.82043010632433,3.0,6100.0,1500.0,0.0774067170067758
13176.682573866488,94.74907948706394,15702.956227976543,71.74849064490395,15285.238799197692,24.97992565508367,14622.7921830642,12.318382672003766,3.0,6300.0,1900.0,0.0619217587695564
9038.967201089436,99.43107562753508,11000.248988410744,116.38929247065396,12022.377424169845,82.67187795252465,12582.955466247951,47.632741207575,3.0,6300.0,2500.0,0.1293440827545937
8270.713380067375,92.23114061888388,8426.218241688906,101.29377362768264,8962.439729681344,58.36773545478688,9862.150917568557,29.1731760301092,3.0,6300.0,4100.0,0.0579164411234866
10671.597795057836,147.76411311915325,10233.3153614899,47.32588048715392,10029.858572833502,26.10781616420445,10645.199312473467,5.33591135224931,3.0,6300.0,4700.0,0.4197357183813375
7392.10180661959,80.04442753246506,4465.326527080969,24.731252234000717,5429.219547762745,54.70553873399869,7346.437231287332,60.78860847896621,3.0,6500.0,700.0,0.0287063070485297
11308.281842717242,163.55544091356757,13723.181315125665,93.40468272546298,14299.150819500675,49.99234581476246,13923.169515046244,33.14357224719634,3.0,6500.0,2100.0,0.0454328584210796
10363.948074653585,174.81476445265557,8291.891015249914,71.64362490684222,9148.189510950093,25.195264156667854,10545.681259080277,4.040451006771216,3.0,6500.0,4900.0,0.4239473046263582
7393.378369451882,79.966582079185,4720.285474661349,17.64919157898708,6107.852392520435,23.540342125572224,8592.455257621574,25.074969109762176,3.0,6500.0,6300.0,0.0918939895062628
