density_200,density_400,density_600,density_800,grad_200,grad_400,grad_600,grad_800,dipole
13720.820816163134,13131.85333487996,11043.89287759443,9720.272776999273,250.35687844784007,119.95550843308312,53.93892092999826,35.411940532512354,0.5784683968512235
12101.953907987981,8953.544179330307,8524.460967455045,8604.771260322146,196.88645201415858,35.40681283966221,50.112603455944864,46.55250011219363,0.0083291903999763
12059.56592784712,8048.818274975835,7495.092303439484,7846.6684294260485,200.54534804113266,62.33182487872514,56.65108775052947,49.916711306965766,0.003765440558153
12079.837950143727,7479.385440794193,5671.408318242288,5474.565400993601,199.38539260421103,37.147359069390205,12.300670550156728,24.999359475805864,0.0573366733411
12058.881918681935,7463.309554514126,5529.733624960585,5147.816193151434,200.46314830203045,38.40352172609919,18.35982906901644,25.28525763296518,0.0140576964341433
14594.802323454853,13743.985440391049,11243.190739859496,9711.247873083536,129.6932667206073,86.03748860341976,43.74175009397433,32.49760446168542,0.0420429452535654
14583.097653628844,13747.607830060126,11557.730938242576,10511.196685358573,130.15031943225986,85.42517564803269,30.841017919499247,15.060155681376374,0.1993301927945656
10447.944916781084,8970.977388011683,9360.268759686212,10202.451322399364,180.84810982404016,89.52163703324298,47.48997718652517,30.92513644403211,0.0537894169420832
10627.55518325667,10268.475322256092,9549.196492721529,8800.49094778136,200.04825307654625,136.7122912497839,73.45237128346103,44.434678757626244,0.1793861688164947
10611.446549308374,10339.223560070099,10435.477791117777,10631.48342199723,200.36969333312507,132.35080593778048,48.9024626885627,5.710089920657078,0.041058171335403
11556.903348297714,10729.931159020887,10503.36729461406,10906.806565932528,127.36659550612553,18.191075445710077,16.792823973363227,16.175634509162563,0.2220687181880588
7393.446314801473,5286.658453706612,6914.019771506771,8644.065291006125,80.1077384519677,51.97205520678835,71.49984897729622,63.967880522069954,0.0446425770135257
8649.48493005825,8465.056994147122,9754.953982392462,11012.589868068942,118.86610981810784,74.06228540964005,33.099232492733,11.894009398904334,0.2582024972793815
8226.127838606497,8185.617735994415,9327.950250613949,10426.628418596623,93.29570509044689,101.38949844275928,82.19692371005101,57.42093615691583,0.0156498151385452
7389.141299057953,4720.124922235328,6107.641397724496,8591.755884932298,80.43188662773777,17.639997529966124,23.521642248188297,25.071188661199763,0.0918939895062628
10372.933390970837,8297.229837766197,9150.005478589961,10545.670141284856,174.46966089355752,71.61969968290563,25.22692321450646,4.056833919132031,0.4239473046263582
11316.855172334072,13728.424879098318,14302.487306804973,13925.633481811848,163.19677015728,93.38105394413094,49.9369650999092,33.09360471676655,0.0454328584210796
7387.8560726124915,4464.150907701694,5426.706599716902,7343.24668905308,80.5109822225546,24.778016689845664,54.7052919407127,60.78966622377381,0.0287063070485297
10656.994729856244,10235.764679833881,10031.559949031014,10645.416192833864,148.20371520282944,47.31065403797691,26.095469333948472,5.348324023374353,0.4197357183813375
8268.12335033413,8424.084587810177,8961.357813903922,9861.9310843865,92.42563626998813,101.29447031267532,58.36353714995111,29.163771439314754,0.0579164411234866
9033.770054765359,11003.514383638996,12026.236157088442,12585.829233068815,99.75551670926768,116.44056079219804,82.66743072701009,47.61834928003468,0.1293440827545937
13175.559535683193,15704.92085328019,15285.512602236196,14623.097300138823,95.23041593925828,71.67911738819375,24.95362715215933,12.296101311834803,0.0619217587695564
11879.008635413931,13192.908646357182,13669.734903890763,13655.37982591759,255.735695961572,132.49819032385474,66.39421201617054,40.86302706713682,0.0774067170067758
7387.1745184655565,4143.19352011291,3901.4914469924383,4896.61137588901,80.5742739990955,12.741641177086258,19.808855745731368,25.453198583636453,0.0844618984369492
9526.643858040521,10567.179986722736,10382.010035146923,10758.971411835157,64.85379365863346,39.61208465596905,18.93749000064698,6.895254300155338,0.0009096459055114
14117.070073200974,14569.072380425672,14426.677239995188,14200.664158663336,264.15063758555505,120.65920305581834,56.054656799702705,27.308197913216205,0.2108352220628842
15815.155298699996,14786.939920280938,14351.829385703675,14060.947544034128,199.02307846680773,91.01283141756659,47.589006998980196,28.719483892499827,0.425881067275991
10354.865649992094,7238.390481936321,6266.45354114602,7045.93706630148,174.38548871323349,40.30590446829491,16.17115534396193,6.502237562710424,0.0740381288603715
8594.644206266888,8179.734735173347,9392.392652822413,10796.659567519097,111.22773048955837,57.08705929957817,22.048788654719907,4.303711511341123,0.0274931928346702
10354.865649992094,7219.430995255222,6388.278974433094,7083.689702062582,174.3854887132334,40.99392132164682,10.48567296028364,2.6855034871166095,0.0059912930139959
7487.721494250698,6949.129704881847,8657.694410901982,10061.009603224918,76.66090831143256,54.29446795525663,65.14452435450161,53.4115641042549,0.041019987365335
7387.1745184655565,4281.179414544212,4492.920544511903,5448.255129342026,80.5742739990955,12.945279836070899,23.31095330139513,26.05766824982705,0.0503905569199507
7502.575426687748,7016.174745203702,8917.735175243897,11092.807510986328,76.22903394142145,60.72867738159095,54.30526508552923,40.38888472781864,0.0879098644352503
7463.298451984934,5532.810326479444,6728.775451300628,8506.902645658036,78.13419033028076,29.48389377651997,26.08460779858304,27.132529559340924,0.0813348449030612
13420.709211547508,13174.997093533577,14144.750885231257,15035.630946110374,208.90157871758643,103.76852943296356,67.41895361339796,45.83935690456533,0.0861544081212708
12970.24211273266,12682.391316428648,13356.937161077247,14289.195256012332,222.74046219079153,97.91202288192125,71.25574158254986,51.20104209750097,0.0543351185957746
7580.527547379921,5569.062301993021,5560.6013834812475,7333.648092831924,76.71350952971557,44.77379733720094,25.432755945377398,10.109928630451169,0.1485233954442891
7409.482007461492,5488.852466442909,7194.013888289937,9877.576368780705,79.3690899814148,28.329586560465156,37.88377026341808,40.34436542413073,0.0345083275334339
8802.713700894388,10966.05265231344,14169.574196326506,16106.128879123806,122.48978102450657,122.44766406522324,94.34550290760878,61.3846931033532,0.0
15236.28079840548,16473.93834304237,16525.524833236217,16573.975711131545,164.36498886720898,47.49006855678737,51.824387752911825,41.95078682073571,0.106764009908422
7577.169181137498,5790.67784653746,6298.853222617424,7706.289132326933,77.04540360256453,36.99136120095105,14.464430415198743,11.37264904454885,0.0137760157900353
7392.701475818079,5339.6233108008755,6730.978374645733,8360.746892616527,80.12817657483393,35.068807173678096,40.67853402910317,38.991290002866975,0.0339515110711559
17147.02550386442,16479.274951017793,16656.27480474099,16792.917495926733,130.6573407761867,69.36162373815792,61.86158958694446,46.30560282177037,0.373417639347363
8606.527688340811,8515.87644767824,10962.943033032474,13930.918262759422,110.94816995975677,61.56848252672634,50.22747748573609,50.14147592953735,0.0226013200838996
9961.195695286282,11338.025884068347,13440.681951507455,15961.081179673043,69.91456687057315,54.70862526241659,55.47278378361551,48.907355834061384,0.0649263736576153
10529.276935822762,13547.450674549982,16013.281290011268,17706.51062630522,80.05573494895319,51.294306743287116,47.344596802916215,29.89968453015359,0.3174259978863115
14084.333513330557,15201.794697053208,15960.032640044776,16604.481723424225,248.6104495436718,115.15106203168872,82.15061835217207,54.61902228822953,0.2918195576145913
7391.481989227323,4845.04689258383,5970.454648835358,7466.5681652801195,80.24881279229255,13.17572566268711,17.962568110766007,25.613061205292997,0.024736048344764
7391.387157038281,4515.722951730618,4040.000019280071,4502.031270583226,80.2606010643946,24.18959218721854,27.064389150731262,32.768427151643834,0.0089384374793117
