density200,grad200,density400,grad400,density600,grad600,density800,grad800,seeds,cx,cy
8603.414687172819,110.72357365179691,8182.753393421345,57.14655334928339,9393.580231001863,22.08408126299694,10796.564453017378,4.2763200129867815,3,5500,4300
10359.232240242161,174.23762870613544,7239.71515532612,40.244314652597275,6267.672039780034,16.117755892835763,7046.510216796035,6.48910415588599,3,5500,6500
15835.848585706986,197.8072864170101,14795.28723559545,90.84886759048862,14356.220334296253,47.514281208529304,14063.651103763055,28.66688612869204,3,5900,1700
14115.467039025338,264.2980859060182,14573.587015297326,120.63747105518858,14429.41287807382,56.032766023541726,14202.220757187146,27.285376625923657,3,5900,1900
9527.57772016607,64.61669372972275,10570.98521340339,39.484804678187686,10383.887206422709,18.872212592193577,10759.374252100928,6.874882404423706,3,5900,4300
7391.419335517941,80.10774429573544,4143.011323501894,12.753924949440309,3899.8765740531067,19.815621122104066,4895.094960629912,25.459333172584273,3,5900,7900
11889.134808701168,255.5794808497003,13200.186813378723,132.46958586347756,13674.059377802772,66.35114317053382,13658.319205338794,40.82043010632433,3,6100,1500
13176.682573866488,94.74907948706394,15702.956227976545,71.74849064490395,15285.238799197692,24.97992565508367,14622.7921830642,12.318382672003766,3,6300,1900
9038.967201089437,99.43107562753508,11000.248988410745,116.38929247065397,12022.377424169845,82.67187795252465,12582.955466247951,47.632741207575,3,6300,2500
8270.713380067375,92.23114061888388,8426.218241688906,101.29377362768263,8962.439729681344,58.36773545478688,9862.150917568557,29.1731760301092,3,6300,4100
10671.597795057836,147.76411311915325,10233.3153614899,47.32588048715392,10029.858572833502,26.107816164204454,10645.199312473469,5.33591135224931,3,6300,4700
7392.10180661959,80.04442753246506,4465.326527080969,24.731252234000713,5429.219547762745,54.70553873399869,7346.437231287332,60.78860847896621,3,6500,700
11308.281842717242,163.55544091356757,13723.181315125665,93.40468272546298,14299.150819500677,49.99234581476246,13923.169515046244,33.14357224719634,3,6500,2100
10363.948074653583,174.81476445265557,8291.891015249914,71.64362490684222,9148.189510950091,25.195264156667854,10545.681259080275,4.040451006771216,3,6500,4900
7393.378369451882,79.966582079185,4720.285474661349,17.64919157898708,6107.852392520435,23.540342125572224,8592.455257621574,25.074969109762176,3,6500,6300
8223.89867672971,93.40730054755886,8177.606337618334,101.41213218895213,9321.371474308824,82.2021232852909,10421.820097119027,57.43257955193739,3,6700,2700
8659.032606518811,118.36330066385939,8470.464184269651,74.02396460186817,9756.50968872269,33.084753193961,11012.933488468658,11.882905626217951,3,7100,5700
7397.620010449809,79.65043580119642,5284.609584446885,51.956942914667025,6909.586264165377,71.4861468562774,8639.498849296491,63.97231916819579,3,7300,2100
11568.539845757632,126.8095506681302,10730.58753995876,18.116229907184007,10502.395553989169,16.85970552101602,10905.825761318109,16.2100248532835,3,7500,5700
10631.073814750938,199.9021953241952,10351.06231232753,132.3109001516327,10439.87767874874,48.86955004382594,10632.026286530509,5.678258665350805,3,7500,7100
10631.073814750938,199.90219532419488,10266.556781906966,136.71070303727203,9547.300627018443,73.47512340385762,8798.511230837606,44.45543410217299,3,7500,7900
10438.169879430283,181.16100681918678,8964.007390808909,89.65872042180453,9356.412746402295,47.55180133737571,10200.313204424001,30.96039877362228,3,7700,5900
14592.558839248424,129.80775741931458,13753.273056000513,85.27813444993298,11559.282222063475,30.80560965054356,10510.383306784384,15.104095668097402,3,7700,7300
14592.558839248424,129.8077574193151,13739.735285369516,86.21437548587211,11240.692719876417,43.82925591395705,9708.980630036516,32.538718685201864,3,7700,7700
12075.045034501394,199.71973579863942,7466.418440651411,38.228675715853235,5530.457593920118,18.331753093176864,5147.793904918877,25.280567020261298,3,7900,700
12075.045034501394,199.71973579863956,7478.318286948705,37.244111293591885,5670.757305713518,12.351696860107024,5473.795168135991,25.004738719021265,3,7900,900
12075.729939711777,199.8025974111241,8052.553754268497,62.223622663476554,7496.539691855273,56.64152021554288,7846.696481657129,49.91676367432674,3,7900,4900
12097.163168159372,197.22251002843603,8953.503429401517,35.45705926669492,8524.497740483777,50.12237401118521,8604.10736815615,46.5587855983743,3,7900,5100
13709.745225890641,250.9957892255409,13125.8785173236,120.16583288257726,11040.901636186798,54.034185004540305,9717.689308529538,35.458798832788894,3,7900,7500
7563.280454795872,75.18806135371072,7109.0520640635195,94.88237560364041,7526.389223717059,67.53649424492137,7960.244531242995,48.9296338921739,3,100,1500
8701.016180003164,109.18190947837556,7918.221699459088,68.89514458130812,7900.676928610335,58.03303516637846,8558.88678462192,52.8285656318499,3,100,3300
8600.046904040497,112.67123956742643,7383.771029072472,71.28789923632198,7642.883553865694,59.259534287068696,8316.126227720988,55.10101499948432,3,100,3700
7467.669228566657,77.65647580748806,5336.052425593955,43.65799108892114,5498.5505159065115,46.15622743371333,6050.389663769965,44.345801492542044,4,500,100
7391.419335517941,80.10774429573544,4052.229848124042,11.1305521415527,3699.3193471023665,24.359820137324355,4598.695581042303,33.69591111570352,4,500,6300
12215.421882035436,211.52866744869053,10105.10949583465,72.5427358766512,10018.925341352187,21.698621894941965,10105.88807374196,15.636141939277998,4,700,1100
13340.55872878344,130.76004295880904,11265.05695954709,40.021564379330684,10322.109384552105,10.734218649637974,10287.370251751108,10.07591917807345,4,700,1300
8779.225106985821,122.88602013953837,9316.479876313611,88.15776574714468,9546.847808668334,32.49537083952336,10110.22042579291,12.853309258230128,4,700,1700
8361.018168355855,82.809680403549,9688.909849912308,29.100077775774295,10896.965909750821,29.0189582037577,11630.93238669033,27.632859959215857,4,700,3300
8146.966312579343,91.08037714921052,6797.067728913699,54.3772706708521,7657.859057210903,52.321498147392376,9276.612331702501,51.35681453086337,4,900,4500
7468.3516996683065,77.59203024177548,5773.773341513711,35.80352246422064,6679.472927522083,34.662636506138895,7705.5379461425155,36.647569421027626,4,1100,300
8901.960570796453,98.01210955626779,9338.077593715941,65.07684511212767,10399.436604017263,40.45710046946169,11744.075305733957,24.43612633923758,4,1100,3100
8221.937208687035,96.88604028528742,7615.350779089786,95.99971311404576,7425.937106020241,62.94320194616595,7538.92034365774,50.476365293614506,4,1100,7700
7396.066115591285,79.75247761738008,5095.537738525548,23.477352511086718,6756.22925091868,32.14491915398738,9422.215948698944,18.681667984165216,4,1300,2300
8974.840246604117,62.66304068249588,9839.702855643518,37.04043067104088,11179.212544650325,24.22581332234452,12634.229119132942,13.444248401343822,4,1300,3500
8147.692590676073,91.00412268760667,6719.487499863786,56.14907946500095,7450.688841124541,45.23130113082761,9525.997931085087,46.46895421554978,4,1300,4700
8154.644791047667,90.20912930911533,8255.823356914032,38.15100801942417,10858.175346851,13.383900261493498,12864.18495868815,8.894023909601522,4,1500,3900
7588.684742920204,75.79935974141078,7186.891529106951,76.8368127982089,8807.565140800109,43.99740351573449,9902.600688495035,32.21265896604665,4,1500,6900
12948.963586772017,150.57335917864899,11000.799477549674,26.540127353155366,9961.511988577256,28.17492852988864,9952.793557450694,36.02855506618029,4,1500,7500
7391.421769626673,80.10737395975355,4264.715740713904,12.87334626686512,4867.59965379739,17.01145406418054,7247.361658832873,15.211933470152877,4,1700,5900
12227.547254707575,206.86101969979785,10089.069982315683,71.03300986784657,10177.07138164157,24.243768344897948,10569.972965873809,31.439872173529402,4,1700,7500
7410.780668698437,79.15436409242474,5094.702916851806,29.98697170926073,6118.418520680019,39.43926498126339,8093.717338499154,45.925097163603596,4,2100,300
9094.182035015458,136.84095457851535,10588.745737203797,96.65931632401148,11982.234574256167,43.89632651552301,13614.970659967272,25.825653597740818,4,2300,3900
10484.940775772868,182.03244073587305,9469.663040775275,106.55272815098905,10160.844784075673,71.40356197020722,11852.9153142763,48.40510658682607,4,2500,1500
7412.7445708498435,79.01791200421548,5781.886197764126,51.97417978273688,8194.450082392452,56.10971565079708,10569.235507635842,34.50020973785825,4,2500,6700
7553.845262371883,74.66439435804934,7868.084103868602,44.55189578555979,10472.306487103051,58.23024209632861,12610.52895691441,57.35741327596279,4,2700,700
11252.514559802014,146.06921560212098,11568.745841403414,50.15506823488823,12119.389892856732,51.03704185915151,13445.545970172452,47.22337844957217,4,2700,1300
9455.284160123541,150.6730900368851,10346.41167750818,123.04662834155899,11203.512821996988,77.30684629630198,12813.910975807417,47.46089976766802,4,2700,3700
14025.575257330507,115.46140718984887,13665.675820835406,21.3683444951574,13922.246376638876,29.90129666054656,14561.989575272035,19.994530796009713,4,2700,4100
12486.986124517982,211.43815352292003,13207.360723194519,47.29076974376769,14207.57976513993,25.049729703023875,14813.513587670328,10.41041536251136,4,2700,4300
9089.940394017529,114.07294892208952,10126.525222035754,100.99548181124909,10525.951399863066,51.676573484903656,10980.168149752692,40.451345275969,4,2700,7700
13343.31552926092,276.1970711465309,11905.164659854228,97.1218357425339,12277.081738232735,68.5221756767603,13446.65398717399,42.32461555780389,4,2900,4900
12924.310824087415,175.94369778761458,11819.967779180455,52.00773840308686,11604.214773886606,14.409022967231657,11943.236760104855,9.519041571045634,4,2900,7300
11253.263651133007,121.08156510746653,12007.7834007785,32.48869391330686,13261.386898064178,36.8637147009471,14756.369359432194,49.39763995677146,4,3100,1500
16779.466063206728,138.13443522866368,12724.012903893714,52.76831535906419,12674.334813455891,52.43080040700582,13639.589351086803,35.27650756945479,4,3100,4900
12390.646186083311,208.19576657361807,11157.645592041075,77.33808505870638,11189.812441414211,29.068302450244314,11669.369507542771,14.57179370435904,4,3100,7300
8341.58778083728,96.28380756673464,8626.394453407458,110.75340912159011,8769.980927578805,71.9717269078505,9406.418955447314,54.22436566109067,4,3100,7900
7420.420615209437,78.3997866718331,6970.385621611439,70.55267179007693,10561.446867478488,94.06317622807461,13226.728318978568,84.1296808543726,4,3300,300
11134.938317027601,129.0138132374525,10908.504577871574,51.79186925184503,12234.078598727629,56.50438501050671,14212.312832413229,57.07278479382669,4,3300,1700
13270.983704080092,280.06118702158506,11588.626431461824,83.68336974866624,12398.850124262253,45.52863713213023,13541.526431474495,30.411247900059582,4,3300,4900
8164.368611825899,92.55738198751128,7244.546322131062,80.06325537520175,8749.330152310853,65.00750144291682,11596.885811508108,56.57169155808267,4,3500,2100
7405.15821147546,79.01633356370745,7041.2023505824845,64.65508433516945,10602.466581356673,68.35613792593017,12892.71192524253,42.43367730607383,4,3500,4100
7394.129894891606,79.89533624846301,5092.415209060216,26.04001923496079,7198.930377152408,30.914600449700963,10045.153145348666,14.63664428755447,4,3700,6700
15894.154251192387,370.31028242681856,15956.4526583078,142.5226868819561,17776.957334922252,47.50609820843757,19095.92979015467,19.914281080586818,4,3900,900
7391.419335517941,80.10774429573544,4431.5679774599075,8.79879560199848,5638.260647156495,10.333231080220324,8645.343083380063,8.523210543802266,4,3900,3100
8582.711225023286,112.04311164131293,7200.012071161554,34.742037008437876,8448.640072436012,29.481667272020474,10838.140160499092,20.902891101085757,4,3900,5500
13544.073486330122,296.35256336771977,14790.041041623665,159.71431850732256,15758.746475245383,102.93464995995764,16365.472580998705,79.82902945545266,4,4100,300
18728.56228949446,199.9060496213109,17951.957413780176,93.30643715153911,17816.343772698412,65.17910186398406,18067.417697724755,56.72016166828466,4,4100,500
20941.120494899536,165.4155367776059,18990.288825547785,33.533439469977296,18758.190018292415,25.73201599039092,19114.003876628092,28.87867686828584,4,4100,700
18263.128378458154,318.65584474760556,17605.304930642276,102.7938703243441,18494.510707413192,38.187111839252005,19425.308402521026,9.69195783928651,4,4100,900
7394.1070816573465,79.89418882390179,4757.630767906413,20.95351947609725,6833.680602408428,26.11331440597152,10226.522132462955,24.66569696189017,4,4300,4300
8583.370882890673,111.88229207493514,7198.721603579816,28.257505617761456,8297.472676418676,11.688464761026239,10718.629936666888,7.596101340722657,4,4300,5500
8395.803826743588,80.76210907261843,11126.067477536611,108.50471634440352,15102.400893950304,85.59914238508084,17795.788589669504,49.889193723145844,4,4500,1300
8222.006263025114,96.74914446527158,7814.611264041694,69.7870290004733,8528.13190987881,15.679416304845239,9957.879832886203,12.264506542492946,4,4500,7100
8242.646593146634,87.33706411856957,9040.238577677646,119.20502485313297,11469.620526762756,117.64689606104533,13242.157979407466,95.5127232353155,4,4700,100
12828.630543520125,155.216935857509,9692.921200644347,30.127387730712606,8260.700801274947,28.35529291102371,8629.194829559518,35.76233490777189,4,4700,7500
12151.294927550114,206.5242739473843,8646.354606629136,73.00690585806576,7388.211292555965,45.88197731363791,7696.665801685899,43.31152737018601,4,4700,7700
8278.278997202542,81.76596920091264,10428.264543008896,93.23602906136676,14202.5327640753,93.17301944763236,16043.751890072423,71.67141899346099,4,4900,500
8465.431584115122,73.18616041999908,11643.66475459332,34.40177857485376,15468.289902797373,47.34812012187528,17596.523045419206,34.79992592541851,4,4900,1100
7602.130709160569,75.39984268690291,6473.640535697838,36.626106705938355,7270.022464550509,14.581874795163921,9182.337497720213,7.030274392328585,4,4900,3100
7626.724938179547,72.51614521741482,8392.077754643846,74.17875832764106,11263.302555058468,61.78872885168992,14267.202270859309,50.18200822738152,4,5100,1700
8147.692590676074,90.87766304947397,6854.176372218471,48.61612172886715,8282.90148134522,28.479124200245074,11093.486312927975,21.264717314184246,4,5100,5300
7582.769375980072,76.46092023521058,5929.911309813814,38.35156259311803,7108.084098972639,10.408458350512339,9751.437652713948,13.76069850086426,4,5300,2700
7430.824472980583,78.10180548803608,6168.184868958395,13.285986059323605,7656.310572981735,7.192016361485153,9574.612399030513,7.165866395347076,4,5300,3700
8152.072340350156,90.2397977280513,7738.38415331161,10.615090436304069,9881.177953071297,32.96300291579326,12381.136819345724,26.864840865292596,4,5300,5700
7518.819874583325,76.60481888010003,6876.1434243291815,63.461179193399296,9544.228605824183,43.73159640267154,11892.478412663486,29.431113194846063,4,5300,6500
7800.7417337332,67.19867933716286,9644.44803965379,33.206823081384556,12719.827745740287,36.22340696459503,14949.862688792487,37.74678607274459,4,5500,1100
7708.404369408528,70.1889670090199,8284.403287628154,48.48448564688392,10509.112240522734,47.029618016007554,13089.550839607622,33.69805402154609,4,5700,1700
8164.366177717166,89.98573730365923,7029.6194391928875,49.74820663931582,7704.58129160098,17.156841804795913,10228.001640269144,13.956716173486909,4,5700,4300
7659.01926902879,72.88076790945158,7327.825952174468,35.918695042043936,9596.32594902838,53.06307007781298,11707.105163343318,57.749596142686904,4,5900,700
10632.134123929567,178.3685344901025,10991.106037215126,94.1563016425002,11733.974760901558,62.658894021695396,12798.916076372836,44.28680935577054,4,5900,6500
8148.375061777723,90.78558183415892,7018.116753431334,35.762572105325994,8174.346724862372,6.559971095272006,10950.773288609873,20.020503005295822,4,6100,4100
8874.642844918024,126.21878779494865,11213.711143313083,98.7942126522053,13402.026558914396,35.28698102740018,14731.010289322949,11.544991964895518,4,6100,5900
12741.268168626022,72.07551032150593,13135.952418810573,37.56520896683914,13232.327564566533,38.81950913579961,13849.515689682059,34.854643186713,4,6100,6300
7513.780467041853,76.9369623024654,6228.6165370510025,40.45894907807475,8833.179279651864,25.51551016183761,12016.60289152644,9.805182906383685,4,6300,1700
7487.030561747154,76.64146230406274,6041.869399325029,46.01388641166207,6667.348450447013,53.458522139512134,7900.691212290225,57.703964935562716,4,6500,500
9042.320856863653,115.48809334810815,11161.469364593644,103.85550225366168,12365.837522838794,65.76595981785835,13320.986156101322,49.576746411548015,4,6500,6300
8923.349992248965,96.59453665627254,10621.9973816083,71.8862486198197,13061.53750462068,32.3862591680006,14924.292699272137,5.541103212971615,4,6700,5500
7412.742136741111,79.01116074552499,5486.776416604887,31.888996136237868,7097.182098024659,39.51687457004276,9140.586166184457,48.07168081998796,4,6900,1100
8781.91528723396,123.5903774940187,10108.321831288971,134.44512401336502,12206.146859625522,78.06011195348775,13871.734047384183,29.346243001928748,4,6900,2700
8224.011538062869,93.15475355959484,8216.816132251879,61.46268795706883,10392.150150776388,26.344984648478526,12940.486945681412,10.292484961564943,4,6900,3900
8417.597944485175,84.81804019583389,10140.724338499456,83.39486797761755,12456.738081334848,56.077901954440144,13841.050949892968,44.33110474410671,4,6900,5900
8393.184911201397,80.15148776382689,10670.70342543597,40.81305200921237,12463.274192752426,35.47418144447587,13808.061178663365,14.97685515980929,4,7100,3300
9731.182556100326,82.02082196324702,12389.519512186622,34.20533910784682,13504.97808230182,8.77187329547056,14489.920646502324,18.51032538157512,4,7100,5300
7391.419335517941,80.10774429573544,3975.720227464219,10.93133617514674,3203.191107814003,17.396702824693257,3864.733061622119,35.15157258630392,4,7100,7500
14171.076601952536,173.65680313265017,14927.597444008636,47.61770455906764,14639.228678928444,14.76164597712915,14451.430955561325,10.350089058589521,4,7300,2700
8899.272824657046,98.29520489089222,9177.490232145208,64.8193623347603,10885.578157033859,36.392538877212715,12846.459782977628,25.751218356428367,4,7300,3700
11308.0858575909,186.9387010771816,11853.819382367423,74.62430865909164,12741.793144387515,29.745299975814568,13747.930491503548,26.969419358958046,4,7300,4900
11311.359719495442,145.88155269074855,12242.818852862654,100.0781812484802,12406.17977119846,64.1260077589901,12518.491292688717,48.39407272170851,4,7500,2100
15305.573105049314,161.14761299105152,14672.803619870292,79.60896306328785,14265.85619738975,41.93583582672577,13899.854326002158,34.33040335074233,7,7500,2700
11381.169208211464,176.46646483502352,12411.816774538896,53.05782218698321,12598.402916260271,42.95567235801662,12988.213997491857,45.38910142718103,7,7500,5100
10482.940368952577,182.0412157106438,9378.670669570316,114.13604679923358,9898.473150532483,83.99089182098899,10498.285617931739,64.61327061232575,7,7700,1900
11989.493102008995,211.60599080047012,13378.714651581124,120.4733279517821,13012.2755508812,73.0241721925587,12680.411363066722,54.8067902070864,7,7700,2500
7659.839848806593,75.49775143261976,7517.400538157198,84.36203778873762,9444.068845508893,68.25787866486681,11102.471000115836,56.68620496010991,7,7700,4500
7587.416156053418,76.23157931680066,6706.7094804778135,89.39197897599519,8144.0206628719725,86.77032224391418,9253.99158154741,72.17417669348882,7,7900,5500
7472.316008640003,77.29732236734445,6118.57996408475,43.380666431023336,7685.307553365612,56.08968511355091,10257.748085890018,71.10733895674417,7,100,3900
7492.406054025964,76.39834438043414,7198.768305947086,74.80390902393732,10101.37022479367,95.9518053754038,12987.503534337437,94.97052174423735,7,300,3100
8676.97683408213,108.31021628225386,9016.714689736395,73.5044843778669,10658.659536528121,71.955085888466,12458.855105428702,66.88547258958354,7,300,4500
8244.668759108587,90.83455079763002,9719.06511272293,132.1643823727146,13032.161695090985,131.41570621356874,15083.416800932551,104.49811605761421,7,500,2500
9095.242344194088,72.84989032301408,11056.322102759701,63.47174435411816,12125.784221785689,59.14176542026961,13044.964862264464,61.06058887341689,7,500,5700
10483.806924491982,181.88809313029643,9185.778152559844,98.74773466152102,9319.244157584682,76.64788686315502,9915.390949104987,68.61268052092944,7,500,6300
7469.034170769956,77.52280851426305,6000.3764087900945,34.54893408399233,7331.845553005504,40.01164062370131,9013.025846535307,47.37946544358233,7,700,1100
8832.474010286505,97.69595653361823,10972.495125860283,58.300050985865106,13189.205134501277,48.007705105899035,15094.47899981388,38.71873947077735,7,700,4500
12295.705138393927,192.5242056923478,12138.981875959304,18.79153062847017,14192.892438436522,33.882611215424475,15506.58276058452,38.96185526855663,7,700,5100
12838.55025616609,155.1578919697775,11923.470686741379,21.045118216352154,13918.549684011872,31.681015807818817,15281.900798751805,40.738219551519116,7,700,5300
11193.309283307533,150.70580172416553,11286.436044642678,35.11208317787209,11559.320962224054,51.05496387400094,12173.975064506623,59.332116541526965,7,700,6100
10361.191274176099,174.5112194481012,7656.036764732236,67.67413253187216,6802.697429183587,46.773632210971066,6533.6524814944505,38.399788716402895,7,900,100
