cx,cy,density_700,grad_200,pred
2600.0,6800.0,88.92309436100878,0.12649110640673517,0.859235521141716
2600.0,8400.0,70.20255029753471,0.13131810402394806,0.7404616976538401
3200.0,4800.0,88.0,0.24147693701699777,0.5668472739754059
3400.0,2400.0,85.0,0.1339983416149452,0.8293204001579622
3400.0,7600.0,89.83559081892888,0.139204086785474,0.8367299462926974
3600.0,1600.0,73.31153301218475,0.07180219742846006,0.8275955642875836
3600.0,2200.0,83.99302918673845,0.09428090415820635,0.8885867433464003
3600.0,4600.0,87.07033153867951,0.2086996778999804,0.6606320025632284
3600.0,5000.0,87.53414565032587,0.19413626371414716,0.7007189344769287
3600.0,5200.0,87.9455936525928,0.12578641509408806,0.8569602223012709
3600.0,8600.0,66.15097761405497,0.11392004993756709,0.7245928245902011
3800.0,5800.0,88.0,0.0596284793999944,0.9530177564669688
3800.0,8200.0,80.7416831963729,0.17074997966487598,0.7356774043990282
4000.0,2400.0,83.8131482006234,0.13727506854649335,0.8177609219691022
4000.0,5800.0,86.79217908756021,0.08,0.9232363090916329
4000.0,8200.0,80.71187305185605,0.09333333333333334,0.8686701969143586
4000.0,8800.0,56.29980164352508,0.09706813185707358,0.630688957791583
4200.0,1200.0,57.255426466421085,0.2403700850309326,0.47307731618337234
4200.0,2600.0,82.78792859166903,0.09428090415820634,0.881203295856801
4200.0,5800.0,85.38696514593369,0.107496769977314,0.8770249861102377
4400.0,3000.0,81.0,0.24037008503093266,0.5599626005686777
4400.0,5000.0,82.10331538679513,0.1885618083164127,0.6998957492452744
4600.0,7600.0,90.9356758288467,0.15606266547626169,0.8023991825994456
4800.0,1800.0,77.5383394729385,0.08432740427115679,0.8547960159040173
4800.0,4000.0,82.0,0.01885618083164127,0.9343882778786372
4800.0,6400.0,86.44318503825447,0.0596284793999944,0.9436286202149777
5000.0,1200.0,54.01484839897988,0.2803172805550485,0.3798631143677314
5000.0,1400.0,63.29566449419099,0.03771236166328254,0.7217351878992668
5000.0,1600.0,71.18016435250779,0.1099494833498043,0.7744018984489893
5000.0,1800.0,77.23700765089261,0.1885618083164127,0.6808557777354542
5200.0,5200.0,79.87497874752054,0.23589074683938843,0.5700875616966135
5200.0,6400.0,85.6171720034004,0.1922960680247461,0.7010599645774334
5400.0,2200.0,85.09254746387079,0.12292725943057184,0.8499306652826972
5400.0,8000.0,85.31929725134599,0.14727148022916348,0.8044223783451772
5600.0,1000.0,42.211391328988384,0.22822990358164919,0.40769571175185004
5600.0,8400.0,73.72558798526495,0.01885618083164127,0.8490807708832397
5600.0,8600.0,65.92388778690847,0.08537498983243799,0.7436045016501962
5800.0,1400.0,62.175233777274016,0.14422205101855956,0.6566734249151747
5800.0,2000.0,83.21938226126382,0.04216370213557839,0.9345347032476536
5800.0,4000.0,86.0002266931142,0.139204086785474,0.8234301662170753
6000.0,2600.0,90.0,0.139204086785474,0.8372106952935854
6000.0,6200.0,87.70745253612921,0.01885618083164127,0.9805295204283708
6200.0,3600.0,88.0,0.077746025264604,0.9325623421806231
6200.0,4600.0,85.9998866534429,0.09706813185707358,0.8959412169714045
6200.0,6600.0,90.25990365542647,0.09706813185707358,0.9156150747616225
6200.0,7400.0,88.8406914139983,0.10154364141151878,0.9026801837698308
6400.0,2000.0,83.79591952394446,0.10154364141151878,0.8773072032402689
6600.0,2600.0,89.2071408330972,0.10749676997731401,0.8944501970637906
6800.0,1600.0,71.04573533578917,0.3040467800264368,0.3587687952914027
6800.0,7400.0,87.7325587985265,0.20352450029965,0.6759883057591052
7000.0,5000.0,85.78322470954944,0.24908722256359206,0.5416415242094998
7000.0,6800.0,91.0,0.0596284793999944,0.9688338532911993
7000.0,7200.0,89.11113629923491,0.16055459438389727,0.787605696602927
7200.0,2600.0,85.87208841031453,0.1099494833498043,0.8755561115041657
7400.0,1400.0,61.316973646925476,0.09614803401237305,0.6877443585896479
7400.0,7200.0,88.02425616321904,0.155492050529208,0.7961062615693462
7600.0,6400.0,89.06115046755455,0.12292725943057184,0.8664744597330569
7800.0,3600.0,83.39784641541513,0.17384539747207065,0.7391697440693721
7800.0,4800.0,82.15760838764523,0.14360439485692011,0.7978652185523871
7800.0,6800.0,86.6404647208841,0.04807401700618653,0.9550867802207537
8000.0,4200.0,81.07293850949277,0.08537498983243799,0.8805910578763481
8000.0,6200.0,84.10167186171721,0.2154065922853802,0.6362671744017598
8200.0,3600.0,75.43508075942194,0.12073846850849888,0.7950137507802344
8200.0,4600.0,76.31289317086994,0.08537498983243799,0.8436467856811807
8200.0,5800.0,78.8102578634174,0.06798692684790379,0.880089664639446
8400.0,3600.0,68.99705298951544,0.05333333333333334,0.7907285621077362
8400.0,6000.0,73.78231793709266,0.1520233900132184,0.7348952814532788
8600.0,5400.0,64.44052139416266,0.06798692684790379,0.7341997896896582
8800.0,6400.0,57.221195806177384,0.22822990358164919,0.49552242611417624
1000.0,4800.0,43.60940776423916,0.27194770739161517,0.357231951567297
1200.0,4000.0,59.68415981864551,0.26699979192667717,0.4279613342593594
1200.0,5400.0,50.28733352224426,0.24037008503093266,0.4373039057716453
1400.0,3400.0,69.62720317370359,0.24037008503093266,0.5270604445414278
1400.0,6600.0,59.59807310852933,0.09428090415820634,0.6694083711418402
1400.0,7200.0,55.969169736469254,0.155492050529208,0.5893206306746701
1600.0,2000.0,69.05134599036555,0.04807401700618653,0.7925407613531941
1600.0,5400.0,66.97024652876169,0.16706618781522223,0.6633648741390803
1600.0,6000.0,69.06914139982997,0.13727506854649335,0.7234342176097999
1600.0,6200.0,69.21807877585718,0.17537261917287875,0.6643247035450182
1600.0,7000.0,65.51737035987531,0.06798692684790379,0.7466792928630623
1800.0,1000.0,40.39501275148768,0.40022216052809695,0.12442151727303634
1800.0,2600.0,79.43207707565882,0.12073846850849888,0.8222465816840594
1800.0,3600.0,83.65837347690564,0.1605545943838973,0.7698374756295403
2000.0,1200.0,51.867441201473504,0.29814239699997197,0.33658414818300086
2000.0,3800.0,87.6474922074242,0.09428090415820635,0.9083356716627444
2200.0,3200.0,88.02215925191273,0.0565685424949238,0.9561602637470321
2200.0,3800.0,89.92649475772174,0.155492050529208,0.8013278629821976
2200.0,5400.0,83.15137432700482,0.17384539747207065,0.7382805533981784
2200.0,7200.0,81.30286200056673,0.05333333333333334,0.9118070070249684
2400.0,1600.0,70.92615471805044,0.1852325865259974,0.6559802125341889
2400.0,3400.0,90.0,0.23323807579381203,0.593328661890662
2400.0,3600.0,90.99722300935109,0.2451303508113365,0.5572916387339315
2400.0,5400.0,86.18753187871918,0.11392004993756709,0.8705407414386985
2400.0,5800.0,88.5866251062624,0.14727148022916348,0.8158438129733321
2600.0,3400.0,90.0,0.22822990358164919,0.6083525732922244
2600.0,3800.0,91.0,0.06798692684790379,0.9592257135113043
2600.0,4200.0,89.99954661377161,0.26465910988372277,0.4951875134720163
2600.0,7200.0,87.15879852649476,0.13727506854649335,0.8317371636717286
2800.0,3600.0,90.03394729385094,0.2154065922853802,0.6459685466530178
3000.0,6200.0,92.0,0.1339983416149452,0.8534800304238246
3200.0,8400.0,73.76469254746387,0.25368396787253933,0.5057940337602169
3400.0,5800.0,90.0,0.10154364141151878,0.9074295986506755
3400.0,7000.0,90.0,0.14907119849998599,0.8159510008346487
3600.0,1400.0,65.94162652309436,0.06798692684790379,0.7515388399783309
3600.0,4000.0,86.56236894304335,0.08432740427115679,0.916465874471746
3600.0,6800.0,90.0,0.22705848487901867,0.6118393870906258
3600.0,8600.0,66.15097761405497,0.11392004993756709,0.7245928245902011
3600.0,8800.0,56.83224709549447,0.02666666666666667,0.6293077789088883
3800.0,8400.0,74.17449702465288,0.16706618781522223,0.7100308766904146
4000.0,2200.0,83.23530745253613,0.05497474167490215,0.9256391110474316
4000.0,4200.0,84.93714933408897,0.0,0.9637349247810387
4000.0,4600.0,85.12434117313687,0.12578641509408806,0.8450067615818042
4000.0,6400.0,88.5013318220459,0.14907119849998599,0.811690227874329
4000.0,8800.0,56.29980164352508,0.09706813185707358,0.630688957791583
4200.0,1400.0,66.21943893454237,0.1192569587999888,0.7200613535672971
4200.0,3400.0,81.0,0.22822990358164919,0.5939351644893489
4200.0,6000.0,86.31867384528195,0.18135294011647257,0.7304062284818287
4400.0,3000.0,81.0,0.24037008503093266,0.5599626005686777
4400.0,5000.0,82.10331538679513,0.1885618083164127,0.6998957492452744
4400.0,6800.0,89.62533295551148,0.12578641509408806,0.8630136792532479
4400.0,7400.0,91.0,0.15606266547626169,0.8025416950855608
4600.0,7400.0,91.0,0.15084944665313016,0.8144664199957643
4600.0,8400.0,74.64936242561632,0.27194770739161517,0.4569558149269841
4800.0,7600.0,90.9904222159252,0.05333333333333334,0.9753933210069801
5000.0,2000.0,81.32638141116463,0.22350739485653615,0.6076500975179759
5000.0,3000.0,83.04256163219043,0.17384539747207065,0.7378835803542187
5000.0,4000.0,83.0,0.14360439485692011,0.8018533863997941
5000.0,7400.0,91.0,0.2082733246908441,0.6673656075529819
5200.0,2400.0,85.5118163785775,0.21081851067789195,0.6518102536882533
5200.0,2600.0,85.73017852082744,0.1885618083164127,0.7108443887593243
5400.0,5200.0,80.89470104845566,0.18666666666666668,0.7001125931456795
5600.0,4000.0,85.93573250212525,0.20176994600562076,0.6770993620586263
5800.0,4200.0,86.0,0.21081851067789198,0.652793024891295
5800.0,6400.0,87.46840464720884,0.09706813185707358,0.9033488953038431
5800.0,7600.0,88.36837631056957,0.12578641509408806,0.8585592494485765
5800.0,8000.0,83.01858883536413,0.14173527750312867,0.8055536679081297
5800.0,8800.0,55.23502408614338,0.37190201815950275,0.16861151984947703
6000.0,5800.0,86.24562198923208,0.17888543819998318,0.7362616629692034
6200.0,4600.0,85.9998866534429,0.09706813185707358,0.8959412169714045
6400.0,5200.0,87.24443185038254,0.16220700080795253,0.7785900112008763
6400.0,5400.0,88.0,0.06666666666666668,0.9456022472490719
6400.0,6000.0,89.90603570416549,0.01885618083164127,0.9952797366955299
6600.0,1000.0,42.13692264097478,0.3469229821668717,0.22511576415160078
6600.0,4200.0,85.04409181071125,0.09614803401237305,0.8920726277887172
6800.0,1200.0,52.44624539529612,0.23323807579381203,0.4604972911762069
6800.0,2200.0,85.983281382828,0.17537261917287875,0.7440060809842923
6800.0,7400.0,87.7325587985265,0.20352450029965,0.6759883057591052
6800.0,8000.0,77.20906772456786,0.16110727964792765,0.7385468125013372
7000.0,3400.0,87.72468121280816,0.18135294011647257,0.7339646222664791
7000.0,8800.0,45.60209691130632,0.2884441020371191,0.3373781793333593
7200.0,1200.0,52.126098044771894,0.24476746334247762,0.4395296109356631
7200.0,5200.0,86.07781241144801,0.22822990358164919,0.6038593265960046
7200.0,8400.0,63.04754888070275,0.318049611783375,0.3101052364882275
7400.0,2000.0,79.96055539812978,0.077746025264604,0.8804749402551055
7400.0,2400.0,83.61048455653159,0.13333333333333333,0.824162797481139
7400.0,7600.0,84.28960045338623,0.21868292622475635,0.6276656009465811
7600.0,2200.0,80.3762538962879,0.14422205101855956,0.7876987837789569
7600.0,3200.0,83.74355341456503,0.13333333333333336,0.8247990782231414
7600.0,3600.0,85.34043638424482,0.28126697479638646,0.44072583140983085
7600.0,6600.0,88.96746953811278,0.077746025264604,0.9374743528651595
7600.0,7800.0,80.708359308586,0.04,0.9148468393286311
7800.0,4600.0,82.49736469254746,0.187142251301576,0.7046615610291507
7800.0,6400.0,87.21581184471522,0.0298142396999972,0.9715529886765695
8000.0,1000.0,38.484726551431,0.37357135269658404,0.17670001396809099
8000.0,1800.0,68.4743553414565,0.07180219742846006,0.7780870667362911
8000.0,4200.0,81.07293850949277,0.08537498983243799,0.8805910578763481
8000.0,7000.0,83.1590818928875,0.06798692684790379,0.9136378863104471
8000.0,7800.0,78.08404647208842,0.06798692684790379,0.8739508403383232
8200.0,3000.0,71.48659676962312,0.07180219742846006,0.8095448986027369
8400.0,2800.0,64.15602153584585,0.17888543819998318,0.6243430109635736
8600.0,2600.0,56.089657126664775,0.12,0.618309721058615
8600.0,5800.0,65.81592519127231,0.06666666666666667,0.750523388292361
8600.0,7200.0,64.81598186455086,0.107496769977314,0.7171388145592119
8800.0,7600.0,55.33958628506659,0.2403700850309326,0.46351455535364444
1000.0,2000.0,44.684556531595355,0.25333333333333335,0.3893834842050504
1000.0,7000.0,38.64890903938793,0.3466666666666667,0.22408198409344557
1200.0,1600.0,46.393312553131196,0.27357712704910925,0.36538093150886847
1200.0,2600.0,58.350807594219326,0.107496769977314,0.6494254561447357
1200.0,5800.0,50.841258146783794,0.3092643601264854,0.31097685754730475
1400.0,4600.0,63.40425049589119,0.17788885418835113,0.6206218207840811
1400.0,7600.0,53.38656843298385,0.33333333333333337,0.2615056954062877
1600.0,3000.0,75.76129215075092,0.10413666234542206,0.818947689476595
1600.0,4200.0,75.34831396996316,0.18135294011647257,0.6876813307121097
1600.0,7400.0,62.85559648625673,0.08110350040397626,0.7116307802093469
1800.0,1800.0,70.23933125531312,0.1192569587999888,0.7557989277770409
1800.0,6000.0,76.24885236610938,0.20308728282303756,0.643089433910351
1800.0,8600.0,51.07061490507226,0.2,0.4995971968901441
2000.0,1600.0,67.94531028620005,0.09428090415820635,0.7586772888152891
2000.0,2400.0,81.84941909889487,0.14907119849998599,0.785758350737153
2000.0,8200.0,66.39784641541513,0.2960480441489936,0.37414197221134443
2200.0,2400.0,83.9354491357325,0.13597385369580758,0.8207827749268308
2200.0,4600.0,84.30133182204591,0.10749676997731401,0.8712935783636364
2400.0,5400.0,86.18753187871918,0.11392004993756709,0.8705407414386985
2400.0,6000.0,89.35012751487673,0.04216370213557839,0.9766755258703654
2600.0,4000.0,91.0,0.2,0.6905536990561383
2600.0,6200.0,91.05712666477756,0.08432740427115679,0.9379435012567265
2600.0,7000.0,88.01258146783792,0.19413626371414716,0.7016889402930955
2800.0,2800.0,87.23406064040805,0.1192569587999888,0.8660073798056662
2800.0,3400.0,89.58872201756871,0.14173527750312867,0.830677072665114
2800.0,8800.0,55.66523094361009,0.1099494833498043,0.6187806717707391
3000.0,2600.0,86.54837064324171,0.21081851067789198,0.6538405498452693
3000.0,4400.0,89.0,0.26666666666666666,0.48860939276273907
3000.0,5600.0,90.79994332672145,0.0596284793999944,0.9678735955995392
3200.0,4600.0,88.0,0.14360439485692011,0.821759572150635
3200.0,6400.0,91.0,0.11392004993756709,0.8897510471891656
3200.0,6600.0,91.0,0.08944271909999159,0.9302408950638839
3200.0,7800.0,87.55987531878719,0.09706813185707358,0.9037886954700014
3200.0,8200.0,80.02057240011335,0.20044395171163878,0.6636966934624089
3400.0,1000.0,46.259336922640976,0.32110918876779454,0.2786586461593753
3400.0,8200.0,80.53720600736753,0.21868292622475635,0.6185430647566942
3600.0,4200.0,87.0,0.13333333333333336,0.8388927605919323
3600.0,5000.0,87.53414565032587,0.19413626371414716,0.7007189344769287
3800.0,5000.0,86.47231510342873,0.20698899595013368,0.6641841328553992
4000.0,1200.0,57.44647208841032,0.3205550741379015,0.2965561911462486
4000.0,3800.0,83.4743553414565,0.08,0.9031226456863313
4000.0,8200.0,80.71187305185605,0.09333333333333334,0.8686701969143586
4200.0,1000.0,47.264210824596205,0.445021847154097,0.013713900372249427
4200.0,8600.0,65.72592802493624,0.18135294011647257,0.6309525198282686
4400.0,1000.0,46.75256446585435,0.4304003304418393,0.047066564297290406
4400.0,6200.0,86.44227826579768,0.05333333333333334,0.949382113208004
4400.0,7600.0,90.68087276848966,0.2154065922853802,0.6466090321595888
4600.0,4000.0,82.0,0.11392004993756709,0.8484048864588492
4800.0,6400.0,86.44318503825447,0.0596284793999944,0.9436286202149777
4800.0,6600.0,88.03230376877302,0.23589074683938843,0.5837201765791861
4800.0,8200.0,81.61972230093511,0.12292725943057184,0.8318705610296948
5000.0,6800.0,89.06001700198357,0.16,0.7887574131078825
5000.0,7000.0,90.07758571833381,0.12292725943057184,0.8699899667911575
5400.0,8200.0,80.94814395012752,0.1339983416149452,0.8092938238212617
5600.0,3800.0,86.0,0.12292725943057184,0.8541047206939334
5600.0,4400.0,85.0,0.09614803401237305,0.8918263243299731
5600.0,4600.0,84.76429583451403,0.0298142396999972,0.9535063325591084
5800.0,8200.0,78.37965429300085,0.213749593891752,0.6247888075827159
6000.0,5000.0,85.71669028053273,0.11469767022723502,0.867003998105474
6200.0,4200.0,86.0,0.07180219742846006,0.928302508253068
6200.0,5600.0,87.53380561065458,0.18950227204735862,0.712792400368855
6200.0,6800.0,90.96372910172853,0.0596284793999944,0.9686607644150171
6200.0,8600.0,60.32632473788609,0.22822990358164919,0.5121817858168634
6400.0,1600.0,71.43649759138566,0.11392004993756709,0.7721518449713876
6400.0,1800.0,78.56537262680646,0.10154364141151878,0.8432655348276217
6400.0,2000.0,83.79591952394446,0.10154364141151878,0.8773072032402689
6400.0,3600.0,88.0,0.02666666666666667,0.978696320119324
6800.0,3200.0,88.22176253896288,0.04807401700618653,0.9650691146527131
7000.0,2800.0,87.48353641258147,0.12,0.8657275164039744
7200.0,3200.0,86.80192689147067,0.06798692684790379,0.9372847982331085
7200.0,3600.0,87.0,0.20741798914805396,0.6640215591796188
7200.0,4600.0,84.0,0.04807401700618653,0.9365655194922413
7400.0,3800.0,86.26126381411164,0.14360439485692011,0.8155790415573503
7400.0,5600.0,87.52088410314536,0.1520233900132184,0.8021988071683628
7400.0,7000.0,89.0199489940493,0.06666666666666667,0.9511056918337519
7600.0,6400.0,89.06115046755455,0.12292725943057184,0.8664744597330569
7600.0,7400.0,85.62816661943893,0.08537498983243799,0.909869485256998
7800.0,1800.0,71.84958911873052,0.08944271909999159,0.8003064597003913
7800.0,4000.0,83.95460470388213,0.08432740427115679,0.9011125804463351
7800.0,4600.0,82.49736469254746,0.187142251301576,0.7046615610291507
8000.0,2800.0,75.61178804193823,0.16,0.7317436987064938
8000.0,4200.0,81.07293850949277,0.08537498983243799,0.8805910578763481
8200.0,1200.0,44.54553697931426,0.2666666666666667,0.3690555044417644
8200.0,4400.0,76.63576083876453,0.05497474167490215,0.869768762897573
8400.0,3200.0,66.33641258146784,0.06666666666666668,0.7564790401039125
8400.0,4400.0,70.80192689147067,0.02666666666666667,0.8149532723488597
8400.0,6600.0,73.72462453952961,0.11392004993756709,0.7909473441359207
8400.0,7800.0,69.99115896854633,0.0565685424949238,0.8008946226794915
8600.0,2600.0,56.089657126664775,0.12,0.618309721058615
1000.0,1200.0,28.635874185321622,0.22822990358164919,0.32887841761935305
1000.0,2200.0,46.61858883536413,0.2619584360585134,0.3852214960063661
1000.0,4200.0,48.29566449419099,0.44181444068749043,0.01724866981276428
1000.0,6600.0,40.51079625956361,0.3008137112714261,0.30255604482283005
1200.0,4200.0,58.41983564749221,0.2699794230842212,0.41689603787832674
1200.0,8600.0,33.039727968262966,0.2803172805550485,0.3076751928820626
1600.0,7600.0,61.510116180221026,0.09428090415820635,0.690802755164017
1600.0,8400.0,51.037461037121,0.09706813185707358,0.5688763089827571
1800.0,1000.0,40.39501275148768,0.40022216052809695,0.12442151727303634
1800.0,1800.0,70.23933125531312,0.1192569587999888,0.7557989277770409
1800.0,3200.0,82.15568149617455,0.16110727964792765,0.7624916209590051
1800.0,4600.0,76.77296684613205,0.17384539747207065,0.7105827152436757
1800.0,8600.0,51.07061490507226,0.2,0.4995971968901441
2000.0,6800.0,79.477812411448,0.12649110640673517,0.8134571729589761
2000.0,7600.0,74.20192689147068,0.06666666666666668,0.8395406025921084
2200.0,3800.0,89.92649475772174,0.155492050529208,0.8013278629821976
2400.0,2600.0,86.06358741853217,0.0298142396999972,0.963326177013097
2400.0,3800.0,91.0,0.107496769977314,0.9011258649328824
2400.0,7400.0,83.58611504675545,0.14727148022916348,0.7972430446797238
2400.0,7600.0,82.22402947010485,0.11392004993756709,0.8497127371248274
2600.0,1200.0,54.51595352791159,0.16055459438389727,0.571370029895818
2800.0,8800.0,55.66523094361009,0.1099494833498043,0.6187806717707391
3000.0,2800.0,87.0,0.09428090415820634,0.9051309429610435
3000.0,8000.0,83.5968829696798,0.11392004993756709,0.8574255942099185
3200.0,2400.0,85.61643525077926,0.14422205101855956,0.8118307111925351
3200.0,2600.0,86.0,0.01885618083164127,0.9678943589995441
3200.0,4400.0,88.68897704732218,0.07542472332656508,0.9390084034225294
3200.0,6800.0,90.54740719750637,0.07180219742846006,0.9524873048555855
3400.0,4000.0,87.73142533295551,0.17537261917287875,0.7487812602594262
3400.0,4600.0,88.0,0.19821424996424675,0.6908187430387605
