density_200,density_400,density_600,density_800,grad_200,grad_400,grad_600,grad_800,dipole
14775.063250608811,17208.26316085173,24877.549624526328,33637.699448238476,195.3540973496345,63.53222093216665,61.85893388719425,49.94597010293245,0.0076357847012823
12417.993145507307,9464.479680221184,11601.077148362621,16608.465085199874,164.97019042704503,88.2228635022065,117.95534524873304,126.35698873455429,0.5281020405370614
19143.832469129393,20788.735210742292,26641.291189878928,34462.96150342935,328.264799636108,202.209345890813,202.9969909197542,174.85484575073752,2.3385940138000283
19400.49271307674,23131.114612639274,29561.557122434173,37394.87509813982,320.05948832990924,188.15184017827124,191.71773498068185,160.83626442679244,3.068888501028517
19400.49271307674,23146.182555363874,29668.87397148442,37764.489953727934,320.05948832990924,187.20704804958066,187.4409583891037,154.59511347148302,2.755385556955576
19266.55116474113,21272.858203531974,27623.517996304286,36322.56303498233,320.2212030295229,174.76736557970636,180.55081492500955,154.1991267608003,2.4492172164772046
13071.122694636002,17418.04775141213,25382.638540985114,34647.95697116538,142.31736285293601,119.56373652313738,166.8530571585487,152.49063835497347,1.8744748331464889
19134.305962292605,19329.983915283854,25000.92414851388,33923.933355537425,319.9376668286786,142.11905433283206,163.97574658365895,149.90469667053495,2.707582858950132
13071.122694636002,17408.00844854134,25190.56664156774,34402.86273083844,142.31736285293601,119.10150516745873,161.32035660334137,144.07204896258062,1.946641939762793
19268.159275129787,21045.743043435854,27139.53725616472,36314.208004751614,320.1281007288061,161.36247126612705,153.3017506465683,131.52810437810646,1.3924727148007143
19401.753634448716,23267.712768239096,30434.071278592502,39037.044722500315,318.8512633390959,130.0506224629137,125.097061203568,110.87242550002944,2.321573860718832
19657.065810680862,25545.98774402577,32479.98210682475,39466.56513764035,296.72608361307647,93.86824195867803,106.94023791174016,103.78044034067568,1.2876444371879896
19145.889356303254,21590.12573703606,27754.62370935965,33774.943942572725,327.9003410388435,189.03208151210058,179.38423522836803,159.2891972752489,0.0135548338498041
12945.294964365608,15906.906196324277,21821.601128827384,27829.615827831323,146.22958548299053,132.73330726539177,174.464850169235,180.60852591033174,1.264003312927525
13209.083293546462,19138.831507480183,27376.617853245993,34715.218642000684,136.9936496134653,159.0375183828833,191.11610496261193,185.99565779024803,1.56677440580881
19505.24112870605,24905.331133512558,32261.853958214848,39668.422366159175,295.6398859594564,99.631827871135,170.0099988467129,171.01492748787453,0.4906597376171743
19636.793557700814,26845.19267575555,34874.206686180114,42303.861791448326,295.2626657014699,55.73324554036275,145.47383241657903,151.56263567077022,0.2775911940329411
19636.793557700814,26828.568217218963,34843.64384963192,42497.7019256766,295.2626657014699,54.91323226881132,140.71473995048177,144.8041440510542,0.2013624430139245
19376.82741928564,24571.137485279094,32648.248250322715,41053.64789516791,304.1842708762496,88.08403057309636,146.50102696927536,148.4685950012487,0.6089939410351172
19120.167175338298,22229.753378958252,29840.47986135022,38692.326621999,311.675240596283,57.00534897956257,143.04999137392983,151.83082680155613,0.3846337852366939
19374.632616702318,23791.124740553154,31267.590782646454,40296.50125944261,304.55503948814356,56.68938604127273,116.19239489066335,127.66669824019469,0.5238545109173459
