Dipole,Elongation,Aspect_Ratio,Centroid_x,Centroid_y
0.03360843472755017,118.0,0.8666666666666667,4141,3562
0.008992591420384916,21.0,0.9375,4094,945
0.015580793934557595,45.0,0.9534883720930233,4069,2577
0.027594856857342098,82.0,0.8703703703703703,4050,3295
0.01483298911356639,212.0,0.7631578947368421,4052,1055
0.002560896612142133,47.0,1.0229007633587786,3860,1160
0.04439447344347102,100.0,1.1098265895953756,3803,1805
0.0095714591542517,93.0,0.9044585987261147,3789,497
0.06458475813629598,143.0,0.7476190476190476,3803,81
0.02116428638013812,71.0,0.8467153284671532,3756,3612
0.0,40.0,1.0168067226890756,3734,3212
0.058644142050932414,130.0,0.8031088082901554,3676,2875
0.05320806249038717,59.0,0.9921259842519685,3631,1977
0.00800447431154057,8.0,1.0444444444444445,3562,724
0.05802128835365832,100.0,0.6830601092896175,3598,1240
0.06694601540232349,127.0,1.197452229299363,3581,1483
0.04219971949353226,199.0,1.0194174757281553,3572,3683
0.02381604569416458,72.0,0.8023255813953488,3504,3017
0.0835240488452271,142.0,0.9631578947368421,3507,852
0.0016931585303935723,74.0,1.0516129032258064,3451,583
0.006545483051068248,68.0,1.226890756302521,3410,3501
0.015274401225499985,44.0,1.1134020618556701,3364,210
0.005471757908014296,71.0,0.7956989247311828,3347,2278
0.0038245999200518044,21.0,1.0740740740740742,3326,3927
0.02231100491706671,87.0,1.328125,3229,4156
0.004465474295980823,92.0,0.8882978723404256,3201,1302
0.0011826870773051115,18.0,1.032967032967033,3118,3391
0.0047568617560404735,18.0,0.9067796610169492,3118,3716
0.026366796583257864,136.0,1.2263157894736842,3110,634
0.017083975685255263,118.0,0.6666666666666666,3083,212
0.011430593810819609,96.0,0.9060402684563759,3044,100
0.01823787641694099,15.0,0.991869918699187,3030,1754
0.03210415712488116,70.0,1.28125,2944,2231
0.017469321563597987,21.0,0.9903846153846154,2927,2674
0.025714417908722892,158.0,1.3708609271523178,2919,2430
0.002245402648303095,38.0,1.2535211267605635,2819,1968
0.010534285120718665,91.0,0.8177339901477833,2658,2593
0.0006900484169275108,34.0,1.055045871559633,2599,2888
0.004506290892371155,28.0,0.976,2601,4119
0.011100933631275685,34.0,0.9849624060150376,2597,1733
0.0038341166523401657,68.0,0.9337748344370861,2583,3491
0.0006311840219955344,15.0,1.2247191011235956,2515,1645
0.00206896793675254,149.0,0.7982062780269058,2524,3707
0.0024032960311747794,24.0,1.0593220338983051,2407,2276
0.09468883086948579,169.0,2.036764705882353,2313,717
0.10518836205342931,167.0,0.9651162790697675,2254,575
0.027684112528064936,59.0,0.8823529411764706,2216,1612
0.0011149386698195503,127.0,1.0309278350515463,2258,957
0.03434183793659404,78.0,1.4603174603174602,2214,1177
0.0012524190604735871,75.0,0.8055555555555556,2210,3386
0.007936018751351052,44.0,1.0758620689655172,2082,3530
0.02714391855655818,70.0,0.8735632183908046,2015,3934
0.005354566971616531,143.0,1.2857142857142858,1961,3411
0.017813680180373388,52.0,1.096774193548387,1894,2162
0.017950451579936633,98.0,1.3653846153846154,1861,3426
0.037600121593956745,102.0,0.8294117647058824,1851,3092
0.04682875483947707,151.0,0.8133971291866029,1874,316
0.023105148420413404,138.0,1.155,1840,1071
0.04565725806160844,82.0,1.2647058823529411,1788,1338
0.005126420772279673,77.0,0.9615384615384616,1793,2649
