Dipole,Elongation,Aspect_Ratio,Centroid_x,Centroid_y
0.11886289621929128,137.0,0.6376811594202898,5985,1971
1.025393700124519,222.0,0.36917562724014336,5790,1609
3.039070558003641,300.0,0.4098360655737705,5821,1886
3.822026940846741,298.0,0.34472934472934474,5769,2206
4.1939925274016545,263.0,0.4290322580645161,5747,3140
3.32654929635648,235.0,0.5119453924914675,5724,2616
3.6986921010643825,227.0,0.5359712230215827,5723,3424
3.811485583654031,249.0,0.5117845117845118,5716,2908
5.611944744919745,343.0,0.610738255033557,5729,3725
6.339270500176332,364.0,0.5548780487804879,5718,4781
4.485628446979802,272.0,0.6245847176079734,5675,4461
0.028036921312230272,145.0,1.4899328859060403,5584,5758
4.743980543455801,262.0,0.36538461538461536,5665,4147
0.057970509063179784,117.0,0.5,5567,1335
0.7824278839485003,95.0,0.9024390243902439,5526,3246
0.6757137145406553,79.0,1.1214285714285714,5502,4806
1.4137612022728825,131.0,1.256578947368421,5489,3728
0.8018726120256474,90.0,1.2536231884057971,5466,4361
0.7270543697309967,113.0,1.0890410958904109,5464,4193
1.1597780075544293,145.0,0.6470588235294118,5462,1923
0.6324898157305151,100.0,1.0476190476190477,5450,2501
4.036096967100149,303.0,0.7547770700636943,5534,5438
2.529629316140523,218.0,0.6596491228070176,5469,5092
1.6711272055280157,119.0,0.5808080808080808,5439,2228
3.0026555408521363,284.0,0.7878787878787878,5378,1717
0.6969117334166283,124.0,1.0175438596491229,5324,1262
0.6179039946633417,86.0,0.9844961240310077,5262,1599
2.73366731633686,165.0,0.5345622119815668,5265,1908
0.720752437616153,62.0,0.7919463087248322,5217,2550
0.35400455040152373,61.0,0.7133333333333334,5187,2869
0.7631847536807959,93.0,0.5815217391304348,5200,3770
0.5750595146860318,66.0,0.7246376811594203,5179,4127
0.30872078640382083,91.0,0.8709677419354839,5184,3177
0.2693515639828432,38.0,0.8285714285714286,5172,3491
0.28875583734537585,15.0,1.1304347826086956,5139,4436
3.66477682661954,213.0,1.0633484162895928,5175,5400
0.3359519047161355,88.0,1.2300884955752212,5124,1567
0.3450294134197204,77.0,0.7159763313609467,5155,4726
0.21601721308964475,56.0,0.75,5149,5028
0.010882056557540366,44.0,1.4933333333333334,5081,1307
0.546561214127017,88.0,0.7738095238095238,5076,4086
0.04200936510780953,60.0,0.6370967741935484,5039,3148
0.43317570266530936,39.0,1.0803571428571428,5028,2582
0.09027704074628233,84.0,0.9933333333333333,5048,5663
0.0057234591298134345,43.0,0.823076923076923,5031,2907
0.24138410374968286,46.0,0.7222222222222222,5034,3444
1.5286308265434132,114.0,0.578125,5028,1921
0.1940998422730146,33.0,0.7132352941176471,5001,3767
0.02041358411361943,22.0,1.0287769784172662,4997,4735
0.3381134863030739,74.0,1.4732142857142858,4983,4347
1.180943235283254,84.0,0.691358024691358,5012,2194
3.0325748613103407,186.0,1.7903225806451613,4973,5426
0.07353360509149479,56.0,1.146153846153846,4983,5071
1.8933357752807065,199.0,0.5041666666666667,4883,1555
2.4175287870171647,156.0,0.3781094527363184,4807,1956
0.4193771908430955,66.0,0.6666666666666666,4760,2249
0.22135395406774458,46.0,0.7709923664122137,4736,2819
0.048057606912724794,49.0,1.0145985401459854,4730,3529
0.2246352524572624,67.0,0.6824324324324325,4732,3765
0.22044882775149413,31.0,0.75177304964539,4726,2567
0.0593281210341976,34.0,0.8417721518987342,4733,3149
0.17386613736158577,42.0,1.0689655172413792,4702,4426
0.35517343511302135,70.0,0.6137931034482759,4713,5059
0.05883262580105802,55.0,0.7243589743589743,4720,4689
3.2748944600611134,204.0,1.0101010101010102,4751,5698
2.4003230293311595,198.0,2.730337078651685,4664,1517
0.681790503577698,73.0,1.6,4653,1859
0.7963107865112462,71.0,0.7391304347826086,4669,5387
0.020846577583121896,42.0,0.8181818181818182,4618,1291
0.027337182991483265,31.0,0.7964601769911505,4616,2516
0.5926248843532463,107.0,0.7604790419161677,4639,4093
0.2671966566733211,14.0,0.9186991869918699,4605,4345
0.007535003654179728,47.0,0.8108108108108109,4611,2230
0.6859799403334872,66.0,0.6356589147286822,4602,2810
0.07369253428719702,29.0,0.7410714285714286,4589,3479
0.12103280584418773,39.0,0.7244094488188977,4589,3755
0.018833743274483943,38.0,0.7712418300653595,4556,3139
0.0003113146832657832,51.0,0.7857142857142857,4554,4720
0.015569385747361289,42.0,0.8780487804878049,4533,5033
0.28814544385364416,43.0,1.1571428571428573,4513,5343
3.847521883136099,268.0,1.0387596899224807,4461,5723
0.2798737453666478,46.0,0.7916666666666666,4395,1854
0.9835359795822517,114.0,0.842391304347826,4382,1596
0.06440066313185562,22.0,1.1071428571428572,4311,2855
0.0,40.0,0.8222222222222222,4316,3102
0.08629177188642291,54.0,0.8157894736842105,4313,2490
0.6144995220437168,77.0,0.7638888888888888,4306,2205
0.18014186824498588,36.0,1.0619469026548674,4280,4421
0.03524934864659897,10.0,1.065040650406504,4271,3511
1.9715920172494152,198.0,2.2966101694915255,4258,5745
0.1792214219961854,83.0,1.0538461538461539,4264,1244
0.13102685256716262,41.0,0.8067226890756303,4252,4096
0.06970081670656725,34.0,0.8538461538461538,4255,3767
0.15477837040372727,73.0,0.6601307189542484,4264,4722
0.039734209799190394,55.0,0.7792207792207793,4258,4997
0.6377052881906778,83.0,1.0774647887323943,4227,5396
