design_x,design_y,grad200,density200,lap200,grad400,density400,lap400,grad600,density600,lap600,grad800,density800,lap800
3300,4700,3.248666666666667,27.56271111111111,1.8093777777777778,11.187644444444445,20.23871111111111,6.190177777777778,6.835422222222222,15.680933333333334,3.7660444444444443,3.6644888888888887,12.982666666666667,1.9228444444444444
3500,300,0.0,20.412622222222222,0.0,0.0,6.56,0.0,0.015422222222222223,4.0,0.5006222222222222,0.09564444444444445,3.0,3.072
3500,1100,16.150755555555556,20.412622222222222,16.67982222222222,1.0825777777777779,7.0,2.4007111111111112,1.6671111111111112,6.0,4.209777777777778,0.4915111111111111,5.091155555555556,2.298311111111111
3500,4300,41.904133333333334,39.57191111111111,24.302133333333334,11.082666666666666,21.596622222222223,6.678755555555555,4.279733333333334,15.16831111111111,2.7875555555555556,3.5443555555555557,11.9396,2.4803555555555556
3500,5100,0.0,29.31391111111111,0.0,3.6884444444444444,19.28226666666667,2.139022222222222,2.5520444444444443,15.1396,1.4563555555555556,0.4330222222222222,12.814044444444445,0.22755555555555557
3500,5500,0.0,27.68311111111111,0.0,0.0,16.17511111111111,0.0,1.3075555555555556,12.856577777777778,2.0935111111111113,0.0,11.292533333333333,0.0
3500,5900,0.0,23.859244444444446,0.0,2.675688888888889,12.210177777777778,3.8684444444444446,0.6164444444444445,10.527244444444445,0.6257777777777778,0.0,9.999466666666667,0.0
3700,4300,41.904133333333334,48.138977777777775,24.302133333333334,11.082666666666666,23.394666666666666,6.678755555555555,4.279733333333334,15.79111111111111,2.7875555555555556,3.5443555555555557,12.0,2.4803555555555556
3700,7300,23.479466666666667,20.59497777777778,24.62151111111111,0.6730222222222222,7.772044444444444,8.636266666666666,0.7275555555555555,6.4107111111111115,2.7648,0.0,6.0,0.0
3900,2100,31.898711111111112,20.993377777777777,17.65888888888889,6.949111111111111,8.390311111111112,5.119955555555555,1.1886666666666668,6.0,0.9102222222222223,6.417288888888889,5.995466666666666,4.130133333333333
3900,4300,41.904133333333334,42.562,24.302133333333334,11.082666666666666,23.331377777777778,6.678755555555555,4.279733333333334,15.739644444444444,2.7875555555555556,3.5443555555555557,11.991155555555556,2.4803555555555556
3900,5100,0.0,24.4284,0.0,3.6884444444444444,15.673377777777779,2.139022222222222,2.5520444444444443,13.450133333333333,1.4563555555555556,0.4330222222222222,11.524,0.22755555555555557
3900,6500,33.66711111111111,20.452177777777777,17.749777777777776,4.173777777777778,8.005777777777778,2.1731555555555557,0.0,7.0,0.0,2.7171555555555558,7.002311111111111,4.492177777777778
4300,2500,0.0,20.9888,0.0,9.20888888888889,8.182311111111112,5.0744444444444445,4.928,5.628888888888889,2.7648,0.0,5.0892,0.0
4300,4100,11.615244444444444,36.31408888888889,32.686844444444446,10.4148,18.07471111111111,10.456,4.342177777777778,12.807733333333333,4.244311111111111,2.1253777777777776,10.123866666666666,2.3893333333333335
4300,4300,41.904133333333334,37.43622222222222,24.302133333333334,11.082666666666666,18.751333333333335,6.678755555555555,4.279733333333334,13.493066666666667,2.7875555555555556,3.5443555555555557,10.861866666666666,2.4803555555555556
4700,1500,32.26008888888889,20.71088888888889,17.395466666666668,4.711955555555556,8.0,2.7788,0.0,6.511555555555556,0.0,0.10804444444444444,6.0,1.3198222222222222
4900,3900,12.884444444444444,20.8636,20.93448888888889,4.987688888888889,10.139244444444444,10.751466666666667,2.639822222222222,8.728844444444444,4.778666666666667,1.1658222222222223,7.5414666666666665,1.7408
4900,7700,29.960755555555554,20.400355555555556,22.458,10.83911111111111,6.0,6.826666666666667,0.0,4.030711111111111,0.0,4.441022222222222,3.763688888888889,2.6396444444444445
5300,1300,5.1152444444444445,20.811244444444444,10.968177777777777,0.0,10.005511111111112,0.0,4.015022222222222,8.325288888888888,6.519466666666666,0.0,6.911911111111111,0.0
5300,6700,9.801555555555556,28.84902222222222,6.269555555555556,5.205466666666666,10.436577777777778,3.265911111111111,0.0,6.0,0.0,0.0,5.0,0.0
5500,4300,41.904133333333334,24.046622222222222,24.302133333333334,11.082666666666666,11.689777777777778,6.678755555555555,4.279733333333334,9.0,2.7875555555555556,3.5443555555555557,7.0,2.4803555555555556
5500,6500,33.66711111111111,28.84902222222222,17.749777777777776,4.173777777777778,10.458311111111112,2.1731555555555557,0.0,6.0,0.0,2.7171555555555558,5.0,4.492177777777778
5900,1700,9.491111111111111,44.361111111111114,8.1796,10.29128888888889,20.958266666666667,12.777955555555556,0.0,13.294133333333333,0.0,0.0,9.888355555555556,0.0
5900,1900,5.358,39.516622222222225,17.633511111111112,2.0108,20.65542222222222,3.675022222222222,0.0,13.399688888888889,0.0,0.0,9.9856,0.0
5900,4300,41.904133333333334,26.50733333333333,24.302133333333334,11.082666666666666,15.09688888888889,6.678755555555555,4.279733333333334,9.478266666666666,2.7875555555555556,3.5443555555555557,7.0,2.4803555555555556
5900,7900,47.858266666666665,20.400355555555556,31.049866666666667,17.19782222222222,6.0,9.5232,6.238222222222222,3.1765777777777777,3.3109333333333333,4.247066666666667,3.0,2.2528
6100,1500,32.26008888888889,33.355022222222225,17.395466666666668,4.711955555555556,18.713555555555555,2.7788,0.0,12.587244444444444,0.0,0.10804444444444444,9.309155555555556,1.3198222222222222
6300,1900,5.358,36.88675555555555,17.633511111111112,2.0108,22.26977777777778,3.675022222222222,0.0,14.0,0.0,0.0,10.0,0.0
6300,2500,0.0,25.165555555555557,0.0,9.20888888888889,15.72031111111111,5.0744444444444445,4.928,10.9828,2.7648,0.0,8.5764,0.0
6300,4100,11.615244444444444,22.99088888888889,32.686844444444446,10.4148,12.13951111111111,10.456,4.342177777777778,8.119866666666667,4.244311111111111,2.1253777777777776,6.778222222222222,2.3893333333333335
6300,4700,3.248666666666667,29.752311111111112,1.8093777777777778,11.187644444444445,14.646711111111111,6.190177777777778,6.835422222222222,9.004444444444445,3.7660444444444443,3.6644888888888887,7.0,1.9228444444444444
6500,700,0.05333333333333334,20.401955555555556,1.7066666666666668,0.532,6.0,4.1984,0.4928888888888889,4.763688888888889,2.2755555555555556,0.18933333333333333,4.8812444444444445,0.7736888888888889
6500,2100,31.898711111111112,31.575333333333333,17.65888888888889,6.949111111111111,19.062044444444446,5.119955555555555,1.1886666666666668,13.103111111111112,0.9102222222222223,6.417288888888889,9.520222222222221,4.130133333333333
6500,4900,0.0,28.865466666666666,0.0,3.9851111111111113,11.431555555555555,2.196,5.369511111111111,8.095866666666666,3.015111111111111,0.7496888888888888,7.0,0.5575111111111111
6500,6300,5.042177777777778,20.40728888888889,18.06586666666667,1.4702666666666666,6.221511111111111,2.5835555555555554,0.0,5.494133333333333,0.0,6.213466666666666,6.0,6.223644444444444
6700,2700,0.0,22.856577777777776,0.0,2.0078222222222224,11.159955555555555,1.0808444444444445,3.4110666666666667,8.444355555555555,1.8090666666666666,0.0,7.000177777777778,0.0
7100,5700,0.0,24.0704,0.0,0.5998222222222223,11.593111111111112,1.1373333333333333,1.7931555555555556,8.950977777777778,3.640888888888889,0.0,7.140133333333333,0.0
7300,2100,31.898711111111112,20.4172,17.65888888888889,6.949111111111111,7.292622222222223,5.119955555555555,1.1886666666666668,6.217911111111111,0.9102222222222223,6.417288888888889,5.7034666666666665,4.130133333333333
7500,5700,0.0,32.23844444444445,0.0,0.5998222222222223,14.983555555555556,1.1373333333333333,1.7931555555555556,9.36511111111111,3.640888888888889,0.0,7.0,0.0
7500,7100,0.8941333333333333,29.64288888888889,9.398977777777779,0.7591111111111111,14.22631111111111,7.145244444444445,1.279511111111111,9.37951111111111,3.5043555555555557,1.0732,7.0,2.5827555555555555
7500,7900,47.858266666666665,29.64288888888889,31.049866666666667,17.19782222222222,14.09688888888889,9.5232,6.238222222222222,8.534666666666666,3.3109333333333333,4.247066666666667,5.932933333333334,2.2528
7700,5900,0.0,29.03968888888889,0.0,2.675688888888889,12.225111111111111,3.8684444444444446,0.6164444444444445,8.222088888888889,0.6257777777777778,0.0,6.957333333333334,0.0
7700,7300,23.479466666666667,40.813155555555554,24.62151111111111,0.6730222222222222,19.009777777777778,8.636266666666666,0.7275555555555555,10.166311111111112,2.7648,0.0,7.0,0.0
7700,7700,29.960755555555554,40.81333333333333,22.458,10.83911111111111,18.98911111111111,6.826666666666667,0.0,10.0,0.0,4.441022222222222,6.177822222222222,2.6396444444444445
7900,700,0.05333333333333334,33.48773333333333,1.7066666666666668,0.532,9.971377777777779,4.1984,0.4928888888888889,4.966622222222222,2.2755555555555556,0.18933333333333333,3.0,0.7736888888888889
7900,900,3.111022222222222,33.48773333333333,10.601511111111112,0.25426666666666664,9.975111111111111,4.585244444444444,0.36,5.0,1.6156444444444444,0.033022222222222224,3.1344,1.0581333333333334
7900,4900,0.0,33.48773333333333,0.0,3.9851111111111113,10.840311111111111,2.196,5.369511111111111,6.540044444444445,3.015111111111111,0.7496888888888888,5.0,0.5575111111111111
7900,5100,0.0,33.550755555555554,0.0,3.6884444444444444,12.091422222222223,2.139022222222222,2.5520444444444443,7.485288888888889,1.4563555555555556,0.4330222222222222,5.601155555555556,0.22755555555555557
7900,7500,5.643244444444444,38.15804444444444,29.4464,0.6139555555555556,17.945333333333334,5.506844444444445,0.7517777777777778,9.750177777777777,2.321066666666667,0.0,6.208755555555555,0.0
100,1500,0.0,20.851644444444446,0.0,6.893288888888889,9.558,4.9044888888888885,9.726755555555556,6.490666666666667,7.816533333333333,2.713511111111111,5.0,2.4234666666666667
100,3300,0.0,24.007644444444445,0.0,3.0776,10.666355555555555,4.5738666666666665,3.2788,6.900488888888889,3.595422222222222,0.0,5.509022222222222,0.0
100,3700,7.588977777777778,23.713866666666668,5.359155555555556,2.720266666666667,9.929377777777777,2.707911111111111,3.8328444444444445,6.6710666666666665,2.9923555555555557,3.464933333333333,5.300711111111111,3.0717777777777777
500,100,1.1508,20.70111111111111,8.487822222222222,0.07417777777777777,7.128,2.3893333333333335,0.04346666666666667,4.815777777777778,1.3994666666666666,0.04377777777777778,3.9723555555555556,1.4108444444444443
500,6300,20.48337777777778,20.400355555555556,12.003377777777779,8.62351111111111,5.0,4.790044444444445,2.3515111111111113,3.0,1.3653333333333333,6.151288888888889,3.0,3.857066666666667
700,1100,26.519288888888887,34.095333333333336,15.065555555555555,11.044533333333334,13.875111111111112,6.678755555555555,4.577688888888889,9.0,3.1971555555555558,0.0,7.0,0.0
700,1300,4.426933333333333,37.34462222222222,2.264177777777778,10.102755555555555,15.54271111111111,5.12,3.406222222222222,9.0352,1.7408,0.0,7.0,0.0
700,1700,0.0,24.436222222222224,0.0,0.3194222222222222,12.815911111111111,0.3413333333333333,0.0,8.799288888888888,0.0,0.0,7.0,0.0
700,3300,0.0,23.361644444444444,0.0,3.0776,13.293866666666666,4.5738666666666665,3.2788,9.977066666666667,3.595422222222222,0.0,8.0,0.0
900,4500,28.678933333333333,22.649244444444445,17.316977777777776,6.2116,9.272177777777777,3.675022222222222,5.066577777777778,7.0270222222222225,4.199333333333334,0.0,6.061422222222222,0.0
1100,300,27.9616,20.704533333333334,18.04391111111111,0.9752888888888889,7.8312,2.0593777777777778,0.21737777777777778,5.983155555555555,2.707911111111111,0.0,5.0,0.0
1100,3100,0.0,24.7808,0.0,0.7575555555555555,12.8164,1.081688888888889,2.236177777777778,9.488488888888888,3.128888888888889,0.0,8.0,0.0
1100,7700,0.0,22.84777777777778,0.0,3.2804,10.3508,1.6839111111111111,0.0,6.714,0.0,0.0,4.9911111111111115,0.0
1300,2300,0.0,20.414,0.0,4.874177777777778,6.931688888888889,2.616888888888889,5.3736444444444444,6.0,3.925333333333333,7.911377777777778,6.0,6.9632
1300,3500,0.8574222222222222,24.986044444444445,2.6850222222222224,4.227688888888889,13.710577777777777,5.7008,1.5808,10.091733333333334,1.4108444444444443,3.287822222222222,8.939822222222222,3.6864
1300,4700,2.7852444444444444,22.647777777777776,1.5248444444444444,5.748488888888889,9.34008888888889,4.858311111111111,5.8796,6.8338222222222225,6.326044444444444,0.0,6.378177777777778,0.0
1500,3900,11.195555555555556,22.6096,8.976844444444444,5.197511111111111,11.461466666666666,4.927555555555555,3.9353333333333333,10.0,2.8444444444444446,1.1837333333333333,9.0,0.8078222222222222
1500,6900,0.0,20.994222222222223,0.0,1.7086666666666666,9.88791111111111,1.024,4.8287555555555555,8.002888888888888,2.7306666666666666,1.6962222222222223,6.864311111111111,0.8424888888888888
1500,7500,16.8596,36.12217777777778,8.536088888888889,7.1437333333333335,15.148222222222222,3.7888,0.0,9.0,0.0,5.329822222222222,6.854177777777778,2.8785777777777777
1700,5900,0.9347555555555556,20.401244444444444,21.093555555555554,5.774177777777778,6.0,9.476577777777777,2.266711111111111,4.011377777777778,3.6286222222222224,0.0,5.0,0.0
1700,7500,16.8596,34.087244444444444,8.536088888888889,7.1437333333333335,14.330577777777778,3.7888,0.0,9.037466666666667,0.0,5.329822222222222,7.0149333333333335,2.8785777777777777
2100,300,27.9616,20.47262222222222,18.04391111111111,0.9752888888888889,7.227333333333333,2.0593777777777778,0.21737777777777778,5.523466666666667,2.707911111111111,0.0,5.309955555555556,0.0
2300,3900,11.195555555555556,25.4124,8.976844444444444,5.197511111111111,15.060444444444444,4.927555555555555,3.9353333333333333,11.023066666666667,2.8444444444444446,1.1837333333333333,9.227955555555555,0.8078222222222222
2500,1500,0.0,29.376622222222224,0.0,6.893288888888889,13.553244444444445,4.9044888888888885,9.726755555555556,9.696933333333334,7.816533333333333,2.713511111111111,8.011022222222222,2.4234666666666667
2500,6700,10.552177777777779,20.450266666666668,7.098755555555556,11.672133333333333,8.459822222222222,6.326044444444444,7.013466666666667,7.963244444444444,3.8682666666666665,5.729422222222222,7.019555555555556,3.1521777777777777
2700,700,2.7788,20.924844444444446,8.203422222222223,1.7202222222222223,11.279422222222221,3.1857777777777776,1.0057777777777779,9.959288888888889,2.5258666666666665,0.0,8.7984,0.0
2700,1300,4.426933333333333,31.384266666666665,2.264177777777778,10.102755555555555,16.452222222222222,5.12,3.406222222222222,11.585466666666667,1.7408,0.0,9.168177777777778,0.0
2700,3700,7.588977777777778,26.336044444444443,5.359155555555556,2.720266666666667,14.773377777777778,2.707911111111111,3.8328444444444445,10.677466666666668,2.9923555555555557,3.464933333333333,8.982711111111112,3.0717777777777777
2700,4100,2.0429333333333335,39.2744,17.533155555555556,2.2054666666666667,19.184,1.991111111111111,0.0,13.103244444444444,0.0,3.177511111111111,10.0,2.605288888888889
2700,4300,10.035244444444444,34.864044444444446,9.4656,0.0,18.792933333333334,0.0,4.6039111111111115,13.499066666666666,4.254933333333334,5.179555555555556,10.0,4.107377777777778
2700,7700,0.0,25.31586666666667,0.0,3.2804,14.229777777777779,1.6839111111111111,0.0,9.8468,0.0,0.0,7.4653777777777774,0.0
2900,4900,0.29573333333333335,37.135422222222225,6.4628,1.6555555555555554,17.0776,2.935911111111111,0.5328,11.731866666666667,0.5792888888888889,0.0,9.089155555555555,0.0
2900,7300,27.096888888888888,35.979866666666666,17.316977777777776,3.136,16.76217777777778,2.6737777777777776,3.7525333333333335,11.0,1.9683555555555556,4.225466666666667,8.0,2.2528
3100,1500,0.0,31.46337777777778,0.0,6.893288888888889,17.019733333333335,4.9044888888888885,9.726755555555556,12.712222222222222,7.816533333333333,2.713511111111111,10.044044444444445,2.4234666666666667
3100,4900,0.29573333333333335,46.78982222222222,6.4628,1.6555555555555554,18.29617777777778,2.935911111111111,0.5328,12.124311111111112,0.5792888888888889,0.0,9.279111111111112,0.0
3100,7300,27.096888888888888,34.48782222222222,17.316977777777776,3.136,15.930755555555555,2.6737777777777776,3.7525333333333335,10.586844444444445,1.9683555555555556,4.225466666666667,8.0,2.2528
3100,7900,0.0,23.181822222222223,0.0,0.0,12.030222222222223,0.0,1.7348,8.107733333333334,0.8988444444444444,3.1618222222222223,6.186622222222222,1.6725333333333334
3300,300,27.9616,20.68551111111111,18.04391111111111,0.9752888888888889,9.842177777777778,2.0593777777777778,0.21737777777777778,9.78031111111111,2.707911111111111,0.0,9.2024,0.0
3300,1700,0.0,31.074444444444445,0.0,0.3194222222222222,15.541377777777777,0.3413333333333333,0.0,11.684977777777778,0.0,0.0,10.050222222222223,0.0
3300,4900,0.29573333333333335,36.93528888888889,6.4628,1.6555555555555554,16.656266666666667,2.935911111111111,0.5328,11.966711111111112,0.5792888888888889,0.0,9.945155555555555,0.0
3500,2100,0.0,22.608622222222223,0.0,6.6620888888888885,10.521466666666667,4.380444444444445,2.0531555555555556,8.514444444444445,1.5589333333333333,0.5352444444444444,8.3072,0.2958222222222222
3500,4100,2.0429333333333335,20.650222222222222,17.533155555555556,2.2054666666666667,10.121644444444444,1.991111111111111,0.0,10.170444444444444,0.0,3.177511111111111,9.0984,2.605288888888889
3700,6700,10.552177777777779,20.441111111111113,7.098755555555556,11.672133333333333,7.534488888888889,6.326044444444444,7.013466666666667,7.0,3.8682666666666665,5.729422222222222,7.0,3.1521777777777777
3900,900,35.276444444444444,44.44391111111111,23.07431111111111,6.666622222222222,22.53671111111111,5.302044444444444,1.262488888888889,16.85151111111111,1.5132444444444444,2.046177777777778,13.556711111111111,3.3901777777777777
3900,3100,0.0,20.400355555555556,0.0,0.7575555555555555,6.962577777777778,1.081688888888889,2.236177777777778,5.9664,3.128888888888889,0.0,6.002977777777778,0.0
3900,5500,36.19582222222222,23.7652,19.762755555555554,6.716844444444445,10.45128888888889,5.667244444444444,1.162311111111111,8.007244444444444,1.8322222222222222,1.2507555555555556,8.0,3.538488888888889
4100,300,27.9616,37.92208888888889,18.04391111111111,0.9752888888888889,20.7536,2.0593777777777778,0.21737777777777778,14.6784,2.707911111111111,0.0,11.40928888888889,0.0
4100,500,15.662088888888889,52.522222222222226,7.9528888888888885,0.18782222222222222,25.243244444444443,2.1617777777777776,1.1013777777777778,16.683733333333333,3.3905777777777777,0.007955555555555556,12.69368888888889,0.2503111111111111
4100,700,2.7788,58.763555555555556,8.203422222222223,1.7202222222222223,26.912177777777778,3.1857777777777776,1.0057777777777779,17.822533333333332,2.5258666666666665,0.0,13.3368,0.0
4100,900,35.276444444444444,51.27515555555556,23.07431111111111,6.666622222222222,24.85942222222222,5.302044444444444,1.262488888888889,17.38222222222222,1.5132444444444444,2.046177777777778,14.0,3.3901777777777777
4300,4300,10.035244444444444,20.58417777777778,9.4656,0.0,7.0,0.0,4.6039111111111115,6.896533333333333,4.254933333333334,5.179555555555556,7.3574222222222225,4.107377777777778
4300,5500,36.19582222222222,23.935111111111112,19.762755555555554,6.716844444444445,10.334933333333334,5.667244444444444,1.162311111111111,8.0,1.8322222222222222,1.2507555555555556,8.0,3.538488888888889
4500,1300,4.426933333333333,23.38511111111111,2.264177777777778,10.102755555555555,15.851066666666666,5.12,3.406222222222222,14.3736,1.7408,0.0,12.784088888888888,0.0
4500,7100,2.0449333333333333,22.827333333333332,8.260266666666666,1.0389333333333333,11.240222222222222,1.8773333333333333,2.6738666666666666,8.0,1.3432444444444445,5.072933333333333,7.0,2.6965333333333334
4700,100,1.1508,22.890355555555555,8.487822222222222,0.07417777777777777,12.554044444444445,2.3893333333333335,0.04346666666666667,10.627777777777778,1.3994666666666666,0.04377777777777778,9.169688888888889,1.4108444444444443
4700,7500,16.8596,35.81746666666667,8.536088888888889,7.1437333333333335,13.932977777777777,3.7888,0.0,7.961377777777778,0.0,5.329822222222222,6.0,2.8785777777777777
4700,7700,0.0,33.894622222222225,0.0,3.2804,12.241822222222222,1.6839111111111111,0.0,6.944133333333333,0.0,0.0,5.2282222222222225,0.0
4900,500,15.662088888888889,23.319244444444443,7.9528888888888885,0.18782222222222222,14.712488888888888,2.1617777777777776,1.1013777777777778,13.294933333333333,3.3905777777777777,0.007955555555555556,11.01751111111111,0.2503111111111111
4900,1100,26.519288888888887,23.781555555555556,15.065555555555555,11.044533333333334,16.5012,6.678755555555555,4.577688888888889,14.68271111111111,3.1971555555555558,0.0,12.0032,0.0
4900,3100,0.0,21.050622222222223,0.0,0.7575555555555555,9.479466666666667,1.081688888888889,2.236177777777778,7.0,3.128888888888889,0.0,6.0,0.0
5100,1700,0.0,21.120266666666666,0.0,0.3194222222222222,12.142622222222222,0.3413333333333333,0.0,10.772355555555556,0.0,0.0,9.990311111111112,0.0
5100,5300,37.028533333333336,22.71328888888889,21.526533333333333,3.8363555555555555,9.839333333333334,3.8916444444444442,0.004044444444444444,8.0,0.12515555555555555,0.0,7.953822222222223,0.0
5300,2700,0.0,20.9888,0.0,0.0,8.730088888888888,0.0,0.0,7.0,0.0,3.8951555555555557,6.984666666666667,5.336844444444444
5300,3700,7.588977777777778,20.5656,5.359155555555556,2.720266666666667,9.0,2.707911111111111,3.8328444444444445,7.021866666666667,2.9923555555555557,3.464933333333333,6.502711111111111,3.0717777777777777
5300,5700,16.098266666666667,22.737733333333335,14.256177777777777,6.455777777777778,11.0,7.123688888888889,2.449333333333333,9.488933333333334,4.073244444444445,1.3580444444444444,8.371644444444444,2.4803555555555556
5300,6500,37.6992,20.98462222222222,22.12911111111111,15.603422222222223,9.945244444444445,8.407733333333333,7.900355555555556,9.091644444444444,4.186755555555555,4.899333333333334,8.0,2.7306666666666666
5500,1100,26.519288888888887,21.56871111111111,15.065555555555555,11.044533333333334,13.881466666666666,6.678755555555555,4.577688888888889,12.0,3.1971555555555558,0.0,10.129155555555556,0.0
5700,1700,0.0,21.330355555555556,0.0,0.3194222222222222,11.962844444444444,0.3413333333333333,0.0,9.732088888888889,0.0,0.0,9.0,0.0
