Dipole,Elongation,Aspect_Ratio,Centroid_x,Centroid_y,Diff_of_means
0.15792591796471564,115.0,0.9602272727272727,3775,1644,0.053741038184083746
5.835157448162984,142.0,1.504,2149,1559,0.044972126661898114
1.0368711675601658,45.0,0.984375,1715,1473,0.0698702675408016
5.109552301088956,134.0,0.9038461538461539,2147,1429,0.05833943769729617
7.232892418924966,81.0,0.8930817610062893,105,1414,0.06567179479294005
1.959264812883948,66.0,0.6717557251908397,3782,1387,0.06598484431225674
1.8268130854822928,24.0,0.9252336448598131,2994,1274,0.07274056728616864
3.3373160107863082,44.0,0.865546218487395,3586,1261,0.07535433804128512
1.263550173781999,96.0,0.9403973509933775,2873,1259,0.06152024770012429
10.779816174268426,79.0,0.9402985074626866,3805,1244,0.06829334813905691
0.04729105668181659,88.0,1.0145985401459854,1942,1228,0.05318962668452186
0.0,40.0,1.0825688073394495,2439,1181,0.05202648491546932
1.6669481654840081,102.0,1.0291970802919708,1857,1167,0.0531523525589573
0.22785170425133655,38.0,1.0480769230769231,924,1152,0.04138362569362346
0.9042185261579175,26.0,0.8878504672897196,1001,1063,0.041974563542915413
3.7769596428586745,42.0,1.1956521739130435,1320,1051,0.04575039191732074
3.2561610119596858,18.0,1.0172413793103448,4117,986,0.05202915148360229
7.417326016890626,53.0,1.1057692307692308,2777,977,0.06696106587379352
1.0664926365804956,45.0,1.0092592592592593,3189,962,0.05005817492391359
14.202317042630009,80.0,1.2592592592592593,1628,940,0.06093251027846171
0.6410268046373262,114.0,0.7236842105263158,2363,862,0.05252996994044419
7.244650899554038,136.0,0.8187134502923976,2665,834,0.05975564656242244
3.799068301321846,75.0,0.9166666666666666,795,758,0.055637973062812415
11.392221948936395,96.0,1.4173913043478261,1951,739,0.07590698016344632
2.5238091734577544,72.0,1.5,3777,638,0.046843264993293734
6.570916085840441,55.0,0.9915966386554622,401,628,0.05150422723631301
5.272540756925667,71.0,0.8301886792452831,810,615,0.057202289402687775
2.754376158564535,55.0,0.788135593220339,475,536,0.05193633563150945
4.418367316691112,86.0,0.7709923664122137,2666,537,0.0567658464399979
2.8799147201651714,47.0,0.8469387755102041,4012,513,0.06877894062859953
7.0691061171586655,111.0,1.3082706766917294,3344,463,0.07018935787580662
1.6293323316247874,91.0,1.292929292929293,1744,427,0.04130485527544351
0.5584508112288838,33.0,0.9834710743801653,1107,417,0.061946591066646225
0.6656093831084117,137.0,1.4365079365079365,1888,372,0.04859780819926595
9.16629252017554,56.0,0.8584070796460177,3500,324,0.06229149678439353
2.423031809236946,15.0,0.9021739130434783,388,222,0.04706204956480782
0.7799321885892486,22.0,1.0754716981132075,908,226,0.07056138638027826
8.00242370007168,99.0,1.1893939393939394,2584,233,0.05637939916044675
2.4126203175011325,41.0,0.7101449275362319,2839,132,0.04204342894182467
1.7056941826589367,30.0,0.9878048780487805,3168,123,0.052038964470259054
12.509240632372597,61.0,0.7101449275362319,606,99,0.06274784203965474
