Dipole,Elongation,Aspect_Ratio,Centroid_x,Centroid_y,Diff_of_means
0.03360843472755017,118.0,0.8666666666666667,4141,3562,0.06553801811562637
0.008992591420384916,21.0,0.9375,4094,945,0.06156687932542414
0.015580793934557595,45.0,0.9534883720930233,4069,2577,0.06480537800820935
0.027594856857342098,82.0,0.8703703703703703,4050,3295,0.06954864966595826
0.014851435790436684,212.0,0.7631578947368421,4052,1055,0.0492882317234912
0.002559625110757725,47.0,1.0229007633587786,3860,1160,0.06760448371320363
0.04439447344347102,100.0,1.1098265895953756,3803,1805,0.06874818900951604
0.0095714591542517,93.0,0.9044585987261147,3789,497,0.07220561624563694
0.06458475813629598,143.0,0.7476190476190476,3803,81,0.06208405915389335
0.02116428638013812,71.0,0.8467153284671532,3756,3612,0.06707760485387143
0.0,40.0,1.0168067226890756,3734,3212,0.0668160612358487
0.058644142050932414,130.0,0.8031088082901554,3676,2875,0.06386803284496129
0.05320806249038717,59.0,0.9921259842519685,3631,1977,0.0911026065075246
0.00800447431154057,8.0,1.0444444444444445,3562,724,0.06342053176279339
0.05802128835365832,100.0,0.6830601092896175,3598,1240,0.08501347065740492
0.06694601540232349,127.0,1.197452229299363,3581,1483,0.07553820225263293
0.04219971949353226,199.0,1.0194174757281553,3572,3683,0.05689971105524408
0.023797863721805097,72.0,0.8023255813953488,3504,3017,0.06999215860737515
0.0835240488452271,142.0,0.9631578947368421,3507,852,0.06377581776482033
0.0016931585303935723,74.0,1.0516129032258064,3451,583,0.06890030398508523
0.006534198356926904,68.0,1.226890756302521,3410,3501,0.06883320405964226
0.015274401225499985,44.0,1.1134020618556701,3364,210,0.06561145086541462
0.005471757908014296,71.0,0.7956989247311828,3347,2278,0.042767300687054324
0.0038245999200518044,21.0,1.0740740740740742,3326,3927,0.06185074916169208
0.02231100491706671,87.0,1.328125,3229,4156,0.06282940997819367
0.004459039324762104,92.0,0.8882978723404256,3201,1302,0.07113296726820122
0.0011826870773051115,18.0,1.032967032967033,3118,3391,0.036475068926953874
0.0047568617560404735,18.0,0.9067796610169492,3118,3716,0.05487063303922006
0.026366796583257864,136.0,1.2263157894736842,3110,634,0.06029038344757688
0.0170745538131522,118.0,0.6666666666666666,3083,212,0.05177911891801636
0.011430593810819609,96.0,0.9060402684563759,3044,100,0.05612212592180969
0.01823787641694099,15.0,0.991869918699187,3030,1754,0.07595440308127453
0.03210415712488116,70.0,1.28125,2944,2231,0.06421013689609932
0.017469321563597987,21.0,0.9903846153846154,2927,2674,0.0683680556216866
0.025760197604322705,158.0,1.3708609271523178,2919,2430,0.060376843682745526
0.002245402648303095,38.0,1.2535211267605635,2819,1968,0.036729444019231096
0.01053220328645332,91.0,0.8177339901477833,2658,2593,0.06936240322537901
0.0006900484169275108,34.0,1.055045871559633,2599,2888,0.05944167041001537
0.004506290892371155,28.0,0.976,2601,4119,0.062203184112518704
0.011100933631275685,34.0,0.9849624060150376,2597,1733,0.05049213264080489
0.0038341166523401657,68.0,0.9337748344370861,2583,3491,0.06698249113808064
0.0006311840219955344,15.0,1.2247191011235956,2515,1645,0.04787317019806088
0.00206896793675254,149.0,0.7982062780269058,2524,3707,0.059703077266513846
0.0024032960311747794,24.0,1.0593220338983051,2407,2276,0.06616100941796237
0.09468883086948579,169.0,2.036764705882353,2313,717,0.04289854917477878
0.10518836205342931,167.0,0.9651162790697675,2254,575,0.07162388267880793
0.027683566772362906,59.0,0.8823529411764706,2216,1612,0.04288661272633513
0.0011149386698195503,127.0,1.0309278350515463,2258,957,0.05282753350739334
0.0343333295019325,78.0,1.4603174603174602,2214,1177,0.06562386883139885
0.0012524190604735871,75.0,0.8055555555555556,2210,3386,0.05923243447426455
0.007936018751351052,44.0,1.0758620689655172,2082,3530,0.06740928186114796
0.02714391855655818,70.0,0.8735632183908046,2015,3934,0.0764464686752811
0.005354566971616531,143.0,1.2857142857142858,1961,3411,0.05859576076708912
0.017813680180373388,52.0,1.096774193548387,1894,2162,0.06563900675398933
0.017950451579936633,98.0,1.3653846153846154,1861,3426,0.05645803827060582
0.037600121593956745,102.0,0.8294117647058824,1851,3092,0.0649729845100572
0.04682875483947707,151.0,0.8133971291866029,1874,316,0.06648036315308868
0.023105148420413404,138.0,1.155,1840,1071,0.05044467648280565
0.04565725806160844,82.0,1.2647058823529411,1788,1338,0.06048578842585669
0.005126420772279673,77.0,0.9615384615384616,1793,2649,0.06883745725050291
0.00530163649985862,35.0,0.96,1712,712,0.07599014156858137
0.005053743581160516,21.0,0.9416666666666667,1672,4109,0.06195741974288688
0.026674531325682326,63.0,0.974025974025974,1687,1739,0.062184557306066444
0.03514505592686139,63.0,1.0466666666666666,1674,1954,0.07336474496410679
0.012093759995430269,86.0,1.2606060606060605,1658,2833,0.05967408674447153
0.000306148145973939,75.0,0.9831932773109243,1568,3921,0.05796321473378372
0.028082247912266496,66.0,1.091549295774648,1494,3067,0.06441275017415102
0.010780281982663226,89.0,1.2666666666666666,1469,3975,0.049082220655824724
0.0006816737865586391,27.0,1.0555555555555556,1472,1652,0.07520554706969287
0.10112620575777694,141.0,0.9489795918367347,1476,4174,0.0635619112660303
0.019004679502800506,71.0,0.9226804123711341,1438,241,0.07120515371928068
0.03319528312969697,55.0,1.0851063829787233,1374,2534,0.07095844830161063
0.0531699302520911,136.0,1.2317880794701987,1347,3222,0.07152371000913785
0.006085139620983709,6.0,0.9349593495934959,1248,3914,0.05528257446815371
0.03880626573788681,60.0,0.7979274611398963,1151,2755,0.05844029431155469
0.14428521492526553,143.0,0.8809523809523809,1131,1383,0.03150858918234318
0.17078559787790915,181.0,1.1578947368421053,1047,1247,-0.0009008962028542317
0.20369677098335898,181.0,1.1170731707317074,1010,1584,0.006097841141201293
0.0009665669418517144,6.0,1.0151515151515151,964,3281,0.06066668223651041
0.016225755819995438,95.0,1.150943396226415,957,1770,0.05112615628800645
0.02230389531439295,116.0,1.0441988950276244,908,2583,0.051765898064072516
0.01622349573242225,59.0,1.1333333333333333,863,1456,-0.03993444721985026
0.026876880892466773,184.0,1.161764705882353,886,2323,0.03108172228496979
0.1409150447977731,197.0,1.7333333333333334,850,1267,-0.02723084992486051
0.0028313417862278725,49.0,1.05,852,335,0.07182702647352551
0.03659247873289251,72.0,1.625,770,1565,0.0025845034192517047
0.08304540852767091,174.0,1.7787610619469028,746,1138,0.033354886095950866
0.06476977256698338,81.0,0.9441624365482234,774,3324,0.06819408416776657
0.048699564663911774,80.0,1.0518518518518518,727,2333,0.051067052079631026
0.0041722773199011475,46.0,1.0427350427350428,651,151,0.05608632758919702
0.18010005555324252,166.0,1.289617486338798,621,1571,0.007273830868307372
0.013951604166305838,55.0,1.0841121495327102,568,79,0.05037681591820092
0.0636619733996581,123.0,1.0677966101694916,593,844,0.05335651208870061
0.0033811146270825957,38.0,0.7962962962962963,478,2336,0.06845713065640009
0.016544516834550865,91.0,1.2278481012658229,453,3139,0.0589117770254014
0.04222518450892897,106.0,1.223021582733813,433,2773,0.04905426371646608
