200_density,200_grad,400_density,400_grad,600_density,600_grad,800_density,800_grad,1000_density,1000_grad,1400_density,1400_grad,1800_density,1800_grad,2200_density,2200_grad,2600_density,2600_grad,seeds,cx,cy,dipole
7553.845262,74.66439436,7868.084104,44.55189579,10472.30649,58.2302421,12610.52896,57.35741328,14331.48501,48.94780795,16986.79512,40.63438481,18963.81877,40.12376736,20414.15871,39.58573484,21431.21757,37.80502957,4,3675,1675,0.008009409
11252.51456,146.0692156,11568.74584,50.15506823,12119.38989,51.03704186,13445.54597,47.22337845,15193.1487,35.71926311,18655.46185,25.92649593,21161.82215,30.44962307,22780.73374,33.41186193,23764.38191,33.46194422,4,3675,2275,0.190940316
9455.28416,150.67309,10346.41168,123.0466283,11203.51282,77.3068463,12813.91098,47.46089977,14757.39174,25.03817548,19008.47339,4.993360603,23035.26092,15.63428317,25981.12417,21.17410306,27607.05423,22.04941306,4,3675,4675,0.18933896
14025.57526,115.4614072,13665.67582,21.3683445,13922.24638,29.90129666,14561.98958,19.9945308,15667.54859,9.99496709,19014.81833,6.221365357,22779.05021,16.60006109,25695.63665,22.21261371,27356.92553,23.07837507,4,3675,5075,0.16974395
12486.98612,211.4381535,13207.36072,47.29076974,14207.57977,25.0497297,14813.51359,10.41041536,15789.42749,4.209917348,18952.37552,7.898788412,22611.08415,17.29365236,25483.01636,22.89727954,27143.71833,23.8359377,4,3675,5275,0.429677293
9089.940394,114.0729489,10126.52522,100.9954818,10525.9514,51.67657348,10980.16815,40.45134528,11441.7094,35.6926606,12520.06686,35.83183424,13831.22886,38.09550327,15174.04481,38.61917806,16411.80507,37.80560522,4,3675,8675,0.01210664
13343.31553,276.1970711,11905.16466,97.12183574,12277.08174,68.52217568,13446.65399,42.32461556,14976.78142,23.28329863,18691.46322,11.23807593,22319.86949,17.75728675,25061.04069,23.5198711,26669.11236,24.95612433,4,3875,5875,0.741915408
12924.31082,175.9436978,11819.96778,52.0077384,11604.21477,14.40902297,11943.23676,9.519041571,12619.2838,14.4314006,14259.60122,28.9514493,15866.22074,35.64261108,17293.09932,37.67389056,18503.92274,37.39106909,4,3875,8275,0.222475256
11253.26365,121.0815651,12007.7834,32.48869391,13261.3869,36.8637147,14756.36936,49.39763996,16450.54838,38.88478102,19909.01944,19.30918708,22556.52572,24.05910311,24281.41079,28.98654108,25259.51194,30.0557181,4,4075,2475,0.002993748
16779.46606,138.1344352,12724.0129,52.76831536,12674.33481,52.43080041,13639.58935,35.27650757,15072.41964,19.52655816,18854.34668,8.720929271,22646.88007,15.79854772,25484.45673,21.73341287,27105.77686,23.25302644,4,4075,5875,0.424497804
12390.64619,208.1957666,11157.64559,77.33808506,11189.81244,29.06830245,11669.36951,14.5717937,12490.9592,16.46655285,14359.81868,29.661901,16090.70586,35.90433922,17571.79738,37.77490926,18794.89681,37.40287306,4,4075,8275,0.057913265
8341.587781,96.28380757,8626.394453,110.7534091,8769.980928,71.97172691,9406.418955,54.22436566,10192.11312,45.34181232,11722.59804,40.19595944,13270.7197,39.97530416,14740.64365,39.46772505,16044.42623,38.18841706,4,4075,8875,0.034741059
7420.420615,78.39978667,6970.385622,70.55267179,10561.44687,94.06317623,13226.72832,84.12968085,14783.86666,69.35885291,16644.96823,51.10462943,18171.48027,45.29717601,19515.2687,42.56769444,20562.77581,39.73377659,4,4275,1275,0.193592285
11134.93832,129.0138132,10908.50458,51.79186925,12234.0786,56.50438501,14212.31283,57.07278479,16342.1143,42.68868955,20346.86313,15.67782532,23314.68642,19.06296731,25207.21323,25.34065799,26221.19426,27.1569398,4,4275,2675,0.010629214
13270.9837,280.061187,11588.62643,83.68336975,12398.85012,45.52863713,13541.52643,30.4112479,15028.01031,16.85611471,18959.42663,6.63460993,22919.19441,14.11669601,25845.49289,20.1017661,27477.27721,21.65771966,4,4275,5875,0.493669515
8164.368612,92.55738199,7244.546322,80.06325538,8749.330152,65.00750144,11596.88581,56.57169156,14776.22017,42.22884852,20302.81509,14.37495908,24122.9258,11.83003317,26444.07729,19.03373439,27589.31387,21.73101044,4,4475,3075,0.041214504
7405.158211,79.01633356,7041.202351,64.65508434,10602.46658,68.35613793,12892.71193,42.43367731,14747.61006,23.10170427,19173.39087,1.949575124,23884.64663,9.06709524,27283.53183,13.25702754,29019.57135,13.48716356,4,4475,5075,0.171377735
7394.129895,79.89533625,5092.415209,26.04001923,7198.930377,30.91460045,10045.15315,14.63664429,12564.80975,3.137256213,16387.47768,22.25105058,18981.80684,30.71406855,20800.23563,34.30073163,22057.38026,34.74070969,4,4675,7675,0.026967737
15894.15425,370.3102824,15956.45266,142.5226869,17776.95733,47.50609821,19095.92979,19.91428108,19677.26675,18.69295823,20463.01721,25.78163614,21679.51048,32.5401413,22904.65104,35.37177546,23780.33596,34.84584695,4,4875,1875,0.134899338
7391.419336,80.1077443,4431.567977,8.798795602,5638.260647,10.33323108,8645.343083,8.523210544,12242.28487,4.675641844,19221.75487,6.61039203,24642.61809,4.797249864,27998.50501,6.252000458,29548.94773,7.7738781,4,4875,4075,0.043931973
8582.711225,112.0431116,7200.012071,34.74203701,8448.640072,29.48166727,10838.14016,20.9028911,13571.80402,11.65342874,18652.47718,8.560622724,22526.30485,16.21603345,25153.85432,22.54206791,26627.76921,24.54148144,4,4875,6475,0.049412322
13544.07349,296.3525634,14790.04104,159.7143185,15758.74648,102.93465,16365.47258,79.82902946,16902.08257,66.07182896,17750.57627,50.39704138,18812.33079,45.23813933,19995.87829,42.76351452,20992.73965,39.9352348,4,5075,1275,0.904827202
18728.56229,199.9060496,17951.95741,93.30643715,17816.34377,65.17910186,18067.4177,56.72016167,18359.54139,50.42797317,18915.6805,42.75385201,19896.69736,41.44955597,21039.14126,40.64695481,21973.83834,38.51881084,4,5075,1475,0.957386645
20941.12049,165.4155368,18990.28883,33.53343947,18758.19002,25.73201599,19114.00388,28.87867687,19382.29019,31.84066302,19874.75274,34.09167599,20879.47535,37.14380216,22025.23135,38.19868553,22916.32779,36.84880767,4,5075,1675,0.62702257
18263.12838,318.6558447,17605.30493,102.7938703,18494.51071,38.18711184,19425.3084,9.691957839,19916.40974,12.70014041,20607.88844,24.94002059,21749.95712,32.50650352,22946.54899,35.47721478,23814.12764,34.94753613,4,5075,1875,0.995447118
7394.107082,79.89418882,4757.630768,20.95351948,6833.680602,26.11331441,10226.52213,24.66569696,13248.96783,17.34363254,18999.6614,2.320341341,24193.2276,6.104551545,27664.95881,9.504173258,29344.55281,10.07414581,4,5275,5275,0.104376805
8583.370883,111.8822921,7198.721604,28.25750562,8297.472676,11.68846476,10718.62994,7.596101341,13564.40943,4.832043401,18774.6761,7.727256207,22679.21905,16.13845793,25290.45024,22.46578173,26731.75289,24.40029588,4,5275,6475,0.007144834
8395.803827,80.76210907,11126.06748,108.5047163,15102.40089,85.59914239,17795.78859,49.88919372,19411.1063,24.81279796,21366.40286,9.248879754,23067.59333,24.01638527,24465.52821,30.3304619,25336.86169,31.23547546,4,5475,2275,0.001403111
8222.006263,96.74914447,7814.611264,69.787029,8528.13191,15.6794163,9957.879833,12.26450654,11636.65008,25.23973686,14716.37638,35.61519142,17159.06225,38.74416261,18986.13396,39.08798585,20309.93184,37.8065047,4,5475,8075,0.028457802
8242.646593,87.33706412,9040.238578,119.2050249,11469.62053,117.6468961,13242.15798,95.51272324,14444.14833,78.2119971,16009.52674,57.96549464,17304.36435,49.45272438,18581.86682,45.24926488,19681.33335,41.65982204,4,5675,1075,0.040882037
12828.63054,155.2169359,9692.921201,30.12738773,8260.700801,28.35529291,8629.19483,35.76233491,9834.093216,40.23204477,12585.51615,43.15336776,14965.917,43.10641043,16835.78885,41.67661338,18259.40994,39.51990471,4,5675,8475,0.015899056
12151.29493,206.5242739,8646.354607,73.00690586,7388.211293,45.88197731,7696.665802,43.31152737,8819.021887,44.3898367,11507.64664,45.01789173,13894.07479,44.10162484,15801.40979,42.22938863,17279.03313,39.86665337,4,5675,8675,0.065132857
8278.278997,81.7659692,10428.26454,93.23602906,14202.53276,93.17301945,16043.75189,71.67141899,16992.9161,58.80694063,18175.03481,47.23690116,19313.66702,44.00044948,20482.91278,42.29203946,21453.13401,39.73305506,4,5875,1475,0.046053344
8465.431584,73.18616042,11643.66475,34.40177857,15468.2899,47.34812012,17596.52305,34.79992593,18874.33905,24.55663362,20561.37042,23.72576659,22013.83485,31.44867266,23275.4299,35.00178612,24146.16889,34.67729229,4,5875,2075,0.043803335
7602.130709,75.39984269,6473.640536,36.62610671,7270.022465,14.5818748,9182.337498,7.030274392,12209.36195,9.187916456,19260.11352,8.246559671,24685.15904,3.88590857,27846.03509,9.092719121,29247.21626,11.90585792,4,5875,4075,0.01698751
7626.724938,72.51614522,8392.077755,74.17875833,11263.30256,61.78872885,14267.20227,50.18200823,16927.19951,34.66682157,20849.63545,11.52836847,23440.2709,20.77053778,25136.9262,27.78435441,26069.85144,29.208808,4,6075,2675,0.037633381
8147.692591,90.87766305,6854.176372,48.61612173,8282.901481,28.4791242,11093.48631,21.26471731,14104.31283,15.04133782,19234.04199,5.749464201,22931.34881,15.75780473,25372.99566,23.00087161,26705.37276,25.06169755,4,6075,6275,0.286362802
7582.769376,76.46092024,5929.91131,38.35156259,7108.084099,10.40845835,9751.437653,13.7606985,13158.05209,19.08907246,19744.19273,9.269334474,24316.1351,10.06970832,26928.56341,17.65174618,28121.3557,20.2813429,4,6275,3675,0.016917014
7430.824473,78.10180549,6168.184869,13.28598606,7656.310573,7.192016361,9574.612399,7.165866395,12407.76769,9.449157199,19099.36149,4.085278408,24318.64129,6.416279166,27401.66523,12.97948934,28804.86711,15.45198993,4,6275,4675,0.006810494
8152.07234,90.23979773,7738.384153,10.61509044,9881.177953,32.96300292,12381.13682,26.86484087,14810.17994,16.28734245,18900.24021,12.60287664,21872.20408,22.73525877,23928.96618,28.67632514,25165.06549,29.97342356,4,6275,6675,0.059195919
7518.819875,76.60481888,6876.143424,63.46117919,9544.228606,43.7315964,11892.47841,29.43111319,13725.67662,26.46629123,16748.31329,30.91647022,19113.80383,35.15481064,20892.09225,36.89384838,22135.83842,36.21375059,4,6275,7475,0.345701099
7800.741734,67.19867934,9644.44804,33.20682308,12719.82775,36.22340696,14949.86269,37.74678607,16636.23392,35.08685821,19102.05295,34.26380701,20820.14263,37.23407354,22141.4053,38.48388399,23072.68868,37.17268386,4,6475,2075,0.066001674
7708.404369,70.18896701,8284.403288,48.48448565,10509.11224,47.02961802,13089.55084,33.69805402,15729.72203,21.36158693,19730.49219,19.89167673,22214.59409,28.76840743,23822.9281,33.16549568,24771.04161,33.2853282,4,6675,2675,0.027312268
8164.366178,89.9857373,7029.619439,49.74820664,7704.581292,17.1568418,10228.00164,13.95671617,13509.05053,18.47220087,19460.13371,4.693523219,23653.88979,11.43174434,26221.63033,20.01711646,27495.88968,22.5585204,4,6675,5275,0
7659.019269,72.88076791,7327.825952,35.91869504,9596.325949,53.06307008,11707.10516,57.74959614,13435.94804,56.43407747,16056.91959,50.91571584,17877.40891,46.97372533,19286.83987,44.22782713,20381.50852,41.15915313,4,6875,1675,0.200711325
10632.13412,178.3685345,10991.10604,94.15630164,11733.97476,62.65889402,12798.91608,44.28680936,13987.15817,37.97379655,16196.01649,37.3336173,18093.23,39.00675106,19676.36227,39.48243159,20892.00983,38.17251151,4,6875,7475,0.027191653
8148.375062,90.78558183,7018.116753,35.76257211,8174.346725,6.559971095,10950.77329,20.02050301,14145.73275,19.52609017,19490.4689,2.426816695,23120.02786,16.63354393,25362.62611,24.71883733,26526.63045,26.74541791,4,7075,5075,0.000420541
8874.642845,126.2187878,11213.71114,98.79421265,13402.02656,35.28698103,14731.01029,11.54499196,15956.47441,13.74313451,18130.3388,25.18484677,19969.1251,32.69133178,21496.67726,35.97751229,22614.28034,35.82752719,4,7075,6875,0.095839605
12741.26817,72.07551032,13135.95242,37.56520897,13232.32756,38.81950914,13849.51569,34.85464319,14797.9969,33.24991284,16740.39163,35.24988373,18483.0319,37.98838129,19988.51678,39.00944493,21160.46902,37.91771152,4,7075,7275,0.120625851
7513.780467,76.9369623,6228.616537,40.45894908,8833.17928,25.51551016,12016.60289,9.805182906,14615.27621,15.63509746,18123.9322,30.43639468,20354.74087,36.94282964,21901.43946,38.70020105,22919.35076,37.41126895,4,7275,2675,0.019246313
7487.030562,76.6414623,6041.869399,46.01388641,6667.34845,53.45852214,7900.691212,57.70396494,9492.835535,59.20721626,12488.45633,55.92579225,14704.78124,50.78666554,16389.76718,46.58254437,17721.79987,42.82398761,4,7475,1475,0.075788273
9042.320857,115.4880933,11161.46936,103.8555023,12365.83752,65.76595982,13320.98616,49.57674641,14235.98983,43.75970058,15865.14131,41.00694542,17371.92587,41.18638027,18778.06422,40.9282924,19955.04405,39.2915406,4,7475,7275,0.210422571
8923.349992,96.59453666,10621.99738,71.88624862,13061.5375,32.38625917,14924.2927,5.541103213,16183.7979,14.00254077,17923.50119,28.71378673,19423.28826,35.3554809,20779.36204,37.85321616,21844.03766,37.27954184,4,7675,6475,0.394247878
7412.742137,79.01116075,5486.776417,31.88899614,7097.182098,39.51687457,9140.586166,48.07168082,10921.80556,51.31288155,13687.54323,50.95192295,15749.88689,48.47736357,17378.3853,45.61039288,18652.67602,42.30284609,4,7875,2075,0
8781.915287,123.5903775,10108.32183,134.445124,12206.14686,78.06011195,13871.73405,29.346243,15330.77882,4.140675055,17922.72211,25.54473338,20126.3467,35.48929108,21779.24473,38.22108783,22861.51065,37.18275562,4,7875,3675,0.013425612
8224.011538,93.15475356,8216.816132,61.46268796,10392.15015,26.34498465,12940.48695,10.29248496,15159.9314,3.239682858,18480.27996,21.05085636,20828.50793,31.3199563,22498.93232,35.34271602,23565.58795,35.19124281,4,7875,4875,0.01109008
8417.597944,84.8180402,10140.72434,83.39486798,12456.73808,56.07790195,13841.05095,44.33110474,14752.95396,41.20405314,16133.63215,40.6880576,17465.5804,41.26929884,18777.33778,41.08704464,19908.01427,39.46155103,4,7875,6875,0.329526983
8393.184911,80.15148776,10670.70343,40.81305201,12463.27419,35.47418144,13808.06118,14.97685516,15167.37447,11.32850609,17715.67617,27.73210155,19863.51689,36.00246692,21496.35892,38.42940263,22591.5033,37.37931815,4,8075,4275,0.034931231
9731.182556,82.02082196,12389.51951,34.20533911,13504.97808,8.771873295,14489.92065,18.51032538,15391.54135,29.34603203,16930.07793,36.75596511,18344.86269,39.48208475,19661.22424,40.17606171,20745.35543,38.85261605,4,8075,6275,0.039870526
7391.419336,80.1077443,3975.720227,10.93133618,3203.191108,17.39670282,3864.733062,35.15157259,5136.777832,44.62113351,7748.580098,47.15625425,9902.2083,44.49745797,11744.01537,42.00617249,13345.58719,39.67109027,4,8075,8475,0
14171.0766,173.6568031,14927.59744,47.61770456,14639.22868,14.76164598,14451.43096,10.35008906,14816.14014,23.45178692,16438.49823,36.6428675,18288.51545,41.48103168,19868.94441,41.90418075,21027.13378,39.87112847,4,8275,3675,0.046453945
8899.272825,98.29520489,9177.490232,64.81936233,10885.57816,36.39253888,12846.45978,25.75121836,14502.92828,26.20009447,17078.43513,33.92621277,19081.55632,38.72092816,20647.14359,39.90826124,21760.08626,38.47105679,4,8275,4675,0.036333664
11308.08586,186.9387011,11853.81938,74.62430866,12741.79314,29.74529998,13747.93049,26.96941936,14786.38703,33.70696646,16645.22683,38.73213484,18213.85062,40.48434274,19583.92685,40.70336005,20681.43383,39.15336481,4,8275,5875,0.074277352
11311.35972,145.8815527,12242.81885,100.0781812,12406.17977,64.12600776,12518.49129,48.39407272,12902.95822,45.19115708,14336.06957,46.08965503,16080.08014,46.2554179,17684.62694,44.70052668,18961.27584,41.83701982,4,8475,3075,0
15305.57311,161.147613,14672.80362,79.60896306,14265.8562,41.93583583,13899.85433,34.33040335,14080.29878,36.45521008,15493.69139,41.75824428,17264.54676,43.89065995,18847.76248,43.3064132,20060.12369,40.86234318,4,8475,3675,0.038044089
11381.16921,176.4664648,12411.81677,53.05782219,12598.40292,42.95567236,12988.214,45.38910143,13708.66223,46.85195327,15353.40064,45.33653968,16866.37686,43.75293356,18236.57685,42.43045347,19389.60834,40.28348559,4,8475,6075,0.041193538
10482.94037,182.0412157,9378.67067,114.1360468,9898.473151,83.99089182,10498.28562,64.61327061,11133.18424,55.53428438,12712.46199,50.02640294,14505.24717,47.93207601,16177.43352,45.53429404,17553.39817,42.41423811,4,8675,2875,0.011127681
11989.4931,211.6059908,13378.71465,120.473328,13012.27555,73.02417219,12680.41136,54.80679021,12817.46037,48.85934702,14117.0887,46.92233511,15851.51455,46.37803206,17468.80052,44.69230879,18763.95803,41.83093659,4,8675,3475,0
7659.839849,75.49775143,7517.400538,84.36203779,9444.068846,68.25787866,11102.471,56.68620496,12550.8449,51.80169367,14879.10699,47.23641844,16662.88352,44.8545763,18145.4433,43.08426129,19338.31437,40.65722003,4,8675,5475,0
7587.416156,76.23157932,6706.70948,89.39197898,8144.020663,86.77032224,9253.991582,72.17417669,10263.74812,63.23993303,12185.37793,53.09249334,13871.52165,47.48122799,15374.45107,44.11506678,16687.86307,41.24409313,4,8875,6475,0.051475075
7472.316009,77.29732237,6118.579964,43.38066643,7685.307553,56.08968511,10257.74809,71.10733896,12799.69214,74.78916043,16481.75556,67.28324469,18828.6698,59.10050694,20486.84604,52.90265792,21679.15345,47.64255625,7,1075,4875,0.101051016
7492.406054,76.39834438,7198.768306,74.80390902,10101.37022,95.95180538,12987.50353,94.97052174,15118.03012,83.64719227,17880.70832,65.90161979,19755.2776,56.80250541,21146.78283,51.09647222,22182.29352,46.44037595,7,1275,4075,0.139069862
8676.976834,108.3102163,9016.71469,73.50448438,10658.65954,71.95508589,12458.85511,66.88547259,14352.44787,64.87018301,17536.27643,61.93759922,19800.52181,57.15772295,21451.26171,52.20858529,22617.90408,47.27590415,7,1275,5475,0.036942
8244.668759,90.8345508,9719.065113,132.1643824,13032.1617,131.4157062,15083.4168,104.4981161,16339.13921,82.64188903,18207.0873,62.4957038,19748.62136,54.65754953,21007.81203,49.93859255,22009.57402,45.90246304,7,1475,3475,0.185006927
9095.242344,72.84989032,11056.3221,63.47174435,12125.78422,59.14176542,13044.96486,61.06058887,13855.63721,59.88131009,15889.71888,59.17725182,18133.57977,57.0991382,20015.56148,53.16259449,21422.10809,48.46876091,7,1475,6675,0.006733349
10483.80692,181.8880931,9185.778153,98.74773466,9319.244158,76.64788686,9915.390949,68.61268052,10885.57978,64.70929129,13328.55985,60.5511159,15779.31631,57.42885119,17855.42791,53.51692075,19477.23129,49.04334551,7,1475,7275,0.056192313
7469.034171,77.52280851,6000.376409,34.54893408,7331.845553,40.01164062,9013.025847,47.37946544,10626.17026,55.25961352,13115.119,56.51268091,14973.0695,52.90897621,16555.47556,49.44162149,17948.79218,46.11808104,7,1675,2075,0.075592828
8832.47401,97.69595653,10972.49513,58.30005099,13189.20513,48.00770511,15094.479,38.71873947,17110.76667,44.08678003,20319.08829,51.30746608,22455.3662,50.9789743,23927.11742,48.26436376,24884.82164,44.44451679,7,1675,5475,0.008121222
12295.70514,192.5242057,12138.98188,18.79153063,14192.89244,33.88261122,15506.58276,38.96185527,16619.44548,44.36144242,19051.78889,52.74831752,21228.24782,53.18305161,22866.38071,50.23938914,23982.4023,46.03724094,7,1675,6075,0.087754293
12838.55026,155.157892,11923.47069,21.04511822,13918.54968,31.68101581,15281.9008,40.73821955,16255.43904,46.24377022,18488.17724,53.76442022,20669.76587,54.00606875,22364.00625,50.93393595,23542.43125,46.62240563,7,1675,6275,0.158021477
11193.30928,150.7058017,11286.43604,35.11208318,11559.32096,51.05496387,12173.97506,59.33211654,13103.83908,60.04025491,15435.25388,58.95894887,17779.22164,56.75520923,19718.25922,53.06675893,21180.05224,48.55770538,7,1675,7075,0.060931657
10361.19127,174.5112194,7656.036765,67.67413253,6802.697429,46.77363221,6533.652481,38.39978872,6785.717771,38.94679903,8408.122864,45.02356973,10403.2253,46.34595323,12319.18991,45.37895428,14076.91725,43.56957939,7,1875,1075,0.01265419
7487.784521,76.49441395,6950.661088,31.48044529,10413.27925,77.66498499,13361.62116,76.47901424,15169.66415,66.8071223,17307.27188,56.71533179,18825.82074,52.28960018,20123.78945,49.10288847,21234.23764,45.78625388,7,1875,2675,0.058209019
12279.14211,187.0352286,17684.05124,165.1532016,19795.72423,112.9263504,20044.23631,72.69093474,20254.99176,56.28055746,21348.81796,49.05197569,22619.932,47.55470413,23695.3818,45.89775974,24506.58629,43.2061983,7,1875,3675,0.827405545
10551.26475,156.9980466,8892.835358,20.83931455,7941.408834,27.49429843,7625.068253,31.1936566,8030.700499,38.79970408,9936.983642,48.266798,11993.7964,48.99254086,13890.40127,47.33733084,15595.02678,44.99673561,7,2075,1275,0.022754165
16247.83592,229.7215104,20140.52815,199.637233,21409.37288,100.4889676,21384.77763,49.08652831,21599.07872,36.00486223,22804.39325,39.22797198,24129.52926,42.30099181,25188.86239,42.73622769,25921.76382,40.97639149,7,2075,3875,0.719123876
12315.10798,297.4465395,18396.47139,229.5345873,20239.25775,121.525811,20300.53724,67.08137317,20552.11529,46.53001739,21810.66804,41.71171525,23128.48298,43.61091045,24246.78507,43.85394365,25091.84998,42.01973057,7,2275,3275,0.37822442
18319.25825,215.126198,23282.49612,177.7722207,22793.99885,75.55057831,22144.59639,26.95581654,22263.57699,17.59614566,23594.23993,30.95176587,25013.32276,37.85694543,26103.04227,40.0681594,26812.63087,39.12220771,7,2275,3875,0.191430561
12950.99411,212.3369757,11895.5752,64.67521875,13176.98439,47.12388523,15942.76204,14.98967413,18938.21426,9.034523082,23197.63369,29.72901638,25677.49083,37.45745508,27155.29235,39.37379147,27936.31063,37.99183477,7,2275,5475,0.057538114
8661.243725,104.8034916,8457.685996,29.54232936,9974.745221,49.39504908,12122.51724,51.5842825,14241.97693,52.17107562,17580.79095,53.53519466,20033.72507,53.1555508,21887.84629,50.7992896,23208.40421,46.91573431,7,2275,7275,0.181203415
7585.410881,76.31718186,6331.500553,64.16152374,7290.111998,38.0369925,8621.423293,27.27468604,10214.62863,40.99032248,13106.92745,52.4569058,15300.95848,51.79716885,17145.82911,49.40757829,18718.50166,46.42459712,7,2475,1675,0.010276798
22257.5969,256.059145,24047.89898,166.9252017,22556.79603,86.12323533,21598.98019,46.87555245,21681.6968,31.21056608,23108.67455,32.45456057,24576.43007,38.22407558,25736.63474,40.43723661,26528.46699,39.51070987,7,2475,3475,0.739500754
23871.5015,150.5103125,26235.0303,48.8040808,23646.67861,34.45419384,22290.20057,19.99498752,22268.2656,16.20820076,23706.61927,27.69900384,25220.32421,35.76958958,26375.6345,38.83713183,27121.3466,38.3014719,7,2475,3675,0.278846429
13268.69102,206.9956902,11107.37372,86.48844934,12324.00101,54.1306046,15517.85965,23.29148859,18948.493,8.15663676,23765.31278,22.69392005,26505.615,32.40655853,28067.59782,35.85835805,28833.09476,35.35809389,7,2475,5475,0.079332472
9357.682667,159.6726424,10792.60093,76.98750944,13220.02971,37.6269713,15973.43967,20.81823726,18713.63338,5.230951397,23047.81589,26.57231948,25800.93173,36.06376353,27439.44997,38.55936168,28284.65144,37.3327063,7,2475,5875,0.152720456
20171.16335,384.5138448,21769.6117,220.0380462,21025.35896,117.7904324,20846.80085,61.37073051,21470.36342,34.79075188,23457.96575,28.64845403,25167.63797,35.2518287,26440.38865,38.40367134,27257.38087,37.9603591,7,2675,3475,0.40553821
17790.80418,307.6961707,22414.6749,190.6503561,21671.24709,93.15319229,21528.64877,41.84342202,22265.44598,15.81675751,24497.36144,17.69463336,26373.74999,29.5686587,27665.08906,34.66229217,28400.48378,35.1275841,7,2675,3875,0.923169438
8950.892738,137.887966,12639.37252,219.294525,16608.21707,134.4581269,19486.49562,64.50992748,21688.39682,26.01235059,24962.9163,10.1711286,27163.17757,25.3201738,28532.72015,31.6924064,29228.83418,32.79673121,7,2675,4275,0.059674084
8583.370883,111.8822921,7374.642621,37.14543951,9255.110164,36.32965623,12442.91452,41.08487316,15347.20387,42.978252,19236.95711,46.53799139,21766.53208,48.75660602,23586.99613,47.99129421,24807.87042,44.83340723,7,2675,7275,7.21E-05
15445.12579,379.5243221,18933.00073,235.9861092,19684.12057,118.0343171,20341.33443,59.68668302,21516.37042,31.36964994,24202.92583,20.66093204,26294.46276,29.41764228,27725.13368,34.26183628,28542.12542,34.71710276,7,2875,3675,0.383792357
7604.843703,75.17006159,7674.191426,30.7257431,11336.29814,5.072074431,14893.55688,10.68522301,18074.96282,6.937132609,23298.12219,16.6626151,26738.34382,28.5657215,28727.05658,33.12962474,29671.06928,33.03336971,7,3075,6275,0.008119741
8457.370399,112.8946177,9291.167237,136.2144109,9876.76097,78.25318981,10938.99395,58.59480809,12326.00263,57.29361258,14969.70404,56.2777189,17218.89068,54.06121082,19176.03128,51.49991799,20746.14579,47.9012905,7,3275,8475,0.019898966
7587.416156,76.06245453,6975.333346,54.22712045,9984.552249,42.71141268,13517.67593,26.83907577,17233.32573,17.40301496,23901.66812,7.782585007,28284.02299,15.5452003,30673.94379,21.91658131,31669.10348,23.73422258,7,3475,5875,0.075198812
10364.56149,174.1141141,8779.427692,62.34703613,11305.57106,42.80479212,14727.461,24.8882692,17712.89974,16.55456799,22035.82019,24.78594997,25022.33303,35.23284366,27006.21,38.81092853,28114.02147,37.76077476,7,3475,7075,0.194561867
7512.43485,77.04236935,5662.47673,46.10411278,5841.258598,29.99120272,6823.381752,29.81969067,8468.970231,39.88943513,12202.43174,51.24426892,15462.39747,51.99437106,18079.61215,50.12634512,20053.8665,46.96308196,7,3675,1475,0.076333008
8167.007683,91.89229024,8204.88255,44.53762398,11367.47047,20.8981753,14957.26479,34.63461058,18372.29053,30.27606457,24106.21509,16.94863361,28088.62943,16.62915831,30487.59012,21.45210253,31590.18831,23.10650102,7,3675,4075,0.000965415
10556.92106,156.3836177,10274.02706,25.63594401,12623.31138,29.60012301,15347.86673,13.72744613,18059.74952,5.705062195,22711.09444,16.11517847,26095.09364,29.20304708,28240.38286,34.17486612,29338.1315,33.97182894,7,3675,6875,0.019782361
16550.02896,144.4032743,15022.48422,47.58348057,12836.2372,37.17094849,12370.38392,47.9081311,12904.8454,54.42191225,14825.99895,55.4710321,16927.57426,53.62395309,18879.7638,51.1945592,20471.94983,47.7123291,7,3675,8675,0.042904895
14209.24439,270.006825,13631.49767,118.1047009,11890.30087,64.24396474,11256.05591,57.10567477,11634.64124,57.9663076,13497.83374,56.69351336,15641.33124,54.11181723,17654.22521,51.39870906,19329.84215,47.90531154,7,3675,8875,0.437756515
11990.97794,258.8598423,13347.8609,117.2580552,13284.31121,15.08009075,13776.8184,33.98323754,14596.6112,47.24909716,16517.01078,51.77782342,18566.51206,51.714601,20454.56904,50.0974967,21942.27954,46.85637334,7,3875,8475,0.016000189
7395.472024,79.76757753,5445.380815,25.13780634,7592.436878,38.82837343,10019.66026,32.10325584,12455.25477,36.95648787,16965.09704,46.46854648,20583.87831,47.06597486,23228.01397,45.86057506,24955.44765,42.97937357,7,4075,2275,0.008490163
9337.638863,93.70371818,9599.738593,29.61701773,10840.94611,11.45665195,13531.51653,20.40639503,16947.29273,21.3273752,23492.60509,16.18687939,28332.41752,13.85905233,31252.67436,16.03312265,32553.84079,17.07656952,7,4075,4275,0.050138831
8791.39451,100.6527873,8821.308128,49.18000273,9774.582873,30.48782446,12546.54106,23.05101982,16316.94646,20.97113618,23595.89031,14.73195736,28817.52099,8.038420361,31853.67234,9.239631397,33138.2536,11.37249169,7,4075,4675,0.105665945
8531.622993,69.52316282,10320.98621,26.15481085,12479.92981,37.33363864,14719.52804,29.19291608,17458.19167,19.13823023,23200.18901,6.196839742,27562.06378,18.14274727,30156.91045,24.33018717,31326.69346,25.46313997,7,4075,6475,0.082113721
