200_density,200_grad,400_density,400_grad,600_density,600_grad,800_density,800_grad,1000_density,1000_grad,dipole
8221.937209,96.88604029,7615.350779,95.99971311,7425.937106,62.94320195,7538.920344,50.47636529,7879.744557,44.26130849,0.003787297
7396.066116,79.75247762,5095.537739,23.47735251,6756.229251,32.14491915,9422.215949,18.68166798,12046.22477,6.686317986,0.018945521
8974.840247,62.66304068,9839.702856,37.04043067,11179.21254,24.22581332,12634.22912,13.4442484,13934.07095,12.88119736,0.11228161
8147.692591,91.00412269,6719.4875,56.14907947,7450.688841,45.23130113,9525.997931,46.46895422,11630.52623,42.04024396,0.04544652
8154.644791,90.20912931,8255.823357,38.15100802,10858.17535,13.38390026,12864.18496,8.89402391,14310.31316,15.42261944,0.119634052
7588.684743,75.79935974,7186.891529,76.8368128,8807.565141,43.99740352,9902.600688,32.21265897,10655.90033,29.05438376,0.337640582
12948.96359,150.5733592,11000.79948,26.54012735,9961.511989,28.17492853,9952.793557,36.02855507,10126.43137,36.17440339,0.260005096
7391.42177,80.10737396,4264.715741,12.87334627,4867.599654,17.01145406,7247.361659,15.21193347,10027.21847,21.64040798,0.011117294
12227.54725,206.8610197,10089.06998,71.03300987,10177.07138,24.24376834,10569.97297,31.43987217,10790.87945,32.80541125,0.751983852
7410.780669,79.15436409,5094.702917,29.98697171,6118.418521,39.43926498,8093.717338,45.92509716,10138.52736,48.03467051,0.0
9094.182035,136.8409546,10588.74574,96.65931632,11982.23457,43.89632652,13614.97066,25.8256536,15232.95628,13.50117035,0.485571549
10484.94078,182.0324407,9469.663041,106.5527282,10160.84478,71.40356197,11852.91531,48.40510659,14116.01064,32.23662402,0.041038581
7412.744571,79.017912,5781.886198,51.97417978,8194.450082,56.10971565,10569.23551,34.50020974,12492.85741,13.14259583,0.004055523
7553.845262,74.66439436,7868.084104,44.55189579,10472.30649,58.2302421,12610.52896,57.35741328,14331.48501,48.94780795,0.008009409
11252.51456,146.0692156,11568.74584,50.15506823,12119.38989,51.03704186,13445.54597,47.22337845,15193.1487,35.71926311,0.190940316
9455.28416,150.67309,10346.41168,123.0466283,11203.51282,77.3068463,12813.91098,47.46089977,14757.39174,25.03817548,0.18933896
14025.57526,115.4614072,13665.67582,21.3683445,13922.24638,29.90129666,14561.98958,19.9945308,15667.54859,9.99496709,0.16974395
12486.98612,211.4381535,13207.36072,47.29076974,14207.57977,25.0497297,14813.51359,10.41041536,15789.42749,4.209917348,0.429677293
9089.940394,114.0729489,10126.52522,100.9954818,10525.9514,51.67657348,10980.16815,40.45134528,11441.7094,35.6926606,0.01210664
13343.31553,276.1970711,11905.16466,97.12183574,12277.08174,68.52217568,13446.65399,42.32461556,14976.78142,23.28329863,0.741915408
12924.31082,175.9436978,11819.96778,52.0077384,11604.21477,14.40902297,11943.23676,9.519041571,12619.2838,14.4314006,0.222475256
11253.26365,121.0815651,12007.7834,32.48869391,13261.3869,36.8637147,14756.36936,49.39763996,16450.54838,38.88478102,0.002993748
16779.46606,138.1344352,12724.0129,52.76831536,12674.33481,52.43080041,13639.58935,35.27650757,15072.41964,19.52655816,0.424497804
12390.64619,208.1957666,11157.64559,77.33808506,11189.81244,29.06830245,11669.36951,14.5717937,12490.9592,16.46655285,0.057913265
8341.587781,96.28380757,8626.394453,110.7534091,8769.980928,71.97172691,9406.418955,54.22436566,10192.11312,45.34181232,0.034741059
7420.420615,78.39978667,6970.385622,70.55267179,10561.44687,94.06317623,13226.72832,84.12968085,14783.86666,69.35885291,0.193592285
11134.93832,129.0138132,10908.50458,51.79186925,12234.0786,56.50438501,14212.31283,57.07278479,16342.1143,42.68868955,0.010629214
13270.9837,280.061187,11588.62643,83.68336975,12398.85012,45.52863713,13541.52643,30.4112479,15028.01031,16.85611471,0.493669515
8164.368612,92.55738199,7244.546322,80.06325538,8749.330152,65.00750144,11596.88581,56.57169156,14776.22017,42.22884852,0.041214504
7405.158211,79.01633356,7041.202351,64.65508434,10602.46658,68.35613793,12892.71193,42.43367731,14747.61006,23.10170427,0.171377735
7394.129895,79.89533625,5092.415209,26.04001923,7198.930377,30.91460045,10045.15315,14.63664429,12564.80975,3.137256213,0.026967737
15894.15425,370.3102824,15956.45266,142.5226869,17776.95733,47.50609821,19095.92979,19.91428108,19677.26675,18.69295823,0.134899338
7391.419336,80.1077443,4431.567977,8.798795602,5638.260647,10.33323108,8645.343083,8.523210544,12242.28487,4.675641844,0.043931973
8582.711225,112.0431116,7200.012071,34.74203701,8448.640072,29.48166727,10838.14016,20.9028911,13571.80402,11.65342874,0.049412322
13544.07349,296.3525634,14790.04104,159.7143185,15758.74648,102.93465,16365.47258,79.82902946,16902.08257,66.07182896,0.904827202
18728.56229,199.9060496,17951.95741,93.30643715,17816.34377,65.17910186,18067.4177,56.72016167,18359.54139,50.42797317,0.957386645
20941.12049,165.4155368,18990.28883,33.53343947,18758.19002,25.73201599,19114.00388,28.87867687,19382.29019,31.84066302,0.62702257
18263.12838,318.6558447,17605.30493,102.7938703,18494.51071,38.18711184,19425.3084,9.691957839,19916.40974,12.70014041,0.995447118
7394.107082,79.89418882,4757.630768,20.95351948,6833.680602,26.11331441,10226.52213,24.66569696,13248.96783,17.34363254,0.104376805
8583.370883,111.8822921,7198.721604,28.25750562,8297.472676,11.68846476,10718.62994,7.596101341,13564.40943,4.832043401,0.007144834
8395.803827,80.76210907,11126.06748,108.5047163,15102.40089,85.59914239,17795.78859,49.88919372,19411.1063,24.81279796,0.001403111
8222.006263,96.74914447,7814.611264,69.787029,8528.13191,15.6794163,9957.879833,12.26450654,11636.65008,25.23973686,0.028457802
8242.646593,87.33706412,9040.238578,119.2050249,11469.62053,117.6468961,13242.15798,95.51272324,14444.14833,78.2119971,0.040882037
12828.63054,155.2169359,9692.921201,30.12738773,8260.700801,28.35529291,8629.19483,35.76233491,9834.093216,40.23204477,0.015899056
12151.29493,206.5242739,8646.354607,73.00690586,7388.211293,45.88197731,7696.665802,43.31152737,8819.021887,44.3898367,0.065132857
8278.278997,81.7659692,10428.26454,93.23602906,14202.53276,93.17301945,16043.75189,71.67141899,16992.9161,58.80694063,0.046053344
8465.431584,73.18616042,11643.66475,34.40177857,15468.2899,47.34812012,17596.52305,34.79992593,18874.33905,24.55663362,0.043803335
7602.130709,75.39984269,6473.640536,36.62610671,7270.022465,14.5818748,9182.337498,7.030274392,12209.36195,9.187916456,0.01698751
7626.724938,72.51614522,8392.077755,74.17875833,11263.30256,61.78872885,14267.20227,50.18200823,16927.19951,34.66682157,0.037633381
8147.692591,90.87766305,6854.176372,48.61612173,8282.901481,28.4791242,11093.48631,21.26471731,14104.31283,15.04133782,0.286362802
7582.769376,76.46092024,5929.91131,38.35156259,7108.084099,10.40845835,9751.437653,13.7606985,13158.05209,19.08907246,0.016917014
7430.824473,78.10180549,6168.184869,13.28598606,7656.310573,7.192016361,9574.612399,7.165866395,12407.76769,9.449157199,0.006810494
8152.07234,90.23979773,7738.384153,10.61509044,9881.177953,32.96300292,12381.13682,26.86484087,14810.17994,16.28734245,0.059195919
7518.819875,76.60481888,6876.143424,63.46117919,9544.228606,43.7315964,11892.47841,29.43111319,13725.67662,26.46629123,0.345701099
7800.741734,67.19867934,9644.44804,33.20682308,12719.82775,36.22340696,14949.86269,37.74678607,16636.23392,35.08685821,0.066001674
7708.404369,70.18896701,8284.403288,48.48448565,10509.11224,47.02961802,13089.55084,33.69805402,15729.72203,21.36158693,0.027312268
8164.366178,89.9857373,7029.619439,49.74820664,7704.581292,17.1568418,10228.00164,13.95671617,13509.05053,18.47220087,0.0
7659.019269,72.88076791,7327.825952,35.91869504,9596.325949,53.06307008,11707.10516,57.74959614,13435.94804,56.43407747,0.200711325
10632.13412,178.3685345,10991.10604,94.15630164,11733.97476,62.65889402,12798.91608,44.28680936,13987.15817,37.97379655,0.027191653
8148.375062,90.78558183,7018.116753,35.76257211,8174.346725,6.559971095,10950.77329,20.02050301,14145.73275,19.52609017,0.000420541
8874.642845,126.2187878,11213.71114,98.79421265,13402.02656,35.28698103,14731.01029,11.54499196,15956.47441,13.74313451,0.095839605
12741.26817,72.07551032,13135.95242,37.56520897,13232.32756,38.81950914,13849.51569,34.85464319,14797.9969,33.24991284,0.120625851
7513.780467,76.9369623,6228.616537,40.45894908,8833.17928,25.51551016,12016.60289,9.805182906,14615.27621,15.63509746,0.019246313
7487.030562,76.6414623,6041.869399,46.01388641,6667.34845,53.45852214,7900.691212,57.70396494,9492.835535,59.20721626,0.075788273
9042.320857,115.4880933,11161.46936,103.8555023,12365.83752,65.76595982,13320.98616,49.57674641,14235.98983,43.75970058,0.210422571
8923.349992,96.59453666,10621.99738,71.88624862,13061.5375,32.38625917,14924.2927,5.541103213,16183.7979,14.00254077,0.394247878
7412.742137,79.01116075,5486.776417,31.88899614,7097.182098,39.51687457,9140.586166,48.07168082,10921.80556,51.31288155,0.0
8781.915287,123.5903775,10108.32183,134.445124,12206.14686,78.06011195,13871.73405,29.346243,15330.77882,4.140675055,0.013425612
8224.011538,93.15475356,8216.816132,61.46268796,10392.15015,26.34498465,12940.48695,10.29248496,15159.9314,3.239682858,0.01109008
8417.597944,84.8180402,10140.72434,83.39486798,12456.73808,56.07790195,13841.05095,44.33110474,14752.95396,41.20405314,0.329526983
8393.184911,80.15148776,10670.70343,40.81305201,12463.27419,35.47418144,13808.06118,14.97685516,15167.37447,11.32850609,0.034931231
9731.182556,82.02082196,12389.51951,34.20533911,13504.97808,8.771873295,14489.92065,18.51032538,15391.54135,29.34603203,0.039870526
7391.419336,80.1077443,3975.720227,10.93133618,3203.191108,17.39670282,3864.733062,35.15157259,5136.777832,44.62113351,0.0
14171.0766,173.6568031,14927.59744,47.61770456,14639.22868,14.76164598,14451.43096,10.35008906,14816.14014,23.45178692,0.046453945
8899.272825,98.29520489,9177.490232,64.81936233,10885.57816,36.39253888,12846.45978,25.75121836,14502.92828,26.20009447,0.036333664
11308.08586,186.9387011,11853.81938,74.62430866,12741.79314,29.74529998,13747.93049,26.96941936,14786.38703,33.70696646,0.074277352
11311.35972,145.8815527,12242.81885,100.0781812,12406.17977,64.12600776,12518.49129,48.39407272,12902.95822,45.19115708,0.0
15305.57311,161.147613,14672.80362,79.60896306,14265.8562,41.93583583,13899.85433,34.33040335,14080.29878,36.45521008,0.038044089
11381.16921,176.4664648,12411.81677,53.05782219,12598.40292,42.95567236,12988.214,45.38910143,13708.66223,46.85195327,0.041193538
10482.94037,182.0412157,9378.67067,114.1360468,9898.473151,83.99089182,10498.28562,64.61327061,11133.18424,55.53428438,0.011127681
11989.4931,211.6059908,13378.71465,120.473328,13012.27555,73.02417219,12680.41136,54.80679021,12817.46037,48.85934702,0.0
7659.839849,75.49775143,7517.400538,84.36203779,9444.068846,68.25787866,11102.471,56.68620496,12550.8449,51.80169367,0.0
7587.416156,76.23157932,6706.70948,89.39197898,8144.020663,86.77032224,9253.991582,72.17417669,10263.74812,63.23993303,0.051475075
7472.316009,77.29732237,6118.579964,43.38066643,7685.307553,56.08968511,10257.74809,71.10733896,12799.69214,74.78916043,0.101051016
7492.406054,76.39834438,7198.768306,74.80390902,10101.37022,95.95180538,12987.50353,94.97052174,15118.03012,83.64719227,0.139069862
8676.976834,108.3102163,9016.71469,73.50448438,10658.65954,71.95508589,12458.85511,66.88547259,14352.44787,64.87018301,0.036942
8244.668759,90.8345508,9719.065113,132.1643824,13032.1617,131.4157062,15083.4168,104.4981161,16339.13921,82.64188903,0.185006927
9095.242344,72.84989032,11056.3221,63.47174435,12125.78422,59.14176542,13044.96486,61.06058887,13855.63721,59.88131009,0.006733349
10483.80692,181.8880931,9185.778153,98.74773466,9319.244158,76.64788686,9915.390949,68.61268052,10885.57978,64.70929129,0.056192313
7469.034171,77.52280851,6000.376409,34.54893408,7331.845553,40.01164062,9013.025847,47.37946544,10626.17026,55.25961352,0.075592828
8832.47401,97.69595653,10972.49513,58.30005099,13189.20513,48.00770511,15094.479,38.71873947,17110.76667,44.08678003,0.008121222
12295.70514,192.5242057,12138.98188,18.79153063,14192.89244,33.88261122,15506.58276,38.96185527,16619.44548,44.36144242,0.087754293
12838.55026,155.157892,11923.47069,21.04511822,13918.54968,31.68101581,15281.9008,40.73821955,16255.43904,46.24377022,0.158021477
11193.30928,150.7058017,11286.43604,35.11208318,11559.32096,51.05496387,12173.97506,59.33211654,13103.83908,60.04025491,0.060931657
10361.19127,174.5112194,7656.036765,67.67413253,6802.697429,46.77363221,6533.652481,38.39978872,6785.717771,38.94679903,0.01265419
7487.784521,76.49441395,6950.661088,31.48044529,10413.27925,77.66498499,13361.62116,76.47901424,15169.66415,66.8071223,0.058209019
12279.14211,187.0352286,17684.05124,165.1532016,19795.72423,112.9263504,20044.23631,72.69093474,20254.99176,56.28055746,0.827405545
10551.26475,156.9980466,8892.835358,20.83931455,7941.408834,27.49429843,7625.068253,31.1936566,8030.700499,38.79970408,0.022754165
16247.83592,229.7215104,20140.52815,199.637233,21409.37288,100.4889676,21384.77763,49.08652831,21599.07872,36.00486223,0.719123876
12315.10798,297.4465395,18396.47139,229.5345873,20239.25775,121.525811,20300.53724,67.08137317,20552.11529,46.53001739,0.37822442
18319.25825,215.126198,23282.49612,177.7722207,22793.99885,75.55057831,22144.59639,26.95581654,22263.57699,17.59614566,0.191430561
12950.99411,212.3369757,11895.5752,64.67521875,13176.98439,47.12388523,15942.76204,14.98967413,18938.21426,9.034523082,0.057538114
8661.243725,104.8034916,8457.685996,29.54232936,9974.745221,49.39504908,12122.51724,51.5842825,14241.97693,52.17107562,0.181203415
7585.410881,76.31718186,6331.500553,64.16152374,7290.111998,38.0369925,8621.423293,27.27468604,10214.62863,40.99032248,0.010276798
22257.5969,256.059145,24047.89898,166.9252017,22556.79603,86.12323533,21598.98019,46.87555245,21681.6968,31.21056608,0.739500754
23871.5015,150.5103125,26235.0303,48.8040808,23646.67861,34.45419384,22290.20057,19.99498752,22268.2656,16.20820076,0.278846429
13268.69102,206.9956902,11107.37372,86.48844934,12324.00101,54.1306046,15517.85965,23.29148859,18948.493,8.15663676,0.079332472
9357.682667,159.6726424,10792.60093,76.98750944,13220.02971,37.6269713,15973.43967,20.81823726,18713.63338,5.230951397,0.152720456
20171.16335,384.5138448,21769.6117,220.0380462,21025.35896,117.7904324,20846.80085,61.37073051,21470.36342,34.79075188,0.40553821
17790.80418,307.6961707,22414.6749,190.6503561,21671.24709,93.15319229,21528.64877,41.84342202,22265.44598,15.81675751,0.923169438
8950.892738,137.887966,12639.37252,219.294525,16608.21707,134.4581269,19486.49562,64.50992748,21688.39682,26.01235059,0.059674084
8583.370883,111.8822921,7374.642621,37.14543951,9255.110164,36.32965623,12442.91452,41.08487316,15347.20387,42.978252,7.21e-05
