Dipole,Elongation,Aspect_Ratio,Centroid_x,Centroid_y,Diff_of_means,CDX2_1 Marker,CDX2_2 Marker,Minor Axis,Skeleton
0.12342590643826427,90.0,0.8380281690140845,564,4387,0.14463067234111376,0.30090083927776495,0.35862124920450494,82.08310405754096,103.08326112068524
0.05966036992414097,97.0,1.5096153846153846,318,4238,0.13965914675231902,0.2803642041296548,0.3452194660771596,85.53878702885416,105.94112549695427
0.04571813448479509,45.0,0.7920792079207921,1848,4227,0.15417956656346749,0.27092971285191914,0.3784441685212115,65.77540864918608,52.698484809834994
0.00522105696549387,31.0,0.7241379310344828,1513,4207,0.19283430211901142,0.31957948536578173,0.45592929374212043,71.56054671275986,32.48528137423857
0.1505078370034114,111.0,1.443609022556391,3125,4201,0.09918196039804744,0.3459490307260711,0.3436018622413005,90.88602262224914,126.9827560572969
0.31845743168141216,104.0,0.6611111111111111,3492,4195,0.077368277691588,0.38918819862426685,0.33582067311203845,93.76483937038483,113.76955262170047
0.36433176498918307,129.0,0.6682926829268293,1385,4143,0.06711316789436816,0.33859307787766946,0.3099971264780913,77.56883092852102,153.68124086713192
0.03476260238701603,46.0,0.7075471698113207,2018,4001,0.1249320257270903,0.24579793656528603,0.3299278177145632,70.00715563238987,46.65685424949238
0.0008333969957345499,84.0,1.336734693877551,736,3999,0.10126387198018341,0.2662155646581895,0.3099517997337619,63.45745164048,97.49747468305833
0.024092213184419564,67.0,1.3863636363636365,924,3989,0.1681119384139762,0.30041437016657896,0.3884349231903566,75.0973634648543,75.94112549695427
0.024472374795043834,49.0,0.8349514563106796,2589,3992,0.173683118646625,0.28386802395132077,0.4150489188436123,77.52811511925087,54.627416997969526
0.09047921048138337,41.0,1.2183908045977012,3965,3930,0.12588269673737407,0.23752457926849505,0.3247013451227542,75.11494601588295,44.55634918610404
0.039484733697218895,30.0,1.0135135135135136,3779,3919,0.16513021433510028,0.3518800989845347,0.47682016210434636,63.30353557784784,37.2842712474619
0.24335907679885982,110.0,0.9157894736842105,3646,3974,0.10670272706783862,0.3530872683347672,0.3596241777596391,81.03430191367315,147.93607486307093
0.18818784732779983,117.0,0.906832298136646,1509,3893,0.08146455946946868,0.35804616313541315,0.3450666798239366,77.08786128977307,140.8528137423857
0.003182286465942978,33.0,1.0116279069767442,1868,3853,0.18198846774466546,0.2669094132496628,0.4139659681577236,63.77088168497267,43.18376618407357
0.16265183064376199,60.0,1.2980769230769231,3199,3836,0.1707270109459296,0.3342350015658023,0.44874528185193424,91.6520974715564,72.66904755831214
0.004836167366106162,49.0,0.8471337579617835,2536,3833,-0.006549139611570887,0.4182792777292867,0.33320551645216356,115.03840985368183,60.84062043356595
0.047285416959606155,11.0,1.0714285714285714,2741,3787,-0.0793017243221299,0.4996883220505915,0.29195697957293454,75.28015766487351,12.071067811865476
0.08347639539874857,43.0,0.963855421686747,1703,3773,0.1899351768843528,0.3001720505632978,0.4214715450617256,58.561508494793806,49.45584412271571
0.07480006301416782,98.0,1.2142857142857142,4242,3790,0.16454003588068095,0.35541914283998893,0.42196019597926643,96.53118558365179,106.5269119345812
0.13162689833792027,59.0,0.9921259842519685,521,3785,0.1558046202036022,0.3221895529322603,0.3839151848200771,88.4387237448253,73.32590180780453
0.5693948807028427,137.0,1.8611111111111112,2975,3765,-0.010206114673357525,0.4530947848527334,0.3269267352653786,85.83243507419796,145.5269119345812
0.21294318853245706,115.0,1.5,1013,3710,0.15687600397766385,0.32425944060349177,0.38915201552054407,77.00332702693962,130.9827560572969
0.2775314999286193,102.0,1.2380952380952381,1326,3686,0.13196926892487854,0.36775538292458765,0.42697649684514355,85.63710981880722,108.87005768508881
0.012911154414197944,20.0,0.9145299145299145,2720,3672,-0.0793657258207317,0.48411577242299436,0.2811964797988242,105.01617894248145,24.384776310850235
0.40376902677169285,114.0,1.7755102040816326,2457,3575,0.08554638562145672,0.453659830281784,0.4283380889344422,71.64460496788249,127.49747468305833
0.1784303045051282,90.0,0.6374269005847953,3460,3585,0.0983855555416463,0.423974461819986,0.40714146716034844,87.5763906789514,96.45584412271572
0.022832543735210306,51.0,0.9099099099099099,3737,3481,0.1658226269177997,0.36173029922928107,0.4636627116048751,76.35296895281792,63.254833995939045
0.0,40.0,0.8095238095238095,2928,3491,0.11019000385266903,0.450122075333962,0.4518719592537325,0.0,48.112698372208094
0.15256411593746597,106.0,0.6081871345029239,1583,3498,0.11574782779353776,0.36605063669258886,0.37568342317118875,85.9372552014447,117.84062043356595
0.24891160479851282,101.0,1.1484375,2737,3459,-0.02484008478898675,0.4490584775582239,0.30738143392272366,87.47170611591842,109.5269119345812
0.014656537605287904,60.0,0.7,638,3426,0.1237097291232569,0.31583875697698466,0.365844272667554,68.40108925134543,68.11269837220809
0.07798126772184277,81.0,0.8211920529801324,327,3387,0.1056377892172129,0.3415808755062787,0.34140193303142286,91.20160341058185,87.87005768508881
0.23686437988486989,112.0,1.4453781512605042,3379,3317,0.05878284407135703,0.3711802598726705,0.35859118744496415,83.15450961663653,129.63961030678928
0.2917601554392387,82.0,1.05,3169,3316,0.016786793768890973,0.4218094544137201,0.33649429255591384,92.74098325690288,95.08326112068524
0.05261140589536965,26.0,0.9705882352941176,2477,3280,0.06987813817115623,0.38755915708885225,0.3838539215529087,94.50469433091826,32.45584412271571
0.010369151386150159,35.0,1.0963855421686748,1110,3249,0.19981789060271632,0.31684769835527676,0.452855167689679,86.79049558660904,36.48528137423857
0.4928724865826901,106.0,1.565217391304348,3058,3247,-0.13075664070790677,0.42288658784745475,0.2130781469415103,87.50511857385695,115.76955262170048
0.0006008093026843122,49.0,0.7547169811320755,2912,3239,0.08220189777234149,0.44799616393067687,0.4483818029419647,70.93906615121551,51.72792206135786
0.05338871736431013,55.0,1.030612244897959,1931,3235,0.10075366526866691,0.24450188483391602,0.30743203983813316,66.73985972296902,71.8111831820431
0.32750487708644305,119.0,0.671957671957672,3703,3244,0.00753140578265199,0.42112441846577414,0.3425069386517567,80.79731470541363,132.49747468305833
0.6519029551976865,168.0,1.271523178807947,3985,3210,-0.17387424852866318,0.3883339677054688,0.16156699443608488,84.23518029174966,200.96551211459382
0.048572913510018856,23.0,1.0465116279069768,1283,3171,0.22201208490419874,0.29678471297331627,0.44994541794033716,63.6703395644075,30.698484809834998
0.3519609540156919,129.0,0.685,590,3219,0.11226756198347104,0.3790286737590655,0.41172708745835296,72.38186658764626,153.6812408671319
0.2616181975316832,85.0,0.8258064516129032,2588,3180,-0.2680414677804296,0.4955866422896134,0.20470342853810966,68.97861531641745,105.53910524340094
0.3693329911089293,107.0,1.4833333333333334,282,3113,-0.21059725582140848,0.46615403782653925,0.1767445897846084,92.8161164405873,118.01219330881976
0.8006283386256572,122.0,1.6440677966101696,2433,3092,-0.17869201570361457,0.5097542741255678,0.2501010498257574,72.67302373749878,133.42640687119285
0.3505894879746451,96.0,1.1370967741935485,4059,3086,-0.022318208131094974,0.47749189707832207,0.3361061577167987,83.30059817738896,118.19595949289332
0.003122608282041145,61.0,1.2719298245614035,2715,3052,-0.18787886076010255,0.5134766271665397,0.216190657511392,96.32517254077534,65.38477631085024
0.14195239894322542,88.0,1.0140845070422535,492,3032,-0.053908455936989175,0.4750753532519249,0.30610521223595366,90.02083703630755,112.68124086713189
0.16316499110472027,53.0,1.2061855670103092,3541,2990,0.12969966709054276,0.5746522911452376,0.588910428313014,77.71446738782112,61.112698372208094
0.16514117955028662,90.0,1.3018867924528301,306,2988,-0.03851551736216513,0.45553849858807366,0.2840056500886934,87.99045282757574,105.15432893255071
0.20877343087534775,66.0,1.006993006993007,3822,2983,-0.06999745428689308,0.4670755652719582,0.31433474442655,92.55096812339889,84.05382386916239
0.13516924789889942,75.0,0.6742424242424242,1352,2978,0.15997167897738152,0.44300661455201434,0.5323230170523714,62.704729512172435,87.25483399593904
0.10876265124723222,69.0,1.2265625,4258,2968,0.1052413273001509,0.419583323668856,0.39084998478361005,108.72256692120106,72.97056274847714
0.4679288894924526,107.0,0.9746835443037974,2353,2942,-0.06292555363652375,0.48164110661262305,0.29826012570918964,109.41162471556159,120.49747468305833
0.33184212713141736,112.0,0.6893203883495146,3398,2966,-0.009688428790437353,0.4592030518399637,0.3157927178990384,85.79876914549594,129.63961030678928
0.22938848457697011,71.0,0.75177304964539,592,2912,-0.3048031488295469,0.49313571365763353,0.11899621181981611,88.31607231067663,76.62741699796952
0.7105268987459278,132.0,0.5970149253731343,4001,2933,-0.08573529411764713,0.4616862122790277,0.2715651096621831,72.45079391501737,152.95331880577405
0.41792888534814693,146.0,0.9555555555555556,2604,2931,-0.15158339741790053,0.41547365833154865,0.20012948666955027,62.45220099788578,177.30865786510142
0.33590932596031364,120.0,0.7445652173913043,2816,2910,-0.03541233452825937,0.4633542602665881,0.3302365880402784,74.21354757637963,138.88225099390857
0.17344718553521576,100.0,1.688073394495413,360,2794,-0.12225694832012499,0.42521756440768127,0.20309969488398505,77.78767329672777,108.11269837220809
0.003915588026910853,8.0,1.0970873786407767,585,2788,-0.4316295607211547,0.5541118490055699,0.07134505915685217,74.56439787621002,8.242640687119286
0.14561204280806558,105.0,0.8383233532934131,1637,2781,0.0774138884040263,0.4398895266426953,0.38845106797485335,118.60388080645137,113.94112549695429
0.02689231409195574,29.0,1.2247191011235956,1137,2742,0.1627524614996213,0.3869327050375096,0.452296503431936,57.68079440760291,31.72792206135786
0.39282262850763877,119.0,1.653061224489796,3793,2692,0.058321400011158375,0.3657449910965755,0.37559835668129626,61.339407176920496,133.3259018078045
0.5765227184252881,104.0,0.6190476190476191,4023,2723,-0.11390507269242905,0.4253908237319705,0.23565182239064875,90.30663039927421,113.35533905932738
0.8288183658410323,125.0,1.5564516129032258,746,2653,-0.2221771642439534,0.3871598871598875,0.13996640999351007,82.67054543783897,145.95331880577405
0.4800248047153051,103.0,0.8116883116883117,1288,2674,-0.049755380667892146,0.39776807464781716,0.279130706082451,74.2773777873933,123.95331880577405
0.16021273909468356,69.0,1.070921985815603,579,2657,-0.4537058380247352,0.5133698402631943,0.04238202453849888,109.86715014892486,90.78174593052023
0.3485152922559262,107.0,0.7472527472527473,2910,2678,0.014888282456133273,0.3636708669250604,0.27469755404153295,84.56978597339234,125.05382386916239
0.15676844924437955,83.0,0.8581081081081081,2101,2657,0.0843106931849738,0.35102373519087365,0.36472931689611,83.56612217097793,103.95331880577405
