dx,dy,fx,fy,patternID,grad100,density100,grad200,density200,grad300,density300,grad400,density400,grad500,density500,grad600,density600,grad700,density700,grad800,density800,cdx2Dipole
6800.0,3000.0,3297.0,1375.0,0.0,0.0066534796299813955,53.40075426079203,0.0502327695005037,20.11377715580639,0.04503165891175549,14.6726347862282,0.03202608618950239,12.18425260095174,0.022402582396452483,10.331539800933134,0.01512997008258828,8.873652543879311,0.009993440853718274,7.773355700681035,0.006529598767000345,6.962863284010585,75765.15425972549
6800.0,4600.0,3281.0,2142.0,0.0,0.005368676118396532,53.376448484751656,0.03735407387211999,18.44673168080037,0.038956820621579076,11.819862294238403,0.027866227066473778,9.329822067744619,0.017689420681770377,7.73002673465136,0.010709635609259137,6.611868351706186,0.006448883333753436,5.885889113597397,0.003972699655023493,5.449439214252139,23062.070722292046
6800.0,5200.0,3263.0,2366.0,0.0,0.10134009584644575,56.00127089635297,0.07081277551302342,23.74819231868978,0.009725707962374128,15.279567862473884,0.012049655298992625,11.340716746092523,0.008745989457980602,8.924130467452061,0.004604535912648231,7.401986647900067,0.0019145180216481768,6.461480334174624,0.0005637706937045058,5.877784745806378,18412.443238201715
7000.0,1200.0,3345.0,381.0,0.0,0.0059837354295703485,53.351335531748326,0.0005790777158174617,16.5340648350327,0.0022334384032167646,7.78979056186117,0.006301453059944009,4.947406269472078,0.009174837800854449,4.111756380630401,0.010004073453543396,4.001601889916347,0.009483196351314513,4.0524230598733,0.008353447573936286,4.061340122464372,32529.26436303164
7000.0,2600.0,3365.0,1114.0,0.0,0.08963262604876336,56.107198003850456,0.08361665258952923,25.188282050217108,0.04595296070971425,18.311473467668176,0.025409104075265164,15.202429308134688,0.014399885581709466,12.658131261681843,0.008990630711775775,10.554636372452572,0.0061770827910655095,8.92660861221091,0.0045027304713605425,7.705028518118109,22963.30048142035
7000.0,5400.0,3370.0,2641.0,0.0,0.09033946548882751,56.082515589202174,0.0851088237261447,23.143071167897986,0.03539647269666501,13.094343141317156,0.019244411773991076,9.192724244047563,0.010123291152035136,7.564502982204264,0.0044943294675217375,6.749966368997838,0.001615070586670583,6.225749218543098,0.0004512730967557642,5.8278468131366274,152823.45199935776
7000.0,6800.0,3402.0,3236.0,0.0,0.0059837354295703485,53.351335531748326,0.0005631861966055933,16.536706574176247,0.002448740351003429,7.876235593764125,0.004258570298906525,5.2293272012656855,0.004518836952706953,4.539848372510906,0.004290411633878536,4.503491857575895,0.003933308464425267,4.632551716558273,0.003456201762509609,4.749588233397172,10608.84630862376
7200.0,3200.0,3480.0,1414.0,0.0,0.004869954169237032,53.376837591138624,0.0361755916072609,18.356751719973637,0.03660452018142164,11.494849793350463,0.027694059306148544,9.064810600165513,0.02062604124439538,7.759405957199717,0.01503200815327132,6.881749996977701,0.010845423535903637,6.24064861288507,0.00788364507264675,5.767858297923236,19475.55195623477
7600.0,6200.0,3698.0,3003.0,0.0,0.0127686656059941,53.463635474138634,0.05358306768066897,19.293349522875896,0.03816736018318012,12.065885376873757,0.020312880615313705,9.374228022192408,0.01076750058162761,8.044180855838587,0.006063330459573037,7.196380220398707,0.0033631568675247013,6.576783207800334,0.0016389762330666893,6.091812489889583,25051.78285072741
7800.0,2600.0,3746.0,1084.0,0.0,0.0059837354295703485,53.351335531748326,0.0004929809802987216,16.545492628757323,0.007478144540887756,8.133308237787869,0.014067692159372853,5.854496286202635,0.014887256892344892,5.267648729563304,0.013115646437057095,5.099083904405844,0.010858677240944373,4.965341306226359,0.00879684229490055,4.781405628921027,2801.87651405268
8000.0,6200.0,3961.0,2956.0,0.0,0.09583154588926006,56.11705821517113,0.06093586210720468,25.734287728261194,0.013940689307324911,16.51556759228102,0.0013756482525570045,11.889439986030835,0.0036794794915840016,9.309298751436415,0.0029397203780268393,7.7504657367864445,0.0023032009005529335,6.738032912413719,0.0022076396935746586,6.034011460688683,40991.298613242296
8000.0,7600.0,3915.0,3665.0,0.0,0.10135542261039773,56.001256587770115,0.10026611193588449,23.649130884867432,0.061279311693164085,15.188653117005323,0.03623033810721214,11.45366804272846,0.01905874973015796,9.193627287838366,0.008894238879625774,7.70032819450293,0.00342262962070006,6.653775804491799,0.0005835283405136278,5.881949141416111,10084.036939638809
8000.0,8400.0,3925.0,4086.0,0.0,0.09600923367536832,56.0416904164913,0.09976781497356899,23.68561854147534,0.061274456816068974,15.209853165125828,0.03739026462606659,11.376838679573677,0.02220168682650778,8.852443415142558,0.013427060218230475,7.048033436813131,0.008641447948060741,5.768272898672908,0.006095785286306579,4.869568879337629,15298.206332769863
8200.0,6400.0,4006.0,3062.0,0.0,0.09033946548882751,56.082515589202174,0.08904270251882607,23.30276090316445,0.043219116068408295,13.824887090060574,0.024549424972901274,9.939412586847718,0.014500768785224927,8.012707247503547,0.00870723540061362,6.906080165659555,0.005663550396512704,6.179556246866726,0.004249450988895484,5.644083221490123,17851.556038620274
8200.0,7800.0,4018.0,3726.0,0.0,0.011911208029842524,58.844527607436135,0.05367370277246369,32.4304401341046,0.03984385637548641,21.825032020095005,0.02259580045456248,15.238537880819885,0.011668215462628851,11.10997292955869,0.005414680913059887,8.531211118011347,0.0024779526368457045,6.8952677390899195,0.0020248688259736068,5.816103705133503,63561.19390005194
8200.0,8200.0,4010.0,3988.0,0.0,0.005728514753853151,58.847623876074906,0.053236565553379835,32.45666901456757,0.039662407932335414,21.844754724943147,0.022761236004610316,15.235056573622979,0.012826045556625811,11.019712569378601,0.007835420826354973,8.299931638672064,0.005523397310874695,6.534591077895085,0.0044277055829251045,5.373875528450758,43391.01797607427
8400.0,1200.0,4069.0,366.0,0.0,0.3917643235344329,65.29875997652395,0.09819158824886239,26.931385207098675,0.02678270834461609,13.865465146222892,0.009606221379617585,8.278734390304685,0.00455867446520608,5.531552764100526,0.0032630302265926735,4.082054212441317,0.00324139809719264,3.2903480714852584,0.00345570162047776,2.8480843239846387,10291.886950409043
