dx,dy,fx,fy,patternID,grad100,density100,grad200,density200,grad300,density300,grad400,density400,grad500,density500,grad600,density600,grad700,density700,grad800,density800,grad900,density900,grad1000,density1000,grad1100,density1100,grad1200,density1200,grad1300,density1300,grad1400,density1400,grad1500,density1500,grad1600,density1600,grad1700,density1700,grad1800,density1800,grad1900,density1900,cdx2Dipole
600.0,2200.0,63.0,964.0,0.0,0.012768665605994342,53.463635474138634,0.050691947302705716,19.289080415579168,0.03390420309377138,11.824623630166194,0.019157387686203554,8.412128404548806,0.011520891907720618,6.401920308617215,0.008095214032356137,5.1935671016229685,0.006579986131714586,4.466672945262564,0.0057855735303675064,4.0172795946669675,0.005223953607785193,3.7216320688108713,0.004731927070538453,3.5080745183748925,0.004279058640031125,3.337743501676528,0.0038692795909838827,3.193288911498901,0.0035107846321148772,3.0670253676379553,0.0032013570454172426,2.955772713808259,0.0029434405954497783,2.8579459502397473,0.0027264787631782377,2.7720477040935934,0.002538669777366466,2.69628331688165,0.0023788198404107426,2.6291176587596037,0.0022370480101844494,2.569212814455149,18079.677541372246
600.0,2600.0,48.0,1182.0,0.0,0.005698095775938212,53.467346139327475,0.0502482649002682,19.313931444683835,0.0336780391131448,11.841310922759028,0.018390732232637798,8.435774279810449,0.010229850525479504,6.448576004717126,0.0068038329253086284,5.2682626116849764,0.005653688697449501,4.578442710222573,0.005253453964292522,4.167751243026437,0.004960522947671601,3.9033668254673883,0.004621086575634925,3.7099201442221257,0.004250077621109293,3.552332485545183,0.0038871095186836847,3.4158454434510257,0.003556850941884378,3.2947254322495763,0.0032666080544181786,3.186751551310987,0.003020992695514321,3.090518818990282,0.0028111247622092657,3.0045769248964485,0.0026259641286262565,2.927319901322809,0.0024653658059410116,2.857229648348976,0.002320098333824645,2.793109203850215,7383.694061917788
600.0,3800.0,68.0,1843.0,0.0,0.0059837354295703485,53.351335531748326,0.0005482279456296295,16.5327114223525,0.0005781553343697324,7.700654284999033,0.002954032251866113,4.671614651752989,0.005381037493300099,3.6662963650368434,0.006515752271016621,3.4190552443770854,0.006663463000551625,3.415447742438728,0.006320222913778952,3.4708800572710388,0.005810228751882293,3.5247685549583725,0.005285379480320187,3.559506215941763,0.004810928679861726,3.573083888045084,0.00439752227239458,3.56800046913734,0.00403755572622422,3.548331028362833,0.0037253665108439612,3.517668819259071,0.0034521900379394536,3.478711773594492,0.003210270851253035,3.4334799805861405,0.0029874257010226216,3.383002550019067,0.002786161921978164,3.3282317026237247,0.0026002592268022083,3.2701443638365832,34812.58802502336
800.0,5800.0,182.0,2800.0,0.0,0.0059837354295703485,53.351335531748326,0.012428447321674356,16.95496855245293,0.02976395834061012,9.883279318662748,0.02603169102315897,7.681266005967736,0.018537842448206006,6.339254960365019,0.0136317531595671,5.444690750604238,0.010915198490390552,4.9154260427481145,0.00928071093713069,4.625187955646045,0.00808327982493982,4.463824774369416,0.0071250909167192384,4.360804023532075,0.006319871446614829,4.281238207155581,0.005639609470742484,4.209131588516626,0.005060266152008392,4.137390293893826,0.004557127066907985,4.062926767993877,0.004121001376558512,3.9846329706139256,0.0037371246145742627,3.902699800852231,0.003401395375236551,3.8171641488753596,0.003105633521937967,3.7290564644660256,0.0028447274132031874,3.6394722165603075,27538.67108267936
1000.0,8400.0,284.0,4164.0,0.0,0.005983626807463448,53.3515515481176,0.010043816251392388,16.943453102059973,0.01659096605850809,9.060611919394407,0.012344140456308642,6.101539933521032,0.009374176510720563,4.608912628693257,0.007687990891237038,3.782951617534619,0.006441241459768562,3.2759332263556438,0.005537301544686995,2.9409792193108393,0.004907151847220431,2.719594639788814,0.004462437902995833,2.5755524708859614,0.00412050272450592,2.482646977441557,0.0038313222015951246,2.4209360177939643,0.003572545668943284,2.37701052057331,0.0033331436966482692,2.3427976460275324,0.0031135966066233615,2.3135037396213214,0.0029063761545725037,2.286433966743485,0.0027138442748689253,2.259881985114647,0.002538374307282894,2.233503721647868,0.002374143605668896,2.2069532070494295,917.3058377662272
1200.0,2400.0,359.0,1055.0,0.0,0.0059837354295703485,53.351335531748326,0.007593327710028353,16.900200992097265,0.01739655089523322,9.962914259041126,0.011824448754629596,8.012225831721116,0.005284368578042508,6.952838886535545,0.002111864698468154,6.275087280604355,0.002616495589706967,5.817096769605688,0.003357560248652525,5.463852219475455,0.003596454702462211,5.151497573274865,0.003537893400608133,4.858554264735455,0.003358984265043421,4.584590539140017,0.0031586176241911504,4.334542737417176,0.002974447610702679,4.111634017104855,0.002811796078035856,3.9163787368483356,0.002668490178870339,3.7465421798399703,0.002540151063933409,3.5984188747842096,0.0024241895342421186,3.468733647424194,0.0023164820772714283,3.3542131286205783,0.0022101669793923367,3.2520393544838724,25861.050636043383
1400.0,5800.0,476.0,2751.0,0.0,0.4648398519717142,67.94847205236759,0.16739627661950154,33.73228043179402,0.048391377570921344,20.090130605506886,0.016989426758949416,13.730327755929585,0.008784396442873474,10.550151856311194,0.007949490404722577,8.871127107979836,0.007850040995057575,7.893917574292813,0.007370216198195897,7.250419832662928,0.006721482882717699,6.781372666239239,0.0060666514433221535,6.411983369582232,0.005461725600865865,6.1038999005719194,0.004918127053116545,5.835879684655,0.004433310340270691,5.594714626073751,0.004006739112674065,5.372877079714498,0.0036241435430829053,5.165643323486227,0.003290146858544618,4.97026861677131,0.0029996516923951905,4.785376361772102,0.0027425786268224523,4.610105255425058,0.002518157787786927,4.4434612245055884,38132.82229261296
1400.0,6000.0,470.0,2928.0,0.0,0.550744968641535,77.42735115002307,0.13603531732085783,37.54232066968313,0.03439535823454645,21.04697500990714,0.01332819005645028,13.958180644719754,0.008525213744334719,10.590541750313902,0.008277006542884059,8.838574862749077,0.00812292625250518,7.829288879289021,0.007561108082079973,7.178835005591745,0.006859426712702173,6.7146793544126595,0.0061704679719875285,6.353352298339722,0.005542344312578718,6.0514944229408645,0.004981406950709882,5.7863048241288615,0.004483855313411822,5.545073781815774,0.004047607647326059,5.321332143901913,0.0036580704764011345,5.111431845789937,0.0033190998571479063,4.913411589575224,0.0030253922910284353,4.726384456598827,0.002765772405270595,4.54969880666561,0.0025396447708938754,4.382413287907667,206631.4742264595
1400.0,8000.0,513.0,3933.0,0.0,0.005983626807463115,53.351551548117584,0.008575706186863366,16.993863601891224,0.0060757483970386664,9.88373217786206,0.006386911788724941,7.9215266937921305,0.007481762720120841,6.748409304046231,0.006707544605596167,5.789800308972605,0.00601089245140392,5.056463491086558,0.0055977921898726374,4.541989578542541,0.005308924706735299,4.1894257584964825,0.005029472145763461,3.9413006588573594,0.004729185470044937,3.755298800950141,0.004415858507085805,3.6058324827253947,0.004101074393889584,3.4785846169782038,0.0038013521645145374,3.3656938095998834,0.00351498359612319,3.2628306787199812,0.0032492402878931195,3.167250502537734,0.0030083479531955604,3.0779610402675215,0.0027862826105293503,2.994094681922553,0.0025854873469962777,2.9148165030229696,25442.87587911398
1600.0,4200.0,544.0,1927.0,0.0,0.5550498522191103,77.24618442129956,0.13949470225737842,37.37051290626406,0.03989310693727079,20.555870120075145,0.01676759299033753,13.336938493754007,0.009557636562543036,9.916574536219786,0.006434306580317813,8.140150036681707,0.004855564224682536,7.154494416337312,0.004052931929783771,6.576850220286722,0.0036201253509013705,6.215857329895531,0.0033798192450588084,5.969008389699454,0.0032281179939743897,5.7801818835702345,0.0031071869584092288,5.61878480368635,0.0029908418213906757,5.468707360695262,0.0028627457924500412,5.32218610329888,0.0027274585818804252,5.1753790098068455,0.0025875607886941187,5.027751746798125,0.0024478760775980793,4.879773784997146,0.0023066386910035974,4.7323116275396355,0.0021714961207045616,4.586222247509133,342205.49845085776
