75,875
1875,75
675,1275
675,875
500,1700
1075,1275
875,475
1275,1275
675,75
1075,475
300,1100
1275,75
75,675
1875,1875
1875,1075
1875,675
875,1875
675,1475
1075,1875
100,1300
