,density800,density1200,grad1000,dipole
0,-1.572354903970567,-1.8790751385568738,-0.9305299909806893,0.0055332587754482
1,-0.8614497612179169,-1.3687831680222593,-0.4791143385395309,0.0022894392720515
2,-1.572354903970567,-1.3687831680222593,-0.9606243678424383,0.0028202706837453
3,-0.8614497612179169,-1.8790751385568738,1.3265482711395695,0.0263547174250458
4,-0.1505446184652668,-0.34819922695303057,-0.7466199102638525,0.0216666916057743
5,-0.8614497612179169,-1.8790751385568738,1.3265482712464862,0.00870964127675
6,-1.572354903970567,-0.34819922695303057,-0.9305299909165393,0.0006903217470908
7,-0.1505446184652668,0.16209274358158407,-0.3398625198604004,0.0083311854354938
8,-0.1505446184652668,0.16209274358158407,-0.7351835536332144,0.0096355776726594
9,-0.1505446184652668,0.16209274358158407,-0.9889690624161522,0.0314431925403671
10,-0.8614497612179169,-0.8584911974876449,-0.8402468603400902,0.0158611090251435
11,1.2712656670400333,1.1826766846508128,0.8338344290444311,0.0251567904485705
12,-0.1505446184652668,-1.3687831680222593,-0.365544610435442,0.0029541813027159
13,0.5603605242873833,-0.34819922695303057,-0.3697421658024466,0.0154758266937526
14,1.9821708097926838,1.1826766846508128,1.224666479011831,0.0004549698372322
15,0.5603605242873833,-0.34819922695303057,-0.7613376037890951,0.0030355922775743
16,-0.1505446184652668,-0.34819922695303057,0.379718290851902,0.0098432254646428
17,1.9821708097926838,1.1826766846508128,1.8197513524413467,0.0274920629833098
18,1.9821708097926838,1.692968655185427,-0.4069282960340885,0.0055210182703898
19,-0.1505446184652668,-1.3687831680222593,-0.36554461037464864,0.0042657762370335
20,-0.1505446184652668,0.16209274358158407,-0.8741399857966399,0.0051529940156456
21,-0.8614497612179169,-0.8584911974876449,-0.780058106780991,0.001226929010261
22,2.6930759525453336,1.1826766846508128,0.34438590769982047,0.0093629672869834
23,-1.572354903970567,-0.34819922695303057,-0.8183345847419677,0.0078568773777297
24,-0.8614497612179169,-1.3687831680222593,-0.780058106879273,0.0195032897508798
25,1.2712656670400333,1.1826766846508128,-0.18993602609333202,0.0592290121922222
26,-0.1505446184652668,-0.34819922695303057,-0.9954126056839584,0.0149566105193388
27,-0.1505446184652668,0.16209274358158407,-0.2844382927765427,0.006745772574865
28,-1.572354903970567,-1.3687831680222593,-1.081001874940211,0.0158007388168889
29,0.5603605242873833,-0.34819922695303057,-0.5980022123835909,0.0123240009582003
30,0.5603605242873833,0.6723847141161983,2.3648966557794306,0.0667638784503625
31,0.5603605242873833,0.16209274358158407,2.0311281240310692,0.0008372801139082
32,-0.1505446184652668,0.6723847141161983,2.4031450868652535,0.072045485839137
33,0.5603605242873833,0.16209274358158407,-0.7184281939163786,0.0128452676488598
34,1.2712656670400333,0.6723847141161983,1.6362769669179518,0.0239497426650781
35,-0.1505446184652668,-0.34819922695303057,-0.2364093698073355,0.0090371753182488
36,1.2712656670400333,1.1826766846508128,1.83976358044673,0.0254020546472335
37,1.9821708097926838,1.1826766846508128,-0.7531043280989769,0.0381784236417925
38,1.9821708097926838,1.692968655185427,1.1038051759557983,0.029521649510067
