g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,Dipole
0.17203470379799626,0.1536535005895119,0.06574681098110123,0.08751689410522058,0.12503216631941924,0.17367899943388196,0.16960713276981568,0.08530006491835952,0.061814503424899706,0.11692179233553236,0.16768103785524868,0.1802009966279739,0.11398307516518649,0.03241978738466514,0.07301232945796764,0.15207974526971738,0.17602967984948442,0.13563835310734404,0.06481930634605111,0.05279192238096089,0.13149123138402022,0.1556232288384679,0.1331559615750021,0.09930847562695018,0.09048614823415882,0.009338995
0.1390707836045242,0.1643804578627852,0.1366953902359124,0.0898627635892296,0.07582365766733558,0.11874664104748256,0.13901160410392893,0.12331151445790177,0.10825973374412907,0.10757530937432101,0.0999090938968034,0.1156794493847436,0.10897416622388142,0.10664870981149221,0.10386053736050195,0.08080339264076254,0.09676234682202028,0.09414121274783498,0.08254567711481307,0.0653603202898702,0.058563705459613154,0.07220184205889994,0.06718773386278695,0.048982971119407706,0.03846587242487704,0.03097928
0.12932282858021027,0.16282591322804862,0.15091752927987973,0.10210736047308389,0.06493414831591635,0.13315999709620555,0.16740743806201494,0.1527536917559841,0.09503669572356994,0.04163315937682306,0.12956805886206907,0.1583185532750914,0.14137045735536966,0.10160606123865032,0.09400830917512337,0.12034625132711618,0.1385530327296622,0.11511513626525208,0.08663733785193731,0.09369581067172944,0.117355376749304,0.12475685192313365,0.08522434254811262,0.034745725400048916,0.03904858712695948,0.055078706
0.08529760938869575,0.0815510328079001,0.057694772901414754,0.05969560403146062,0.10226125601830076,0.08620146642055117,0.08382540924920978,0.06505180211412462,0.07018116716794039,0.1095821177094626,0.08499597336860942,0.0787604765769864,0.06052028725639499,0.0674845525346537,0.10858762709866973,0.07996542818037054,0.06482142045930259,0.047050091868983464,0.055545654099217835,0.095481159134243,0.07355969483308429,0.04820054038348645,0.02918791066656189,0.03457399019843888,0.06444084800838498,0.023476675
0.08028677475996095,0.05968780897137683,0.04557678034419525,0.06725628717876889,0.10786842105458995,0.08200127582809287,0.04691006960775982,0.03280128797035735,0.06366401160333432,0.11581470968587473,0.10122221321808127,0.08274472891446606,0.07452258658124508,0.08968916773076449,0.11676056170987684,0.09949062918502165,0.10093377407323566,0.09770560791536403,0.09986893302767313,0.10243515547367783,0.07314274950286831,0.0847245439154227,0.08653133369036377,0.0823558566578145,0.07304934890204988,0.0
0.07631603065544976,0.08292757402906872,0.07303196744649783,0.05064981174969195,0.061931443799453464,0.02784402551619074,0.044947525119418456,0.028012775408352925,0.06195774089409586,0.11427500528792589,0.05548553683370996,0.055090286332189944,0.04238351395473333,0.09491879313478786,0.13732319343671512,0.09454967522722944,0.08864014131698028,0.06601765712665418,0.09416305648255356,0.12271454444369242,0.0933935790423864,0.09551149094006077,0.06938632901641169,0.06929677821593729,0.09125852047070944,0.017327852
0.14987265421786844,0.1488729576276025,0.1500523520190799,0.11854650498584998,0.04228162735644569,0.1259699740660247,0.08433931282718234,0.11468742249417606,0.1479853628940839,0.10040883608018693,0.13066155775813018,0.06361323908961655,0.06932684102717027,0.14487282554924236,0.14343969546613178,0.14653021550915923,0.1238810733993956,0.08992499799705528,0.12476897638401302,0.15089710130558814,0.1302757487939705,0.14894006487563893,0.12964738768276982,0.12008658542930548,0.13796544407050643,0.23183353
0.12711850161166444,0.05760285290374114,0.0739960015047735,0.1477458594935998,0.13839760727755013,0.14551184154434477,0.11413573175758338,0.08215137599362887,0.12779289992472376,0.15164191849180433,0.1357275549132149,0.14820662248826819,0.1244919433642876,0.12004535733774553,0.14117702317862543,0.09833052634994037,0.13287116230108942,0.13230365945631478,0.11348587418287588,0.11762923050317696,0.055628271373360155,0.0825760326804892,0.09385597368537747,0.07960715891139752,0.07934325050013714,0.342034762
0.1359938918541631,0.1551008978391671,0.1534953525208432,0.13192716930594572,0.10025780322373098,0.158299680564944,0.16217673038016664,0.14893481226786648,0.13146107205459495,0.11601673789669813,0.13591175815451018,0.12078335740260111,0.09322065767501812,0.09218597901813098,0.10643543134647915,0.10451265980741331,0.1014583744900555,0.06338962129880646,0.03138336329399512,0.048397422390350935,0.093106110030173,0.13243970160294466,0.13470037748467933,0.10410284055985305,0.05803156634959695,0.068832707
0.04254802001175615,0.09551477231087652,0.12287257422353953,0.12020362918604657,0.10882048210209536,0.09018379534976427,0.12429007156580404,0.12310455553210328,0.10555721728395578,0.1173594555883491,0.10909298760052351,0.10777807167217347,0.0632141629187612,0.04710663942587416,0.10438137651802788,0.14001136999742045,0.13612103716521848,0.10580089304631811,0.10250486431820821,0.1217778872766227,0.15322303641846818,0.16912941949177976,0.1656112144976844,0.1601974171369498,0.14674900832433724,0.406871088
