d100,g100,l100,d200,g200,l200,d300,g300,l300,d400,g400,l400,d500,g500,l500,Dipole
-0.8286423275817567,-0.7107839445258566,0.5103093613712688,-0.7217157096955535,0.639210393909059,-0.0020654595874819,-0.9669630075788164,0.7468620440606054,-0.5229980875683271,-1.1444696167679198,0.7258337859315203,-0.0779395619361471,-1.172543386840471,1.1573253561058785,0.4335397419271404,0.6546043738057977
1.328826673713797,1.0075025763444985,-0.980803569849776,0.8466675026024697,2.050095931256468,-1.287856830452739,0.4628014930227888,3.017229987000275,-1.1370530752552974,0.1959216410260103,3.1345226982952847,-1.0783916968019005,0.0137976829763511,2.753037095498553,-1.0330394917811765,0.2462886210059593
0.8139707258851505,0.1446808884373411,1.2132581140422949,1.286191383996058,1.848729444794832,-0.7288302630987459,1.0140504980995124,3.092490812398061,-1.741258508105927,0.6070540108367046,3.4114394362548146,-1.998839633280116,0.2874888607183424,2.976902115532219,-1.9663974553255217,0.0804161653935737
1.4594634026124715,0.923405322233551,0.6804980493423624,1.698609754713905,2.1595977091700136,-0.6496521055632833,1.5109302216769536,3.1222192112471143,-1.6990778652104643,1.0741522188316248,3.527980969505784,-2.6879833035974148,0.6197228629441526,3.199384333792504,-3.129979905922335,0.0184375332334325
1.403889737401928,1.2912276965605838,0.0366884388736752,1.5521025035248643,1.5290870207471994,-0.4995628717244402,1.4497249684350666,3.125061634371032,-1.451304526241443,1.0577664775703577,3.6572239870576766,-2.565482382951787,0.6094520003274956,3.335471413441935,-3.137994075115135,0.0
0.9299542218664112,1.431150286833087,-0.2073265704622767,1.0607783574516,0.9112460262005032,0.1689683464258858,1.148766048410173,3.0806387743007426,-0.8992736592996247,0.8537924776733209,3.766764049388711,-2.170208184662744,0.4627985960522132,3.438941709194376,-2.7268252068182317,0.1351063766302338
0.2642055476065553,0.4306155577254436,-0.0648357217783203,0.4109883468752218,0.5626473121801003,0.6706213844971038,0.6401135519822013,2.96279671410592,-0.2725818321843544,0.4726378947637205,3.755331978740603,-1.489653248470726,0.1920673890132494,3.4253892281079605,-1.9259755150829896,0.1880034658214589
-1.3591933092869808,-0.4618989372117421,-0.4060397309295994,-1.440929566068036,-0.5494582532509206,0.7303334051667087,-1.3326997664511055,0.8256641437587838,1.022955933519109,-1.1283855668848668,1.8655005096901065,1.3447307532452608,-0.9315656078459608,2.26350358175828,1.431442397181746,0.387975557078747
0.1879373447311668,1.2447137060556004,-1.1177532132445116,-0.5727219428383754,1.4562504972601396,-1.1628792066142315,-1.1097523434539267,1.207592330134276,-0.6400702372443912,-1.2930077404014122,1.085428168788818,0.2278075886563321,-1.2514574162288028,1.5274990588399977,1.0416408362006089,0.8907852905129832
-1.382726384117216,-0.2927396776046955,-0.7492561607564614,-1.6050514907519895,-1.1558162441973676,0.8585561595691407,-1.562348286461394,0.4392005136539695,0.4627807503753475,-1.6228516306870286,0.9796032948723614,0.0011955034624666,-1.685345342752974,0.981250437136698,0.0618501600263775,0.0037439904006402
-0.904692486440038,-0.6034036160133808,-0.5331712522634806,-1.339039361671068,-0.4210282355078832,-0.07126844330253,-1.4939143085313202,0.1240593763692985,0.4771003985139634,-1.5039327982614716,0.7444866070303058,0.4284729709980562,-1.4929824942337044,1.166519320078032,0.4960134870865487,0.0342602934842889
0.6895656041561596,0.1519298249119159,-0.5557132139031064,-0.0088772460743796,1.257836619934999,-1.671408124761267,-0.5369860117122335,0.2459917232013765,-0.5204149958444129,-0.6533243222017883,0.0869123483053696,0.1581906578493053,-0.6453401404166338,0.9596025007319008,0.3589150384451435,0.7101321883184188
1.3042186989524025,1.175376317656825,-1.3538790092379192,0.6153175499753966,1.963153129191744,-1.0945228784389438,0.3522895191562875,1.9722837723944453,-0.5202316203694594,0.213807210568437,2.053273664582484,-0.5316106460326041,0.1172224693097436,1.8829903373685932,-0.5042199896795546,0.6672660127441346
1.857315660317712,0.0009887392495407,-0.1203020920214861,1.5499121633653137,1.3723417889013672,-1.6123411782178392,1.062854840349817,2.4176148494868794,-1.7925775999561098,0.6637171543517792,2.625667690282795,-1.6597662347738686,0.4060341114504119,2.21608539914598,-1.447434622283682,0.0474633852364631
2.383646283808776,-0.8597290100624607,0.818886842030295,2.483245172418556,1.4424400314845542,-1.7506119138863423,2.0424685734745327,2.48839342379365,-2.6202796874607666,1.4388111340954777,2.956937302817451,-3.282781488139205,0.9235601846872292,2.538118633712652,-3.3238975002451427,0.3252209535203159
2.9703265217849237,-0.8081929748847333,-0.3091720111535271,2.792688683258433,0.9384486126571308,-2.080090427440538,2.2971544898604965,2.3115721175611634,-2.779084725110519,1.6498319486003463,2.936124773214741,-3.653311928401082,1.0623982068293054,2.6310336881256275,-3.885208871050797,0.140499882034844
-0.2561741221999901,-1.823555400047226,2.1125220273038,0.6932357032670465,-0.2166500769741558,0.3796834141251055,0.7722033499944074,2.449499757972151,-0.8895096000677383,0.5229695664563826,3.342546462679337,-1.5181920794761046,0.2705010330712198,2.931517207724509,-1.50930736779338,0.274982981769482
-0.2891439296762334,1.165235807992284,-1.3092630513616146,-0.8891127306242719,-0.1077133403926437,-0.4482922529390776,-1.1351498156942883,0.4805384133115089,0.1489391300548896,-1.1278704788182312,1.2871610186072129,0.7895915825333145,-1.0032560759467306,1.6992479828647085,1.3765352544228215,0.7079793756223073
-0.2624372052023037,1.0245197648021565,-1.0173410516548098,-0.8679583678902666,0.1920764035013683,-0.5013220975404165,-1.1184971980169258,0.6040544680443848,0.3507959859185571,-1.0621639191002212,1.3905876937421016,0.9537885074692316,-0.9300289913882231,1.8812116779546315,1.22249409543466,0.3002293202793944
0.8537204925989543,1.1373686030049184,-1.2588303787752364,0.0906501282699801,1.2615584671298945,-1.6322722442541608,-0.5583050608135098,1.1109213579979498,-1.084340831654444,-0.7851598122520281,1.1104146341788133,-0.0089675957130432,-0.7670426405819866,1.7497359596670004,0.7215292758597716,0.1382921638773417
0.2628436530273252,0.7224894509887484,-0.1069592727131303,-0.0554156232686921,1.0754535950233517,-1.130905100160077,-0.5891584995178728,1.28518733727195,-1.0723092779390988,-0.8282767414488005,1.2903207174164637,-0.0495546465572266,-0.8101921722773447,1.755425837338659,0.8264400000100242,0.9852725365114452
-1.3067054940817884,-0.7107993136282683,0.2929342684556896,-1.0228261969513843,-0.127865184137208,0.8828220400172553,-0.996898388581332,0.9935471894391766,-0.0069161692336695,-1.082983613853143,1.1606207374041766,-0.0267327797980169,-1.122449378196385,1.2787836654386662,0.0658085880601384,0.2109744631953776
