d100,g100,d200,g200,d300,g300,d400,g400,d500,g500,Dipole,Elongation
-0.8286423275817567,-0.7107839445258566,-0.7217157096955535,0.639210393909059,-0.9669630075788165,0.7468620440606054,-1.1444696167679198,0.7258337859315203,-1.172543386840471,1.1573253561058785,0.6546043738057977,116.0
1.328826673713797,1.0075025763444985,0.8466675026024697,2.050095931256468,0.46280149302278883,3.017229987000275,0.1959216410260103,3.1345226982952847,0.013797682976351183,2.7530370954985535,0.2462886210059593,51.0
0.8139707258851505,0.1446808884373411,1.2861913839960581,1.8487294447948321,1.0140504980995124,3.092490812398061,0.6070540108367046,3.4114394362548146,0.28748886071834245,2.976902115532219,0.0804161653935737,30.0
1.4594634026124715,0.923405322233551,1.698609754713905,2.1595977091700136,1.5109302216769536,3.1222192112471143,1.0741522188316248,3.527980969505784,0.6197228629441526,3.1993843337925036,0.0184375332334325,48.0
1.4038897374019281,1.2912276965605838,1.5521025035248643,1.5290870207471994,1.4497249684350666,3.125061634371032,1.0577664775703575,3.6572239870576766,0.6094520003274956,3.335471413441935,0.0,40.0
0.9299542218664112,1.431150286833087,1.0607783574515999,0.9112460262005032,1.148766048410173,3.0806387743007426,0.8537924776733209,3.7667640493887107,0.46279859605221324,3.438941709194376,0.1351063766302338,54.0
0.2642055476065553,0.4306155577254436,0.4109883468752218,0.5626473121801003,0.6401135519822013,2.9627967141059197,0.47263789476372053,3.755331978740603,0.19206738901324943,3.4253892281079605,0.1880034658214589,72.0
-1.3591933092869808,-0.4618989372117421,-1.4409295660680361,-0.5494582532509206,-1.3326997664511055,0.8256641437587838,-1.1283855668848668,1.8655005096901065,-0.9315656078459608,2.2635035817582794,0.387975557078747,61.0
0.18793734473116686,1.2447137060556004,-0.5727219428383754,1.4562504972601396,-1.1097523434539267,1.2075923301342761,-1.2930077404014122,1.085428168788818,-1.2514574162288028,1.5274990588399975,0.8907852905129832,117.0
-1.382726384117216,-0.2927396776046955,-1.6050514907519895,-1.1558162441973676,-1.562348286461394,0.4392005136539695,-1.6228516306870286,0.9796032948723614,-1.6853453427529739,0.9812504371366981,0.0037439904006402,103.0
-0.9046924864400379,-0.6034036160133808,-1.339039361671068,-0.42102823550788326,-1.4939143085313202,0.12405937636929852,-1.5039327982614716,0.7444866070303058,-1.4929824942337044,1.166519320078032,0.0342602934842889,59.0
0.6895656041561596,0.15192982491191595,-0.008877246074379688,1.257836619934999,-0.5369860117122335,0.24599172320137652,-0.6533243222017883,0.08691234830536966,-0.6453401404166338,0.9596025007319008,0.7101321883184188,111.0
1.3042186989524025,1.175376317656825,0.6153175499753966,1.9631531291917437,0.3522895191562875,1.9722837723944455,0.21380721056843702,2.053273664582484,0.11722246930974364,1.8829903373685934,0.6672660127441346,83.0
1.8573156603177117,0.0009887392495407676,1.5499121633653137,1.3723417889013672,1.062854840349817,2.4176148494868794,0.6637171543517792,2.625667690282795,0.4060341114504119,2.21608539914598,0.0474633852364631,49.0
2.3836462838087757,-0.8597290100624607,2.483245172418556,1.4424400314845542,2.0424685734745327,2.48839342379365,1.4388111340954777,2.956937302817451,0.9235601846872292,2.538118633712652,0.3252209535203159,59.0
2.9703265217849233,-0.8081929748847333,2.7926886832584326,0.9384486126571308,2.2971544898604965,2.3115721175611634,1.6498319486003465,2.9361247732147415,1.0623982068293054,2.6310336881256275,0.140499882034844,9.0
-0.25617412219999014,-1.823555400047226,0.6932357032670465,-0.21665007697415586,0.7722033499944074,2.449499757972151,0.5229695664563826,3.342546462679337,0.27050103307121987,2.931517207724509,0.274982981769482,58.0
-0.2891439296762334,1.165235807992284,-0.8891127306242719,-0.10771334039264377,-1.1351498156942883,0.4805384133115089,-1.1278704788182312,1.2871610186072127,-1.0032560759467306,1.6992479828647085,0.7079793756223073,114.0
-0.2624372052023037,1.0245197648021565,-0.8679583678902666,0.19207640350136831,-1.1184971980169258,0.6040544680443848,-1.0621639191002212,1.3905876937421016,-0.9300289913882233,1.8812116779546315,0.3002293202793944,98.0
0.8537204925989543,1.1373686030049184,0.09065012826998016,1.2615584671298943,-0.5583050608135098,1.1109213579979498,-0.7851598122520281,1.1104146341788133,-0.7670426405819866,1.7497359596670004,0.1382921638773417,43.0
