dx,dy,fx,fy,d200,g200,d400,g400,d600,g600,d800,g800,d1000,g1000,Dipole,Elongation,Aspect_Ratio,Centroid_x,Centroid_y,Diff_of_means,CDX2_1 Marker,CDX2_2 Marker,Minor Axis,Skeleton
875.0,275.0,497.0,171.0,12569.750538343143,299.9096195184658,15206.124552203179,190.99833541580438,18516.581353139394,177.51954645304693,23320.73290524512,190.6351507272182,28067.155154810178,192.44041703977163,0.6546043738057977,116.0,0.904040404040404,497,171,-0.0036700813839245,0.3093433419232362,0.3027640158227426,86.96920002856676,144.82337649086284
2075.0,275.0,1176.0,220.0,21652.258103001182,407.670313928599,25964.20445333184,305.4509232253886,30795.914911502,236.28633592733595,35669.05765431321,209.09657223510456,40262.81668742617,201.45623346146817,0.2462886210059593,51.0,1.0198019801980198,1176,220,-0.2329073406300138,0.3269170185020205,0.1765326394749767,73.5614291349251,64.49747468305833
2275.0,275.0,1291.0,230.0,21974.051582245625,358.7235569769168,29766.18088620971,301.62130000923537,33649.694392357924,237.48383817812635,37427.49574639372,207.40979287986173,41439.88343101947,200.1942720173604,0.0804161653935737,30.0,0.9576271186440678,1291,230,-0.427407183470344,0.3299891900994348,0.0624772933375534,133.43468835048577,35.62741699796952
2675.0,275.0,1471.0,197.0,24660.57780837257,453.9838523613145,33561.981431063185,318.609252941372,37090.41389438086,236.7860754611344,39331.763175445674,204.79428455121993,42527.73788252277,199.76646293719878,0.0184375332334325,48.0,0.9147286821705426,1471,197,-0.4505350341575479,0.3548686710496656,0.0427925842674124,99.04752962639137,60.254833995939045
2875.0,275.0,1593.0,227.0,23792.642285163496,310.4065487962945,33234.85579108172,335.3427703131963,37008.456975205794,244.53429364406168,39129.7244479565,208.015262361819,42343.03296578824,201.65415381418492,0.0,40.0,0.8636363636363636,1593,227,-0.5061506655253369,0.3884851872554499,0.0309861128481631,0.0,46.04163056034262
3075.0,275.0,1701.0,235.0,21255.611039384414,230.59613626938585,31183.09213023689,349.2652444723594,35503.931588578394,257.6046602923494,38069.54385562508,214.53055209531954,41671.26172434244,204.7572217380105,0.1351063766302338,54.0,0.872,1701,235,-0.566093377494968,0.4806512114323644,0.0299414191110153,92.44015422313556,66.66904755831214
3275.0,275.0,1842.0,234.0,17811.58672858309,280.2368939113413,27582.641842747358,348.8573049393036,32674.01655416867,268.951182527911,36235.973941409204,221.40011081124337,40572.314453846426,208.16805218062623,0.1880034658214589,72.0,1.2419354838709675,1842,234,-0.4471280374922863,0.3753698103013173,0.0707215005154949,107.71323966850748,80.94112549695429
3875.0,275.0,2153.0,241.0,9047.198398402057,144.2763701465685,13209.813339131568,223.66613540108506,20778.1356715449,223.1391230714089,28580.768248137887,214.3986231327799,35932.6892956251,211.3544842641416,0.387975557078747,61.0,1.1085271317829457,2153,241,0.0488707108366537,0.3905697657638424,0.399408505918984,82.08034016560435,76.9827560572969
6075.0,275.0,3184.0,228.0,15240.125780736611,339.8168474359921,14144.18833449029,183.21870472753693,17640.928212899835,194.99998981260623,23964.25002090449,216.04650310462532,30449.951495186902,217.8725552117843,0.8907852905129832,117.0,0.925925925925926,3184,228,-0.0470197366000809,0.3383727318125383,0.3205217579989742,66.49493434413037,147.48023074035524
7875.0,275.0,4223.0,271.0,8437.881478168145,99.07109676917085,10987.475163388257,183.2851736136966,13101.387504399565,152.91343713462953,15366.511225157104,144.59915350472866,18063.017772763098,145.10323758186007,0.0037439904006402,103.0,1.3238095238095238,4223,271,0.2402406417112299,0.2799651069995968,0.4835796864383997,82.0185377281459,111.11269837220809
