g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,Elongation
0.05962360575057204,0.07703185169360775,0.08630122958001402,0.08782561757692724,0.07723863020289387,0.07949183305569985,0.09725196385902332,0.10455585364077263,0.11381953004834361,0.11402939993792238,0.08743671608051037,0.10557523007334157,0.10527100597273453,0.11740684430123169,0.1368265179759676,0.08392885537282935,0.1077133415310167,0.10070155183152948,0.09873817431350453,0.13525554202047554,0.06709875761114951,0.10018998860882687,0.09047156370227732,0.05762005550597806,0.11116633716901227,116.0
0.10756475771467108,0.13957590054080962,0.1569054320404335,0.16086047692620262,0.15610644549422706,0.1614035067652828,0.18464933485132437,0.18479367972283875,0.1788766900730881,0.17611441796418428,0.18970145821257894,0.17972615685636717,0.1451501879972511,0.12580927777423356,0.12966046415965776,0.1752068332937078,0.11924899854772716,0.0516684816613221,0.03567005365248452,0.04305243554414052,0.13789658081228423,0.0708175596941795,0.06423194970043612,0.07849461370016898,0.07314917822321149,51.0
0.1548807469792452,0.16092458250798586,0.15737267270819771,0.15092809711416075,0.1537582604983444,0.18577331863503094,0.17974624137663206,0.17638568924338927,0.17760145099684055,0.18914379640784118,0.15132617975790155,0.12726500984868166,0.12769079844125214,0.14549067297150015,0.17092579199252733,0.06103793060558361,0.036071105369912856,0.038757750938433616,0.07807815945657802,0.11015515701835983,0.0600325554337218,0.07874413881234274,0.07260159395210854,0.08564446682700869,0.07842811870607357,30.0
0.1510970867929109,0.16171915819415342,0.17435856240485684,0.1790328256228902,0.1761688062514645,0.1838643245660985,0.19797041828676284,0.20070612148129413,0.1884939254218858,0.171114534481666,0.1625855036325509,0.17732836223610116,0.16204025290004243,0.13151160651960903,0.10340963089234537,0.10297896366824542,0.10786600127623629,0.08591498175210155,0.07703169336219917,0.06687721139013514,0.08711494402753622,0.04869866399821959,0.04245523700252681,0.07823111133925953,0.07169905952421075,48.0
0.17252525951358957,0.17884400532903824,0.17707868151589312,0.17078189118329598,0.16212638764575638,0.20151496460500465,0.19140643533236334,0.17423916468203615,0.15874657387635913,0.14924350072312378,0.166681256441558,0.13717131685193004,0.10803349325156514,0.08658955751162564,0.07893419088645491,0.08950194538239165,0.07788978185775557,0.06965530353409083,0.05223549077674644,0.04058222732710456,0.03586827313202304,0.0746777833733103,0.07536579524745884,0.05273535505053299,0.03970803766054142,40.0
0.17784386352511036,0.17212542805425776,0.1638733183346366,0.15294739491555395,0.1373071768317222,0.17743079125619043,0.16118855141859545,0.1504583842026614,0.14631623319268672,0.1447628581786842,0.11290024311973877,0.08965230576939019,0.07906795714036874,0.08509022484310311,0.10216370097873044,0.07202947617069794,0.055462936163279505,0.04172468193398196,0.0408685412039578,0.05195603147451118,0.07822966512770847,0.05666624153610355,0.04108285314336697,0.03591825061188496,0.03433462379431416,54.0
0.16553611869901258,0.15520600701306733,0.14063595213166005,0.11904036026532512,0.0916533948239098,0.15190196086358715,0.14666120163677257,0.145285785060405,0.13788417929160118,0.11629247325991558,0.0797783150468806,0.08285324132012889,0.09884679001239234,0.11382019229186867,0.11216028423848609,0.04333128711177845,0.040089654047768875,0.04908382598339723,0.06833740200942262,0.08539924149874058,0.04282697297049284,0.03659092119119462,0.034088524286821874,0.04119876077382521,0.05936474608224281,72.0
0.07043336038412243,0.07198075740862529,0.070175842751166,0.06429104654947802,0.05133180738858769,0.08483717636591598,0.07508863073751243,0.06709933523470168,0.06905807107078844,0.06391349881472305,0.08052259948145526,0.055424413250044664,0.048261499065393655,0.06645222648228061,0.06857181110952743,0.073290420366528,0.05208721483213083,0.05849487317309794,0.07484593495241439,0.06730776670825395,0.0766246693485081,0.07907934989941003,0.08441872176443102,0.07990263093288838,0.05505584438702822,61.0
0.0716725347427564,0.09509977804933772,0.10664193903423783,0.1057696939509295,0.08938921735668075,0.10452697165035539,0.12694056236917767,0.13382726985791157,0.14006273416914358,0.1325896604455972,0.12834043448479682,0.1376413681293899,0.11939358544763069,0.13150874313172273,0.15120602512444722,0.14075975717951408,0.13955241725330042,0.08021644675021136,0.07900850974394145,0.1386855282383683,0.14103976265503504,0.14462608657099452,0.07797205306055904,0.04315640396322733,0.11998258597463302,117.0
0.06054462177508977,0.06751069259419404,0.06714503573416863,0.06285316147335716,0.05090982926030457,0.0722341455992182,0.06697674510545461,0.059728678164022025,0.06537786883694476,0.06300005110446992,0.05877416032876126,0.03743071571871841,0.03205686567940051,0.0585106230526176,0.06662449612237573,0.03786469491366122,0.016828869729053914,0.030583530857370346,0.0570221529171394,0.06339679325701515,0.04964140548051761,0.04238252108467536,0.04498630756934923,0.05828657973656297,0.06384852576195622,103.0
0.055156619502342484,0.0720390776644458,0.08087673502812441,0.08093344614318934,0.0713862366147451,0.07159743585610859,0.08330830933345983,0.08447351457507095,0.08838567219500425,0.08134688067406298,0.07999578403103554,0.08422276269529848,0.06330337063603171,0.058462878645453714,0.06533351729100201,0.08169222719430469,0.09293164682496999,0.06767415694443354,0.026657994825915653,0.02172452871056345,0.0715796385525992,0.09479885743039689,0.09225047457715457,0.06703898789436274,0.0463643761900346,59.0
0.1056819694415674,0.11485606278641067,0.1330141084559975,0.12610758188267085,0.08949182294186396,0.10426841357701312,0.09998363684929153,0.13168956478616717,0.14746779879771565,0.11624903148402992,0.09880583290205658,0.06654896173172432,0.10482640595546354,0.14958343182062095,0.1304679762582735,0.08821044525953627,0.03948995855609516,0.08381811087328,0.14286341258066299,0.12951589036096467,0.10465360727840733,0.0967809811763321,0.11522266570813311,0.13558434137860112,0.10858139251400027,111.0
0.10460882445143511,0.1602429823194651,0.19017317609109768,0.181095334237821,0.15290899778348485,0.13214519746454964,0.17974016926405462,0.17558831541773234,0.12052094566580535,0.06039696831573279,0.1421676282778966,0.1716638031277137,0.1325996933573369,0.062458951922668204,0.05372742050827664,0.1351409415829856,0.15205472236773193,0.11023096536294333,0.09149833349496489,0.11893632113357284,0.11268694676242101,0.12482209283093285,0.09564372631520957,0.09733746350047831,0.11718220276136612,83.0
0.18760187899242034,0.18523632440608956,0.15764575912006143,0.14048000984193107,0.1428520412128342,0.18073714089666457,0.1328298696240673,0.06832987351859077,0.0467868609157151,0.05594346791851436,0.1442161250242374,0.07298437089848368,0.05025158673489867,0.06373747486509539,0.058454038826092514,0.11958194588037856,0.08912666108340796,0.11507062292742061,0.12235561314182618,0.12644152968714795,0.10101382698232955,0.09320760510069029,0.11552217653330914,0.11816273508923668,0.1420492797370834,49.0
0.14030021859539857,0.15192026471656478,0.17465222249071657,0.1853752145097659,0.16877295027057976,0.048713687986817765,0.0806685476045676,0.11877275105275711,0.11970807728468959,0.09555540061984413,0.05808991353916106,0.07146825355536256,0.08069659964757485,0.04382163163346176,0.050912710676779084,0.1222510433030014,0.13683488460622686,0.12735454084820233,0.0823790614892141,0.0701851423503469,0.12891526536645373,0.16749048379029363,0.18144392257528538,0.15593684979243516,0.10932700114315674,59.0
0.17051403414516908,0.1854806116344387,0.1733822258335378,0.14479952340977426,0.11703962586402511,0.11391225404927076,0.12258185893865675,0.0997903148412929,0.08212714471504295,0.06752691234523235,0.08257670610817289,0.05170747577892497,0.04364466336890709,0.07704479806295486,0.07239133784952285,0.1327404497373575,0.09029853830353222,0.0690747040068909,0.07089615855325081,0.055701293809984176,0.18224610504551333,0.16259470510688218,0.11901203255062484,0.05948933427104399,0.030711527839708434,9.0
0.10653886624648436,0.11977852855442517,0.11768413940168586,0.0978075440770071,0.07359005099261146,0.05293745562908193,0.0725223464390859,0.08960370487736995,0.08719799262140905,0.06409996592948877,0.03298031137018552,0.04031784680341884,0.05944861400622461,0.07404023395449312,0.0743563609781922,0.06163550173314587,0.049565789777124725,0.049328594886120396,0.06807301420840843,0.09222641544777208,0.09626934402363377,0.07224576599127962,0.05849870704681094,0.08027231989697568,0.1118447065121048,58.0
0.06809005052233523,0.09503484054728249,0.11041010559150971,0.11453325365097473,0.10936895316282357,0.086820717248498,0.10763500019793437,0.10474067398190014,0.09836737560581986,0.10886785982370183,0.08731913093934943,0.10063005557339419,0.07514290475298978,0.0406299783744773,0.08262852067289271,0.06657649798481699,0.08632914160557212,0.07510412140156443,0.03300148709160962,0.06505275198954698,0.035079318774562496,0.060123669018533304,0.07386898965198573,0.03953705112520054,0.0415758800852109,114.0
0.1085637126616741,0.11445238189285459,0.11112143901269725,0.0959504279601838,0.0683561294366243,0.10657672403704313,0.09818517969178746,0.10664019159608643,0.11131060262975252,0.0898778362523971,0.08274848585583865,0.04160603287516887,0.07321497843187068,0.10970234280313228,0.10077108967495808,0.08068352850330203,0.03809750061513914,0.05459253290094096,0.10093328193310484,0.10209118347442453,0.07489032982733505,0.04825887654219528,0.032815266317333086,0.08636627039350098,0.10369835833057853,98.0
0.12486813988832403,0.1370266827984301,0.12521015292708396,0.13699917452940288,0.15044880415968592,0.13934358274503506,0.13888631644050037,0.08630315517758833,0.09004475434858718,0.14231614251180966,0.14197961512483193,0.14402645635283318,0.07510837452427284,0.04487947409291029,0.12292288689420484,0.13239675259227984,0.141783263371529,0.08758908913844148,0.04254601276027269,0.1065831025818169,0.12023812136115612,0.1326430015715664,0.08589227977370621,0.02731544870796765,0.0885856725210409,43.0
0.1266811342699834,0.1329396968959666,0.15035236023525272,0.1346133634743149,0.09134388921842872,0.09639715021005614,0.08108874466047787,0.13568612508356767,0.14781292145214903,0.11232579174461778,0.09193353689721893,0.03625791393127137,0.11180350796529907,0.14535945744227527,0.12086415382328752,0.1014690827642292,0.040436274639808124,0.09498376831334253,0.13541773574213134,0.1203989225227392,0.09856022821202394,0.02898561858047549,0.07608485058973685,0.12417906056830744,0.12130128522437163,102.0
0.055230039961917506,0.07155443063798841,0.07688911119642451,0.07102796073120271,0.05686561430803705,0.07159738156037329,0.08041755913754907,0.0722751504188898,0.05519549219492128,0.03058504695242078,0.08311901112129759,0.08329185326723178,0.06205363700804261,0.049677114403065305,0.040888101696981656,0.09540246845585808,0.09710936099835762,0.07516025429053878,0.07362307986100446,0.08394646242739454,0.11369757991779883,0.1248020940104251,0.10771614742607262,0.1045450043965004,0.11803244259523984,67.0
0.07015229819559642,0.06484358617912661,0.07160583050860905,0.06545153044514446,0.08694839342477695,0.07066158890486206,0.030771208250288905,0.026741971140256792,0.030915313594016246,0.06494869430314604,0.09306957700827491,0.06536841881881511,0.03981210454195785,0.03262141232728791,0.06222612136500414,0.08677587615086259,0.08171358159540412,0.07135846960145646,0.06730667871744203,0.0821620053860363,0.051432999414141055,0.04669329955696729,0.04388953837739115,0.04542372703095761,0.057724390250289755,70.0
0.07524410811236065,0.10452591206842397,0.09536556476836192,0.07518900426832026,0.12135100181276089,0.048380908971013235,0.0898346307990846,0.08242797887208926,0.03537181745248807,0.09892151107146724,0.047287716333121725,0.0878118839775306,0.0977687868277323,0.08445674748656394,0.11561450841712642,0.07375120399120816,0.10159521888140159,0.12589881114939522,0.13483984696298595,0.13453674405881053,0.05129808619488683,0.07387016834206668,0.10297612943770139,0.12037560504122646,0.11035554348792516,50.0
0.1005691291838129,0.07419933287605895,0.11105002787486015,0.150344713953997,0.12896025585243134,0.08914726169218509,0.03806264881830109,0.08375523646484302,0.14403592362576986,0.1309527820363047,0.09940526110055686,0.08462673885789915,0.10787211793863662,0.13750602700919745,0.1142217886997007,0.12279017909516161,0.13389873212708397,0.1356979572118694,0.11804021519692394,0.07314789185114648,0.09803025167910386,0.11885832215190753,0.11469293710858437,0.07774401040664966,0.0261792616262143,61.0
