dx,dy,fx,fy,d200,g200,d400,g400,d600,g600,d800,g800,d1000,g1000,Dipole,Elongation,Aspect_Ratio,Centroid_x,Centroid_y,Diff_of_means,CDX2_1 Marker,CDX2_2 Marker,Minor Axis,Skeleton
2075.0,275.0,1075.0,246.0,12349.57435514958,212.29996788135858,11840.109193730832,139.13839818818934,13978.322296901279,102.81600261520025,15580.2541359422,83.00630865099451,17044.816969983,79.55882942167821,0.0707027888354356,84.0,0.5637583892617449,1075,246,0.1809119553655648,0.3821393423642469,0.3887031340376494,58.76292947093324,89.21320343559643
3075.0,275.0,1598.0,262.0,9493.324355382883,153.41255087194435,11878.765841558714,166.20412292058862,13434.896395946045,118.49332138385434,14949.361251693575,98.48499561082501,16994.89683151237,93.56255307785037,0.1207320679065642,90.0,0.8421052631578947,1598,262,0.1148617048081726,0.4695319708122961,0.3780692714260015,110.39453321138292,103.08326112068524
7875.0,275.0,4101.0,154.0,8341.587780837282,91.52601074377738,8622.620874006872,101.90509237699689,8696.278645230515,75.31418079359236,9286.572321623611,70.63267623014785,10301.439592357292,70.56507291094015,0.0832223351854433,47.0,1.1538461538461535,4101,154,0.202864497754409,0.3892954107311903,0.4389550813329151,64.28900145739016,56.35533905932738
275.0,475.0,126.0,426.0,7475.281086805641,77.16659054071785,6521.385589628842,88.25154835945449,7534.101402152933,79.38700774161151,8424.988463497055,69.448848506743,9584.68191764472,67.17533241960531,0.1029583464906955,73.0,0.78125,126,426,0.1279715588945532,0.3306209244790559,0.3350538465100733,55.84614949868925,89.39696961966999
1075.0,475.0,610.0,415.0,15047.85110566327,319.93530971675466,12065.855118565183,90.3430099520473,12412.004913027296,58.870419951584275,13419.319136223476,63.10760957703395,14675.65123055032,68.78048883864706,0.0934106465687311,57.0,1.2448979591836735,610,415,0.137571221760323,0.3397275030697902,0.3478744836359594,95.31193341090962,63.87005768508881
2075.0,475.0,1040.0,389.0,13145.54652307264,157.45595120545983,14248.348694235441,96.91878556267805,15932.19421859484,68.87673150333224,17334.424906589666,63.99031553145708,18863.05534051977,70.88045329401236,0.1471455732861845,77.0,1.1711711711711712,1040,389,0.1688965221124946,0.4143289632664257,0.3976529101532912,78.87315554661636,90.91168824543144
2675.0,475.0,1375.0,371.0,12257.046794416028,123.80339798669861,16316.272749753676,74.81354140732574,17330.088921689105,66.23450834783557,18123.77070817918,71.60027837651204,19655.004207428774,79.11943278666772,0.177961045533751,119.0,1.236641221374046,1375,371,0.047693991999187,0.4880919293517083,0.3462836454661584,83.03282521547742,145.75230867899737
6275.0,475.0,3236.0,317.0,8580.752191089345,112.29208761580693,6932.347877382794,70.44734914174592,9053.977387123148,97.61736266880408,12932.415794633285,109.24169169653965,16292.83100964002,105.09652826743087,0.2981989477702912,106.0,1.0748299319727892,3236,317,-0.0655570430801967,0.5127102065995791,0.2742205419182808,79.44851976447023,126.53910524340094
7475.0,475.0,3851.0,257.0,8355.785272517374,93.0351837087623,8921.202856927495,93.58464602719263,10611.105508965487,71.33550252312399,12195.85994919644,74.84165067686342,13684.93440836423,78.05725354330932,0.0580476448707705,41.0,0.9375,3851,257,0.1422322775263952,0.318785437590672,0.3427495334937759,62.454083697613086,44.14213562373095
875.0,675.0,408.0,590.0,15195.357725323058,306.6752894319585,13113.713939519008,37.32021627948069,12646.910010131278,39.85486292445295,13397.969506982246,55.87409453530524,14666.525552428478,65.6274505142297,0.6447059525656356,142.0,1.018181818181818,408,590,0.0799756171898811,0.3820020036323258,0.3024518786945833,68.32058437582035,173.30865786510142
