d200,g200,d400,g400,d600,g600,d800,g800,d1000,g1000,Dipole
18722.90946518942,295.48512880576277,17907.300845925216,119.26418701982465,21144.603024236236,149.96974716776833,26251.10694156039,171.68492599761922,31535.444483815674,183.52138441683755,0.1167385015223118
19808.81430787251,210.22185247458376,17746.471015828884,106.03328126212793,21437.28953505026,148.06302290021068,26937.794391835658,173.53836435229965,32580.442272107135,186.0528481292507,0.0317585236026422
14139.798725409228,321.6261875595299,16767.535764171633,115.47088886184684,21770.898403197436,152.43240823613624,27598.88288355236,176.47333048764327,33517.41998508657,188.54677300169405,0.1165686909290841
14942.552312226835,309.9000366025697,19136.29950255192,209.80125744970363,24442.18688212935,191.18363692523582,30563.19390901554,196.3165718992317,36832.46183436096,200.47315062102658,0.1092713756535607
16786.395362865675,212.31899768259007,20839.45639661221,195.33320157579266,26969.651217741186,211.64494106352942,33464.70018355479,217.5782303090105,39578.92201750656,214.16605014768177,0.0023701447836865
15069.120997027625,240.45563799259537,20974.97781826849,215.8166862725477,27574.84085288232,222.23942331584178,33960.08454713741,222.2245740371796,40026.96409263124,217.0872342510526,0.0757745579461604
13346.681014546994,341.4398951363468,19644.532671934037,282.49763686049687,26406.4436375949,241.00904561769846,33397.00435552049,230.73231796805672,40195.279507499894,225.27089492612112,0.0433160481751685
16581.71869300462,420.1613217882342,19203.483550528672,257.3099163514778,24733.7719138836,221.676474838094,31760.426551727454,221.68296134065707,38828.83262907887,224.08675525183776,0.1505297499025093
18674.570058006928,376.13475363937954,21402.699758670075,213.69892497818512,24842.904079335887,198.82669649072625,28942.02161404262,206.63316881699777,33172.00233369917,209.05846520781856,0.0283597238745088
20416.645831249458,323.03693550575565,21528.79851311906,198.2755802337481,23526.884078118776,196.58801367192078,27055.714161557178,203.90780569451488,30969.532455688073,205.22795314063737,0.0755439321514274
11943.358405375566,275.6226983789934,14998.777121994019,236.66166401087642,18033.792094285567,201.64726941459975,21596.65261666436,196.51771385815383,25408.436394879456,194.25303185112253,0.1426641202718102
8678.25339691442,120.17595050083891,9381.15115530313,149.22202381224335,11950.666659946632,148.15781897165084,14861.231712367196,147.22452426354334,18232.68882680274,151.77200393627868,0.8907303062246755
