d100,g100,d200,g200,d300,g300,d400,g400,d500,g500,Dipole,Elongation
46.27841354263861,0.31650124111819766,29.902912238046422,0.09610279989664648,22.54933193269587,0.04483751117361521,18.729553070358087,0.02644399191667188,17.21958326935843,0.021212605199144766,0.6546043738057977,116.0
80.0405679597958,0.3884616123815479,50.03750556170497,0.12905339487691253,38.16603166406262,0.07136965441623325,32.273189069307335,0.04481421907992782,28.7510602967116,0.030624313504312346,0.2462886210059593,51.0
71.98360584226624,0.35232737735046593,55.68002617688625,0.12435057146398616,44.187086310387635,0.07224917308906398,36.427369523502364,0.04692616610451566,31.41139433472001,0.03194469751620741,0.0804161653935737,30.0
82.08489740832127,0.3849396912382762,60.974571609722595,0.1316107594810121,49.61428879194902,0.07259658732167311,41.14704228178088,0.04781498758278347,34.64077656032574,0.033256925589524325,0.0184375332334325,48.0
81.21522713021342,0.40034377798053455,59.09374051020054,0.11688546690766201,48.94577026217812,0.07262980465885162,40.98147680683081,0.04880067883560823,34.54094168203617,0.03405958428165755,0.0,40.0
73.79862737852451,0.40620361650096876,52.78621834743513,0.10245606931684947,45.65852604571621,0.07211066691719306,38.92047440041264,0.04963610254606304,33.11544069803612,0.03466986508478182,0.1351063766302338,54.0
63.380350439258414,0.364302076976587,44.44434277382367,0.09431470367642793,40.10273465420849,0.07073353224137222,35.06919672291186,0.04954891414507272,30.48387817863396,0.03458993084876173,0.1880034658214589,72.0
37.975840407288956,0.32692433255881115,20.66978706987903,0.06834198009836054,18.55454737787685,0.045758414150382926,18.8920701829835,0.03513583107381045,19.56193640310508,0.027736983341108336,0.387975557078747,61.0
62.18683208926049,0.398395811803169,31.81566473367772,0.115184402773356,20.989705726936396,0.05022173181694018,17.22868810517624,0.02918649239724941,16.4525228175375,0.023395936202088526,0.8907852905129832,117.0
37.607572169899775,0.33400857780901,18.56282227766752,0.05418076287425594,16.046195842190794,0.04124209404293523,13.895866020184293,0.028379403128315772,12.235043726189911,0.020174093207107495,0.0037439904006402,103.0
45.088307355582955,0.32099823752262985,21.97783335162383,0.07134140520120442,16.793670607655496,0.03755926817231791,15.097450535471694,0.02658625045369649,14.104849825846124,0.021266832353672726,0.0342602934842889,59.0
70.03679458909077,0.3526309566159953,39.05419137565212,0.1105505362142752,27.245784833168738,0.038984203061007555,23.692203381244436,0.021571161768942998,22.344106291916514,0.02004641095860294,0.7101321883184188,111.0
