d100,g100,l100,d200,g200,l200,d300,g300,l300,d400,g400,l400,d500,g500,l500,Dipole,Elongation
-0.8286423275817567,-0.7107839445258566,0.5103093613712688,-0.7217157096955535,0.639210393909059,-0.0020654595874819975,-0.9669630075788165,0.7468620440606054,-0.5229980875683271,-1.1444696167679198,0.7258337859315203,-0.07793956193614716,-1.172543386840471,1.1573253561058785,0.43353974192714045,0.6546043738057977,116.0
1.328826673713797,1.0075025763444985,-0.980803569849776,0.8466675026024697,2.050095931256468,-1.287856830452739,0.46280149302278883,3.017229987000275,-1.1370530752552974,0.1959216410260103,3.1345226982952847,-1.0783916968019005,0.013797682976351183,2.7530370954985535,-1.0330394917811763,0.2462886210059593,51.0
0.8139707258851505,0.1446808884373411,1.2132581140422947,1.2861913839960581,1.8487294447948321,-0.7288302630987459,1.0140504980995124,3.092490812398061,-1.741258508105927,0.6070540108367046,3.4114394362548146,-1.9988396332801162,0.28748886071834245,2.976902115532219,-1.9663974553255217,0.0804161653935737,30.0
1.4594634026124715,0.923405322233551,0.6804980493423624,1.698609754713905,2.1595977091700136,-0.6496521055632833,1.5109302216769536,3.1222192112471143,-1.6990778652104643,1.0741522188316248,3.527980969505784,-2.6879833035974148,0.6197228629441526,3.1993843337925036,-3.129979905922335,0.0184375332334325,48.0
1.4038897374019281,1.2912276965605838,0.036688438873675226,1.5521025035248643,1.5290870207471994,-0.49956287172444025,1.4497249684350666,3.125061634371032,-1.451304526241443,1.0577664775703575,3.6572239870576766,-2.565482382951787,0.6094520003274956,3.335471413441935,-3.137994075115135,0.0,40.0
0.9299542218664112,1.431150286833087,-0.20732657046227673,1.0607783574515999,0.9112460262005032,0.16896834642588582,1.148766048410173,3.0806387743007426,-0.8992736592996247,0.8537924776733209,3.7667640493887107,-2.170208184662744,0.46279859605221324,3.438941709194376,-2.7268252068182313,0.1351063766302338,54.0
0.2642055476065553,0.4306155577254436,-0.06483572177832038,0.4109883468752218,0.5626473121801003,0.6706213844971038,0.6401135519822013,2.9627967141059197,-0.27258183218435444,0.47263789476372053,3.755331978740603,-1.4896532484707259,0.19206738901324943,3.4253892281079605,-1.9259755150829898,0.1880034658214589,72.0
-1.3591933092869808,-0.4618989372117421,-0.4060397309295994,-1.4409295660680361,-0.5494582532509206,0.7303334051667087,-1.3326997664511055,0.8256641437587838,1.022955933519109,-1.1283855668848668,1.8655005096901065,1.3447307532452608,-0.9315656078459608,2.2635035817582794,1.431442397181746,0.387975557078747,61.0
0.18793734473116686,1.2447137060556004,-1.1177532132445116,-0.5727219428383754,1.4562504972601396,-1.1628792066142317,-1.1097523434539267,1.2075923301342761,-0.6400702372443912,-1.2930077404014122,1.085428168788818,0.22780758865633213,-1.2514574162288028,1.5274990588399975,1.0416408362006087,0.8907852905129832,117.0
-1.382726384117216,-0.2927396776046955,-0.7492561607564614,-1.6050514907519895,-1.1558162441973676,0.8585561595691407,-1.562348286461394,0.4392005136539695,0.46278075037534755,-1.6228516306870286,0.9796032948723614,0.0011955034624666358,-1.6853453427529739,0.9812504371366981,0.06185016002637754,0.0037439904006402,103.0
