dx,dy,fx,fy,d200,g200,d400,g400,d600,g600,d800,g800,d1000,g1000,Dipole,Elongation,Aspect_Ratio,Centroid_x,Centroid_y,Diff_of_means,CDX2_1 Marker,CDX2_2 Marker,Minor Axis,Skeleton
1875.0,275.0,1082.0,187.0,7393.378369451882,79.966582079185,4763.404253450518,34.12341318117388,6540.965489653287,70.76542374559332,10067.135678868126,91.24425152059037,14143.167709743195,106.32377400596506,0.0618136707736632,73.0,1.0134228187919463,1082,187,0.2158403445709988,0.3595054148922725,0.4432757020970461,112.22117059651272,88.5685424949238
3875.0,275.0,2043.0,244.0,15952.3183198003,203.47507057975713,16405.667502418783,154.15938995942,18693.035800992337,151.45233671958357,21803.206438088484,148.55222831626625,25205.788710087607,144.34146808246265,0.1888601772570463,116.0,1.3032786885245902,2043,244,0.0964425478079844,0.3710233973355185,0.3511908966409591,81.89116000805674,131.1543289325507
4075.0,275.0,2195.0,254.0,14239.283160851446,262.55111896721274,16967.12869142757,164.17915612185317,20087.664017271083,154.50071205590996,23178.093390778726,149.57261607694815,26454.677911687882,145.58815951752862,0.360734397304794,92.0,1.309090909090909,2195,254,0.0813116247789914,0.4513823658478616,0.4087222123440943,83.61847845636848,105.49747468305831
5075.0,275.0,2727.0,234.0,13248.382042178371,220.49784434114125,17084.43586941977,172.69204215300243,21215.16707691715,157.84836590354718,25709.179446777016,154.37412710899858,30027.45603939684,152.95612627169126,0.0098401235991684,47.0,1.188118811881188,2727,234,0.188000284000142,0.3911048936218924,0.4588611334944936,75.32302341029563,57.18376618407357
5475.0,275.0,2880.0,181.0,9634.215209323693,129.70538065492627,15006.801359052335,139.4914694907968,20460.76583503985,152.57920306605374,25644.198108154254,156.9837426442049,30549.095333239515,157.4335471850638,0.030700810681163,93.0,0.7666666666666667,2880,181,0.0581574540510737,0.4192927475381457,0.3455739025955138,133.3075869760745,98.62741699796952
6075.0,275.0,3207.0,191.0,13542.88879107017,287.4779000061184,15643.091016389277,183.59664068426179,20544.01376551682,165.613552525656,25966.33928972644,165.00163251968507,30942.0753790418,163.51592083663718,0.8629387722082756,125.0,0.6961325966850829,3207,191,-0.0859371057814329,0.3894280883131386,0.2393242014753648,105.52544485415922,134.76955262170048
7275.0,275.0,3804.0,181.0,18554.237014755032,368.46602060845237,19877.919372853103,205.8726837455464,21826.517479345534,177.24722636439662,24242.65883143356,167.20378792652915,26811.8312946007,161.22791245224144,1.2895791227943036,143.0,0.6666666666666666,3804,181,-0.2076054664289958,0.4284942179728601,0.1637844130989123,78.29392484022394,172.23759005323592
7475.0,275.0,3977.0,223.0,19227.382030016135,360.09983036164186,19009.39112095132,209.07372465029252,20294.960945100163,179.78991614263438,22450.310982208724,167.08261605561876,24878.65407029723,159.7253447557874,0.3587470522187591,120.0,1.525,3977,223,-0.1199513402198824,0.3870946343777168,0.2009756299756222,84.02650208931064,140.95331880577405
275.0,475.0,205.0,370.0,8582.642170685207,112.36579436745627,6997.618153056693,71.50235474358674,7038.477534057588,65.24732749114004,7996.099397695501,69.78213973977479,9652.224259400022,78.41278823731473,0.0586612936920944,79.0,0.9333333333333332,205,370,0.1203459381364689,0.2747719997936781,0.3090226652266318,95.4158448830899,91.66904755831214
675.0,475.0,411.0,283.0,8676.29436298048,106.12984213495325,8579.383784143938,59.54429671390818,9195.986649721151,64.97298417406705,10367.620433139718,76.39902081082124,12240.711957596435,88.46730550402742,0.0474917552521307,127.0,0.901840490797546,411,283,0.1271288328887312,0.3625604989872187,0.3686302731141304,86.4983699949949,144.22539674441617
3275.0,475.0,1771.0,315.0,8739.92335733081,114.92823490002954,10834.193082064348,134.66590547788837,15032.835708329898,136.9153259754621,19448.60518396332,135.5215395350664,23945.845877079064,134.71900402601167,0.0502504142580472,39.0,0.8296296296296296,1771,315,0.1894221490744686,0.3861809409836984,0.4518769272824289,116.02359779879272,45.87005768508881
3675.0,475.0,1958.0,318.0,13248.981002126482,186.33002371338625,16694.081841125055,113.45158071605884,19719.258994295127,132.0750575394541,23275.217674880296,138.21719663878915,27005.777598525397,137.14885867604335,0.2028633749120086,97.0,0.945945945945946,1958,318,0.1428886554621848,0.3556294209550183,0.395135286865892,69.61483864603771,107.59797974644668
