g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,Dipole
0.05212908143775849,0.06384013414857433,0.06658780945475877,0.06428971071126059,0.05281614252223593,0.06667192829700813,0.06885070402311926,0.062003831710362826,0.06771102335493316,0.06285818310927879,0.07415341386960381,0.06245372701247638,0.0363818469074561,0.05545916314247275,0.0578585084473197,0.07746862730712568,0.06023378636892852,0.018711212050560887,0.046375873722837996,0.047025236984565115,0.0780215797937535,0.06040800351005897,0.016404804504621194,0.044739587336293136,0.04325356238359049,0.009338995
0.0780215797937535,0.06040800351005897,0.016404804504621194,0.04473958733629314,0.04325356238359051,0.07746862730712566,0.06023378636892849,0.01871121205056089,0.046375873722837954,0.04702523698456506,0.07415341386960383,0.062453727012476395,0.03638184690745609,0.055459163142472755,0.05785850844731971,0.06667192829700815,0.06885070402311924,0.062003831710362826,0.06771102335493318,0.0628581831092788,0.0521290814377585,0.06384013414857433,0.06658780945475874,0.06428971071126059,0.052816142522235945,0.03097928
0.050227143241017916,0.06079291063533227,0.06275458033382712,0.060792910275492995,0.050226370406878156,0.060792910635332265,0.059388722302749636,0.04948006263219784,0.05938847593154874,0.060783125073554344,0.06275458033382715,0.04948006263219785,0.021242040664483083,0.049478444633007344,0.06270505002347704,0.06079291063533228,0.05938872230274964,0.04948006263219785,0.05938452645123671,0.06065826720675263,0.0502271432410179,0.060792910635332244,0.06275458033382711,0.060786459233060496,0.04999563756503255,0.055078706
0.050301788714265105,0.06129398212464028,0.06399981458115322,0.06177213142960782,0.05364649899394351,0.0609297722436313,0.06036269456760593,0.05064556170067993,0.05291727448034494,0.048347882082307676,0.06294443430206972,0.05099833622324743,0.020522123084856174,0.026972613171413244,0.021465801097915328,0.06097601535851895,0.06054752828167253,0.04939704006149503,0.0441199716318529,0.034650311775848076,0.050366141469054576,0.06160051850891473,0.06389148395535145,0.05850623070265198,0.056568970017437936,0.023476675
0.051395764607953705,0.062215564368277756,0.056881120721216386,0.034024516503210665,0.017375030814201088,0.06164488734705639,0.06065159309471934,0.04215539743781359,0.032498287995612773,0.03402409128348924,0.0632768884625845,0.05120821681769747,0.020641313256135163,0.04215539368993021,0.056881046315533784,0.061002772350485984,0.06021104617990673,0.051208216817697466,0.060651593079357406,0.062215563844458144,0.050282522956838174,0.06100277235048594,0.06327688846258446,0.06164488734705638,0.05139576460795369,0.0
0.043403938267803734,0.05716858254417012,0.06204487768558573,0.05378511213845081,0.02812779670267518,0.03230502998952699,0.04832855758047639,0.04827837177907627,0.05410101691371175,0.04510703448536447,0.020809241387477143,0.03213087333902401,0.020024096711602084,0.048355518159482073,0.05764378531919835,0.03230498985623675,0.04835517793890626,0.0494727683161047,0.06011959030945728,0.0603538926847059,0.04342011440818107,0.05723444618112485,0.06329123424426342,0.061425288471886844,0.05046350731452767,0.017327852
0.07089138460778326,0.0950554209035796,0.10707382266362313,0.1053655146201116,0.08627109572761388,0.08855769898760946,0.12089493662105116,0.13213594822358513,0.1383919573811533,0.12918588367274245,0.09462498651404389,0.12159315250134334,0.11057878327968566,0.12438873607286859,0.14472022547914792,0.10573869719336733,0.11955277314548683,0.0649078704780235,0.06445769397331837,0.1268141373530378,0.11735436965958418,0.1362270473551756,0.1020531504195465,0.08531867043795469,0.12140175537073628,0.23183353
0.09362511665290571,0.12281782338734266,0.11823646375630052,0.13139791543591212,0.14487674163469907,0.1030429173693109,0.11840576224089974,0.06962981008585854,0.07452938999642492,0.1309449847104813,0.11632861408790608,0.13290808592324146,0.09050181907560859,0.07336512623567785,0.11961256010741965,0.11163255869825023,0.14131407149792805,0.13994336426256204,0.1318195154653727,0.13323388473712117,0.08338972157512227,0.11596459476411469,0.1333934774357121,0.1346091891560136,0.12211022091885367,0.342034762
0.05142776581159426,0.06158887605359328,0.061436899177799924,0.05121916375501559,0.024803185357565063,0.06224259691137091,0.06071782378435721,0.05003340531213494,0.05293741092836033,0.04039242499968176,0.05689570718009795,0.04226927939983877,0.02013809323970812,0.04757660999498215,0.05239073687398666,0.03402976405898018,0.03255249062205961,0.04220055785467668,0.05973947209920194,0.05718738158602617,0.017369986136402584,0.034031811304681386,0.056895377831191765,0.062033936171323543,0.05004146308504802,0.068832707
0.08279416120997839,0.1158524043363476,0.1330513713740998,0.13036658764263595,0.1046839433179809,0.11558183527479049,0.14280726768868285,0.1397275326185623,0.1275207942141695,0.11799668092653345,0.13316497988458936,0.1400189663479833,0.09204053904932046,0.0704708688520492,0.11297350483884619,0.13468558910623107,0.13177357218564859,0.07326498987260409,0.07408295874307874,0.13045785742167038,0.12315667385855093,0.13365050558355518,0.1197713184201525,0.1313744833562176,0.1460133479703729,0.406871088
