dx,dy,fx,fy,d200,g200,d400,g400,d600,g600,d800,g800,d1000,g1000,Dipole,Elongation,Aspect_Ratio,Centroid_x,Centroid_y,Diff_of_means,CDX2_1 Marker,CDX2_2 Marker,Minor Axis,Skeleton
5475.0,675.0,2880.0,404.0,13658.244267177344,210.86147980966842,21355.587124918646,115.4492720182202,26540.762420772393,70.14544524484103,31150.294194821316,102.48808076450204,35638.570553465295,129.25113193553392,0.0521955286072019,23.0,1.0420168067226891,2880,404,-0.5783237285885008,0.0849853746410544,0.0356055341343854,114.53063241903575,26.14213562373095
275.0,875.0,200.0,483.0,15172.542892604124,372.93987356768054,20795.86592753305,264.67510826457857,24874.23923815794,218.85951788463674,28051.155667370705,197.99760731441134,30886.7580916944,186.69917022823302,0.372933990757779,76.0,0.5909090909090909,200,483,-0.065631466863322,0.0606445341919476,0.3161804918203409,67.79990060510944,83.698484809835
1075.0,875.0,600.0,494.0,17328.9692990719,284.7995008487437,27108.26702618655,57.6792868566136,34376.38744700122,106.6498097345074,38942.12891429746,146.43253017547212,42270.059763826415,165.2266400869522,0.931749632739272,83.0,0.6298701298701299,600,494,-0.3555236597477298,0.0663087310751403,0.1680167201396873,82.57615952610664,92.76955262170048
1675.0,875.0,931.0,523.0,18838.012215425948,112.77781343997125,25586.31438587921,50.62686124971424,33127.709484577914,101.29730026663182,39613.89612897232,153.33100266716576,44546.91698916554,170.38351616477118,0.1006160410184891,31.0,0.8461538461538461,931,523,-0.4070466345849426,0.0751624841674168,0.1070359688741361,96.94489696136864,32.89949493661167
4075.0,875.0,2106.0,517.0,8757.873507204193,111.99313054130761,11782.826119746505,108.4407980844265,18900.849079789972,112.91528982371247,26792.78044308319,121.66202289279592,34129.0896301851,132.91706622135757,0.0007222554530236,52.0,1.233009708737864,2106,517,-0.3974969335234842,0.0833102074278095,0.129272264037535,94.8563494985467,56.38477631085024
4475.0,875.0,2347.0,566.0,11969.914102437215,148.47769453870748,17604.689701753043,126.63136211277119,23899.79322342602,107.6932057087712,29713.577002607664,112.0000147808331,35540.21680635194,124.9283166278907,0.1366064100791217,22.0,1.019417475728155,2347,566,-0.2548165906028276,0.0816457794575956,0.2973588689021267,89.11825839486167,26.384776310850235
5075.0,875.0,2646.0,508.0,15094.37859585619,69.99075355665956,22231.75862887177,98.6199854227311,28497.929352045197,19.799613677150752,33203.25792823617,82.73296620953052,37918.22636266183,116.36509619416181,0.0280668145661251,16.0,1.0373831775700937,2646,508,-0.614972975020837,0.074928440909619,0.0440871949506675,102.0074917409346,20.38477631085024
6875.0,875.0,3605.0,512.0,13223.530729091088,144.00132727928204,17970.149882977785,20.58068935214861,24646.551816899104,66.49464729355856,30711.25164639807,110.65943283438784,35694.1483960011,134.4043951635749,0.1252583082867817,13.0,0.9572649572649572,3605,512,-0.5494363177369713,0.0697048360734544,0.0470689750826584,111.39782299357708,13.242640687119286
7675.0,875.0,4008.0,563.0,14434.077075767962,213.08356251815144,18716.46178618575,74.56719552643024,22175.459129778985,101.74311477429619,25168.559489960757,131.36376735254277,28128.072999841304,145.37011739069285,0.0288401418610507,38.0,1.1653543307086611,4008,563,-0.6058645686895547,0.071180990562098,0.0335854247908243,84.4215142363108,43.21320343559643
7875.0,875.0,4164.0,547.0,13945.49626661699,230.1244097900143,17200.218133644114,143.83101524479775,19878.807246822686,130.61389727955077,22548.339198654958,140.48055217311673,25368.266674252987,147.3260272511714,0.3495189197076757,95.0,1.6923076923076923,4164,547,-0.4727955554533115,0.0778413953154726,0.0734317188426296,78.50285939086922,101.8700576850888
275.0,1075.0,184.0,599.0,21926.163229537833,322.4927782487492,24475.85080446509,250.80640395433457,27516.037830706882,210.8664752000441,30518.136131639945,195.6673889568386,33403.39318978898,187.77298212235732,0.5017824738957495,64.0,0.7538461538461538,184,599,-0.3922258725784336,0.0673107365754915,0.1250968290159981,73.43533516190082,79.98275605729691
675.0,1075.0,391.0,618.0,24395.59206130994,260.2337716610714,30014.451989787896,87.14073875886993,34537.83733193472,119.95912192795454,37920.62290406649,154.03664782847935,40736.01239283151,169.35720729822157,0.3901168971907585,60.0,0.8714285714285714,391,618,-0.5841526425607476,0.0687602752237715,0.0353225821586943,96.99024992358972,75.15432893255071
875.0,1075.0,501.0,643.0,23761.453250113944,171.4824961158726,29153.302056922705,73.47544734622734,36005.04718515745,80.64435384558737,40393.851779974466,133.23426994112435,43583.51631126187,158.64765597195827,0.1771393615661244,7.0,0.8648648648648649,501,643,-0.6019383828800338,0.0701031703948101,0.0308386884972088,115.62324106613292,6.414213562373095
1075.0,1075.0,610.0,652.0,19127.077289924782,343.34634961307887,27456.426799135756,74.4474054475764,36413.66051695876,58.90399530108357,42031.03066491249,119.49298430895549,45788.9200369617,150.49601796590815,0.0248541334918536,30.0,0.7602739726027398,610,652,-0.6229664234114698,0.0722958723825025,0.0391016266511432,128.0122483087333,30.65685424949238
1675.0,1075.0,914.0,636.0,15046.395834153223,265.99983696345333,24499.71921683514,69.91100336007027,34990.54479287713,62.243492232619026,43084.957425893495,126.78430499139047,48573.455100775434,151.37658055212236,0.0401543316534817,18.0,1.101851851851852,914,636,-0.4986559846398244,0.0686215521514114,0.0736472419086875,99.55134001238343,23.213203435596427
2075.0,1075.0,1126.0,615.0,13608.158763156956,49.65870364797391,23687.298165130975,15.03160119742254,33701.28281380799,102.43923740492794,41656.51082915238,151.99475344858396,47691.801543981586,165.33908436516413,0.0765653082716449,29.0,1.0517241379310345,1126,615,-0.5518665749733027,0.0679311368607976,0.0593009296161726,92.88141977452288,36.2842712474619
2675.0,1075.0,1442.0,610.0,10365.319148230015,59.668832713258595,20996.350918146116,140.52967075276027,29659.13268696729,182.47948546941558,36995.28197700747,185.31316964440475,43729.42092733493,177.6131548342144,0.1576344951421991,7.0,1.0,1442,610,-0.4847708029917801,0.0684950250351689,0.0861427601551419,122.03402233060412,9.0
3475.0,1075.0,1856.0,644.0,8228.483155309288,85.25722904382478,10657.169075379426,100.81637881201225,20119.611585824165,149.53798544594682,29706.434608425003,150.10789450144338,38113.88921265712,148.5753579605116,0.0106852663202189,8.0,1.0116279069767442,1856,644,-0.3536065965107721,0.0760178364297875,0.2109983161849319,80.70594201937027,8.65685424949238
5075.0,1075.0,2655.0,624.0,12936.519725299433,210.38759083800838,19922.22425824038,76.10559921301689,28734.21762943349,11.797670778902429,34979.67184217865,66.68371988984643,40590.872101859306,102.78708523592829,0.0029234171174833,16.0,1.0775862068965518,2655,624,-0.5838116549329223,0.0712475281469826,0.0398648278319014,98.32635739140048,18.72792206135786
6075.0,1075.0,3215.0,609.0,7696.006152180807,70.11050445888773,13793.925371601968,28.667803750825513,25306.011347730626,49.5501959834927,34468.9020884686,87.24245265120695,41430.257950507956,113.40072126863286,0.0821044843710817,17.0,1.0625,3215,609,-0.4748619465753063,0.0672356501410059,0.0742294221492159,115.9655121145938,22.62741699796952
6875.0,1075.0,3638.0,693.0,13280.467964171869,139.2986205321281,18325.298801081743,22.15749452611206,26165.058875335573,57.85256116940028,33299.08670616802,102.05737110061862,38719.87214302989,126.35333332765221,0.0724570873808457,17.0,0.831858407079646,3638,693,-0.4981579664284666,0.0681543226910786,0.0908289605879954,108.24984676828936,17.242640687119284
275.0,1275.0,187.0,750.0,21302.734784275508,379.8299986534536,26025.224407545207,232.7064894898301,29187.02691791534,202.63703917716018,32353.509664335674,193.52485811676715,35469.57010181362,188.69753059371968,0.0505605240784257,68.0,1.1327433628318584,187,750,-0.393430997638061,0.0585964260859463,0.0768689548892848,89.7114030518445,84.8111831820431
475.0,1275.0,298.0,746.0,25210.234012238343,237.4132578533542,30136.109959671005,94.79552701443657,33417.1805620729,146.85526981985146,36610.63180720785,169.17554785898614,39622.047673655856,177.64833576182428,0.0248708804606943,34.0,0.9150943396226416,298,746,-0.4730609340773548,0.0617587477801476,0.0412102144721563,83.80674704834152,42.941125496954285
675.0,1275.0,404.0,757.0,23146.987807020025,370.97823622830464,30730.63734677612,46.15033658607707,36088.525920520806,85.9954418519536,40067.93989858436,140.34377191651419,43286.94941731893,163.13936292636387,0.3638504944818583,60.0,1.0743801652892562,404,757,-0.5283569512112436,0.0638634643176657,0.0289053216893739,118.88815421322838,71.84062043356595
2275.0,1275.0,1259.0,730.0,12523.977236787923,93.57276538897399,24315.013253297944,55.7188368151869,35719.91063256864,111.49907261844848,44067.10118950996,142.8673397900032,50513.47819727726,152.28504166168057,0.0342237237557873,8.0,1.0714285714285714,1259,730,-0.5309345130809985,0.0611064791844626,0.0480678055211687,120.69119871445676,7.0
3075.0,1275.0,1631.0,742.0,10073.558923040526,74.2674553672726,19157.64830140458,215.3169836747866,28702.086131605243,198.59127329553903,36806.38618726617,170.31431414359605,44311.87210000211,155.87207356324691,0.0517123863299303,46.0,1.2386363636363635,1631,742,-0.4985633909662736,0.0655052965136911,0.0397595896325411,85.84395949467833,51.21320343559643
7475.0,1275.0,3921.0,753.0,13317.575486133888,248.22404750053428,18324.79861954758,83.14134827449854,25919.34070960465,55.10924339925591,31532.18455992743,115.47076515568249,35563.2321085747,139.13412977100066,0.0549464990871052,19.0,0.967032967032967,3921,753,-0.3139843124066509,0.058727430028876,0.1320472528471962,77.24422566216097,23.79898987322333
7675.0,1275.0,4026.0,791.0,15984.157676528708,120.58176005886739,19784.087849174135,55.87321150540273,24523.016614194363,75.31606665083211,29037.668976651734,128.7795987745846,32693.763943528833,147.1274341796813,0.0227849980652207,25.0,1.0545454545454545,4026,791,-0.5018266745554759,0.073844196551302,0.0499699221778787,91.72851034322892,30.62741699796952
8075.0,1275.0,4288.0,706.0,14454.152112717302,187.2290426158232,17196.734151714536,152.02818368027718,19383.533861470874,138.8976672520447,22585.41583896917,151.37977094136696,25964.34206818496,156.282359925164,0.7109169208378249,107.0,1.234375,4288,706,-0.0122507192262961,0.0674171125046314,0.3778716640425631,54.100976994902815,131.2670273047588
5475.0,1475.0,2884.0,855.0,12243.859939988342,255.58574212193733,19359.154151868057,112.30184922581978,28904.59047015387,38.32737883546695,38146.364874374776,49.55854159543705,45957.0654301529,79.92413337221208,0.0386067126123605,36.0,0.9649122807017544,2884,855,-0.4743107448145623,0.0741859560212206,0.049525833339669,84.4443692320452,37.89949493661167
6475.0,1475.0,3361.0,845.0,15548.89639734703,305.1348864521651,19701.101865474287,90.5728412034164,29305.1384977936,90.33253743863564,38623.61310550344,87.29629559907139,45912.89336563141,99.23479456964276,0.3843635004945492,63.0,1.4731182795698925,3361,845,-0.4776806014043003,0.0632545458303503,0.0480108105795354,85.65825999009998,65.72792206135786
6675.0,1475.0,3543.0,820.0,17641.036732208882,208.36336116694756,20164.255265385484,59.465978994529124,29596.764197054577,88.25331328764737,38463.829167662756,90.47009752173477,45157.00074270436,103.91458003013294,0.0281572951789014,72.0,1.1085271317829457,3543,820,-0.5724401849548897,0.0660892112172653,0.0252396093572564,87.34993630547196,93.36753236814714
8075.0,1475.0,4252.0,893.0,14312.778687531412,156.12609650124097,17243.886708228776,121.55511417520525,19895.161802791892,135.7920876077913,23636.58080148503,156.02017346312715,27395.742290829166,161.34645002690905,0.1831840258995938,58.0,0.8392857142857143,4252,893,0.0082840291302461,0.0721424622998755,0.4381455590557111,57.869296462031016,73.9827560572969
275.0,1675.0,269.0,1014.0,16174.747497879785,189.1570930284868,24847.34120416972,214.9596484519686,29821.43089107071,197.46280745092443,34183.34100371876,194.263122325331,38154.39502671435,192.45904095654464,0.3854666973588372,71.0,0.7703703703703704,269,1014,-0.1876317894277611,0.0680795679768313,0.2526946099135067,63.54517997718517,83.66904755831214
1475.0,1675.0,828.0,921.0,15386.763822996587,148.00873439008015,22086.483354548087,26.931284535511356,37363.42278239085,21.958394775148978,49321.190467641376,57.439678490547195,56541.96528647575,88.83235283244915,0.097701384384027,15.0,0.9912280701754386,828,921,-0.4456569570410501,0.084872646556691,0.0508126882694707,73.78420430809051,15.65685424949238
1675.0,1675.0,937.0,942.0,13366.282051261456,218.87577804767702,22453.581625046085,53.1444576574059,37808.45511221374,46.20567162601133,49876.310184489295,61.98619427497852,57386.45573949034,85.77073793384265,0.1337144190219929,36.0,1.1428571428571428,937,942,-0.2273741122210702,0.058534362774936,0.2028720884326885,62.52355197628846,42.87005768508881
2475.0,1675.0,1337.0,935.0,19363.002425548217,254.77221908882532,31020.906504386912,154.58983025212527,40971.787031318985,98.2270287781929,48710.639858482595,105.97318755302723,55458.89908613801,115.16312929841348,0.0815616234972167,21.0,1.120481927710843,1337,935,-0.5355571854677033,0.0745173931975421,0.0435172435876909,70.3587172785889,24.14213562373095
2675.0,1675.0,1436.0,918.0,22805.647666403678,236.8968767477304,32411.535149598647,150.19374495498758,40274.673869232975,116.67956112773348,47216.51827465168,119.91322432181576,53940.34707181394,121.70303142041185,0.0205108402822485,18.0,0.9043478260869564,1436,918,-0.6013526300780339,0.0703903638380219,0.0261493934107159,107.5092448954416,19.899494936611667
2875.0,1675.0,1543.0,940.0,23123.326299175973,338.3257081786424,31670.897706579715,186.81445888233876,38489.505385825265,142.39986480729468,45247.42503796975,130.29419557962999,52193.41594410818,124.4693715696743,0.0254838992161481,22.0,0.912621359223301,1543,940,-0.5718799628913314,0.0663066306630663,0.0244813143283872,106.50857639538523,23.07106781186548
4275.0,1675.0,2261.0,926.0,15865.418975128337,199.85845984618723,18524.77217721005,115.41295946610381,26907.430216055727,65.411699518893,35853.65700450172,51.870461828056975,44442.544695039105,65.49498100986408,0.1675637069795545,44.0,0.8095238095238095,2261,926,-0.5396547898492333,0.0683447795627518,0.0400631453752077,96.06704799800468,47.14213562373095
4475.0,1675.0,2370.0,950.0,14304.25373676899,251.0593689618829,19321.216518154695,102.32670930694972,27896.114838369194,61.570986613087925,36443.18504063409,50.939240313769005,44734.50971332295,64.03788076622676,0.0886875051377085,17.0,0.9821428571428572,2370,950,-0.5909619785987322,0.0769365250134481,0.0315430608819241,105.769048950307,19.72792206135785
5275.0,1675.0,2787.0,951.0,17835.72894672483,232.53744329445172,22495.343780335777,73.67720748794571,29994.19878986578,26.366238742050548,38989.07892314316,41.65573246251277,47214.985268551,68.11145039317054,0.0370988468905364,37.0,0.946969696969697,2787,951,-0.609799311324984,0.0759629476285299,0.0222383512596521,127.99074663952752,42.62741699796952
6675.0,1675.0,3507.0,959.0,15617.412955264133,286.49090999127134,21992.4359853343,105.8570311462979,32011.171965291003,104.15230532313721,40640.08800142201,85.22361778977599,47442.18407474477,94.35705458181178,0.2109589909048036,55.0,0.8518518518518519,3507,959,-0.6112887938857409,0.0775941692348492,0.0269264496965683,110.115600455486,58.14213562373095
275.0,1875.0,170.0,1034.0,18399.281137979557,263.8599331054693,23815.206495515602,213.87483391151835,29256.10498357022,198.08389107531897,34348.120521796496,196.69458300438563,38799.778928723,195.38061027952796,0.2580891575076674,46.0,1.0254237288135593,170,1034,-0.3341119454587361,0.0671465706858628,0.1460721700444884,84.51219330881975,61.9827560572969
675.0,1875.0,381.0,1037.0,18284.105296212176,338.39579219919517,27668.58769822973,52.378903886087116,36047.00262727227,76.58579292140102,42699.42104761128,133.90712641971527,47674.73480463991,159.16351401180944,0.0486547396356499,14.0,0.9509803921568628,381,1037,-0.4252960797394341,0.070990103686908,0.1052868489959628,93.62404714497384,16.31370849898476
1275.0,1875.0,754.0,1049.0,14433.223046916686,96.31614875436657,22985.93260241022,32.72783450707762,37617.05144505103,13.834410819674764,49277.8888550571,57.938484789982915,56523.377480481635,91.60055533229178,0.0869475933851504,38.0,1.184782608695652,754,1049,-0.4702678935963066,0.0790543805473793,0.0905810882521648,66.13110073464628,42.79898987322333
2275.0,1875.0,1216.0,1032.0,17903.44204705687,194.90340326402142,31115.3537786236,147.9292561742967,42583.10594986234,71.58921258040581,51538.95380277799,66.09729614204481,58803.538101129154,82.95893880546697,0.0179365060305155,6.0,0.957983193277311,1216,1032,-0.6406677845339114,0.0728652114750125,0.0283790406011216,133.98885271170678,5.414213562373095
2875.0,1875.0,1536.0,1048.0,26620.624024213983,155.3637354234875,34697.227625445375,92.3415424866925,40575.235124909515,109.35167688669578,47276.66881698451,109.43362506564615,54410.65671547313,106.89303090477095,0.0062333123435707,8.0,1.0,1536,1048,-0.6450326711261656,0.0724613282584297,0.0250085890975721,91.92388155425118,9.899494936611664
3075.0,1875.0,1639.0,1049.0,25329.92428854706,341.4640136678496,31911.596088242604,177.75114025532693,37833.21091577336,134.50330413102958,44930.83686985385,115.65215777779602,52503.723170255456,106.71099067272459,0.0139569523299784,6.0,1.0,1639,1049,-0.6498232831669974,0.0732856299866609,0.023739191752723,88.25938519724863,9.0
4075.0,1875.0,2134.0,1064.0,13399.062627216106,155.19028479181418,19522.393378011842,80.10925912512322,27626.763835838232,39.60787041015682,36779.89855742615,35.910418921516026,45992.83685926187,53.55839367735137,0.0295914032758148,16.0,1.1485148514851484,2134,1064,-0.5415616635111313,0.068198373194124,0.0530196860190081,84.21529438509418,18.72792206135785
5075.0,1875.0,2686.0,1038.0,17845.343380550625,222.42623548612397,23251.2592818862,33.13533675902419,30553.30654229765,16.922457730674463,39373.12794747176,38.45529229140996,47955.47715856121,57.837172423484155,0.0665585908579609,25.0,0.9727272727272728,2686,1038,-0.6068554443053817,0.071153615566223,0.0243585860158587,95.814109333718,26.899494936611667
5475.0,1875.0,2904.0,1042.0,16996.5285515103,243.08177763541323,22403.84842346177,60.245569966512875,30370.423503436385,21.693038405640024,40364.44610019781,44.03896679123461,49335.120703900655,62.72335333098041,0.0304106407361045,12.0,1.020408163265306,2904,1042,-0.5728612329386386,0.0661843371726474,0.0342038547524256,83.9084120888791,14.31370849898476
5875.0,1875.0,3134.0,1048.0,10557.66591856424,88.94720918306146,20384.499164683257,56.701757738824206,30824.428258057847,53.14681304447794,41320.81737588391,58.62990477033398,50318.11293946216,68.21327700624146,0.0818737297021772,25.0,1.0887096774193548,3134,1048,-0.5957347479602206,0.072945351050657,0.0357542945313231,102.374414035026,32.2842712474619
8075.0,1875.0,4271.0,1066.0,14160.299280559511,165.33387795913998,15747.976948837868,96.50565919956874,19844.67155732721,147.39957685661122,24926.208455359792,170.22869448949675,29516.860894314126,172.607161404901,0.1138379449618815,37.0,1.173913043478261,4271,1066,-0.3648834533813525,0.1635085479026436,0.150097823057543,100.4765749127632,44.698484809834994
475.0,2075.0,270.0,1149.0,21948.6379859866,179.60044613450586,26124.532752078485,105.08721535697828,32733.51106167362,143.85495916418623,38815.44086179505,172.144198675158,43816.424781334186,183.39317557026524,0.0450212746926589,47.0,1.2342342342342345,270,1149,-0.548134092346616,0.0829330509150126,0.0730277757443817,94.70717728575592,55.52691193458119
675.0,2075.0,417.0,1158.0,19874.815934720293,276.7988918133457,26791.656715539375,53.010315132336856,35508.843721649275,84.4910471247518,42704.90543375879,139.06245705632372,48143.565542397744,162.49951118033422,0.0175320610076549,20.0,1.0238095238095235,417,1158,-0.536147620144816,0.0728335274525429,0.0547671581431653,106.06601717798212,26.87005768508881
1075.0,2075.0,590.0,1134.0,13439.929412383171,94.30957136830004,24151.908681507517,44.38323271089143,37586.01170792789,17.879281318557908,48073.49971682829,79.59952103007953,55004.80017149188,113.45381433841256,0.0238592304574388,12.0,1.0490196078431373,590,1134,-0.5120937258580731,0.0711300976735503,0.0528448266958224,84.89698762503303,13.485281374238571
2075.0,2075.0,1109.0,1155.0,17788.618320984646,207.13316438030384,30903.162737485854,134.65368638412,42691.572784093725,66.44889273766253,52978.49796534447,35.97498290748032,60952.18121558476,50.60789193281411,0.0235131666073131,12.0,0.8859649122807017,1109,1155,-0.563109889963676,0.0712646438769247,0.0404468561452014,109.11232188497638,13.485281374238571
2475.0,2075.0,1315.0,1179.0,17214.553264151436,145.03144684389008,34520.50208958896,48.67445340441786,44048.215914394816,25.98293710917747,51974.54633975379,58.73732029630604,59313.24024679262,74.66884660929259,0.0055819861033786,6.0,0.9035087719298246,1315,1179,-0.6454350188747195,0.069398481604049,0.0304325866275885,119.5035713374682,5.0
