d100,g100,l100,d200,g200,l200,d300,g300,l300,d400,g400,l400,d500,g500,l500,Dipole
46.27841354263861,0.3165012411181976,-0.0017298961520179,29.902912238046422,0.0961027998966464,-0.0002886141883574,22.54933193269587,0.0448375111736152,-0.000123385476779,18.729553070358087,0.0264439919166718,-3.767114764809823e-05,17.21958326935843,0.0212126051991447,-1.0737238795874622e-05,0.6546043738057977
80.0405679597958,0.3884616123815479,-0.0024424898899963,50.03750556170497,0.1290533948769125,-0.0005534050807614,38.16603166406262,0.0713696544162332,-0.0001708319003085,32.273189069307335,0.0448142190799278,-7.277316148271281e-05,28.7510602967116,0.0306243135043123,-3.816355935327785e-05,0.2462886210059593
71.98360584226624,0.3523273773504659,-0.001393961248105,55.68002617688625,0.1243505714639861,-0.0004382813157391,44.18708631038764,0.0722491730890639,-0.0002175172744863,36.42736952350237,0.0469261661045156,-0.000105068135999,31.41139433472001,0.0319446975162074,-5.561817354295586e-05,0.0804161653935737
82.08489740832127,0.3849396912382762,-0.0016485640203036,60.9745716097226,0.1316107594810121,-0.0004219756727959,49.61428879194902,0.0725965873216731,-0.0002142580864857,41.14704228178088,0.0478149875827834,-0.0001292475342995,34.64077656032574,0.0332569255895243,-7.73781879707778e-05,0.0184375332334325
81.21522713021342,0.4003437779805345,-0.0019562366903372,59.09374051020054,0.116885466907662,-0.0003910668775831,48.94577026217812,0.0726298046588516,-0.0001951132883556,40.98147680683081,0.0488006788356082,-0.0001249494486027,34.54094168203617,0.0340595842816575,-7.752805997784776e-05,0.0
73.79862737852451,0.4062036165009687,-0.0020728499689056,52.78621834743513,0.1024560693168494,-0.0002533921491123,45.65852604571621,0.072110666917193,-0.0001524593064818,38.92047440041264,0.049636102546063,-0.000111080798726,33.11544069803612,0.0346698650847818,-6.983884078945006e-05,0.1351063766302338
63.380350439258414,0.364302076976587,-0.00200475446496,44.44434277382367,0.0943147036764279,-0.0001500836663849,40.10273465420849,0.0707335322413722,-0.0001040364674071,35.06919672291186,0.0495489141450727,-8.720274604075995e-05,30.48387817863396,0.0345899308487617,-5.486224773604213e-05,0.1880034658214589
37.97584040728896,0.3269243325588111,-0.0021678137713367,20.66978706987903,0.0683419800983605,-0.0001377868042356,18.55454737787685,0.0457584141503829,-3.933651270753344e-06,18.8920701829835,0.0351358310738104,1.224487666254441e-05,19.56193640310508,0.0277369833411083,7.92441785317892e-06,0.387975557078747
62.18683208926049,0.398395811803169,-0.0025079372858697,31.81566473367772,0.115184402773356,-0.0005276676732032,20.9897057269364,0.0502217318169401,-0.0001324313357142,17.22868810517624,0.0291864923972494,-2.694365721055588e-05,16.4525228175375,0.0233959362020885,6.347860900094842e-07,0.8907852905129832
37.607572169899775,0.33400857780901,-0.0023318348012299,18.56282227766752,0.0541807628742559,-0.0001113811070641,16.046195842190794,0.0412420940429352,-4.721692316515606e-05,13.895866020184291,0.0283794031283157,-3.489460286037781e-05,12.235043726189913,0.0201740932071074,-1.7688160632727095e-05,0.0037439904006402
45.08830735558296,0.3209982375226298,-0.0022285691468052,21.97783335162383,0.0713414052012044,-0.0003028655826583,16.793670607655496,0.0375592681723179,-4.611048139039284e-05,15.097450535471694,0.0265862504536964,-1.990308147323428e-05,14.104849825846124,0.0212668323536727,-9.568924857028666e-06,0.0342602934842889
70.03679458909077,0.3526309566159953,-0.0022393418122216,39.05419137565212,0.1105505362142752,-0.000632392148029,27.245784833168734,0.0389842030610075,-0.0001231858880347,23.69220338124444,0.0215711617689429,-2.9386247298725937e-05,22.344106291916518,0.0200464109586029,-1.2132786334089302e-05,0.7101321883184188
79.65547865223735,0.3954920212240055,-0.0026207803576967,47.067480650019895,0.127022884972707,-0.0005135906358633,36.95895713404903,0.0591581260016558,-0.0001231717190911,32.453909170328586,0.0365679111954186,-5.358871942923627e-05,29.756370302413902,0.025492668422543,-2.8274169916764108e-05,0.6672660127441346
88.31087300833816,0.3463096729236481,-0.0020312615036128,59.06562135666254,0.113224752758341,-0.0006202281299455,44.7201550487632,0.0643623872600786,-0.0002214825665463,36.99990756854113,0.04093336006058,-9.317135582283792e-05,32.56367833659626,0.0274573049430049,-4.591311248028543e-05,0.0474633852364631
96.54740191054395,0.310263549043171,-0.0015824288637967,71.04756583648056,0.1148618655779463,-0.0006487030694424,55.42005249096072,0.0651895251157972,-0.0002854369429254,44.83164376167548,0.0434598374331077,-0.0001501167127189,37.594137263140986,0.0293566974169016,-8.100461740696301e-05,0.3252209535203159
105.7283397484229,0.3124218341602258,-0.0021215212812916,75.0201403951415,0.1030913734467884,-0.0007165545977765,58.20187668671744,0.0631231427746016,-0.0002977073930089,46.963848879574805,0.0433011075553384,-0.0001631171993858,38.94367113968604,0.0299047220805709,-9.150163334336423e-05,0.140499882034844
